crystal_id,nano_id,ql,crystal_name,nano_name,school,strain,strain_id,sub_strain,professions,location,nano_cost,froob_friendly,sort_order,nano_deck,spec,min_level,mm,bm,pm,si,ts,mc
29363,29251,126,"Nano Crystal (Riot Control)","Riot Control",Buffs,"Burst Buff",214,"",Soldier,"Mission Reward",441,1,1,0,,,,,589,589,,
203130,203129,88,"NanoCrystal (The Power of Three)","The Power of Three",Buffs,"Burst Buff",214,"",Soldier,"RK Dyna",299,1,2,0,,75,,,496,496,,
203132,203131,64,"NanoCrystal (Power Burst)","Power Burst",Buffs,"Burst Buff",214,"",Soldier,"RK Dyna",207,1,3,0,,50,,,352,352,,
203134,203133,38,"NanoCrystal (Power Volley)","Power Volley",Buffs,"Burst Buff",214,"",Soldier,"RK Store",124,1,4,0,,25,,,205,205,,
26508,26381,10,"Nano Crystal (Burst Expertise)","Burst Expertise","Buffs - Ranged Special","Burst Buff",44,"",General,"No longer drops",40,1,5,0,,,,,66,66,,
26511,26384,4,"Nano Crystal (Burst Proficiency)","Burst Proficiency","Buffs - Ranged Special","Burst Buff",44,"",General,"No longer drops",25,1,6,0,,,,,35,35,,
26509,26382,14,"Nano Crystal (Burst Incompetence)","Burst Incompetence","Debuffs - Ranged Special","Burst Debuffs",45,"",General,"No longer drops",40,1,1,0,,,,,70,70,,
26510,26383,7,"Nano Crystal (Burst Inexperience)","Burst Inexperience","Debuffs - Ranged Special","Burst Debuffs",45,"",General,"No longer drops",25,1,2,0,,,,,39,39,,
275854,275833,215,"Alien Matrix Beta Box (Valiant Challenger to Behemoth)","Valiant Challenger to Behemoth",Buffs,Challenger,5,"",Enforcer,"APF Tradeskill",1334,0,1,1,,215,1235,1235,,,,
49816,49759,149,"Nano Crystal (Mighty Challenger to Behemoth)","Mighty Challenger to Behemoth",Buffs,Challenger,5,"",Enforcer,"Mission Reward",1165,1,2,0,,,689,689,,,,
49829,49757,142,"Nano Crystal (Brave Challenger to Behemoth)","Brave Challenger to Behemoth",Buffs,Challenger,5,"",Enforcer,"Mission Reward",1124,1,3,0,,,666,666,,,,
49824,49758,139,"Nano Crystal (Challenger to Behemoth)","Challenger to Behemoth",Buffs,Challenger,5,"",Enforcer,"Mission Reward",1082,1,4,0,,,643,643,,,,
49815,49756,136,"Nano Crystal (Mighty Challenger to Leviathan)","Mighty Challenger to Leviathan",Buffs,Challenger,5,"",Enforcer,"Mission Reward",1032,1,5,0,,,631,631,,,,
49826,49754,132,"Nano Crystal (Brave Challenger to Leviathan)","Brave Challenger to Leviathan",Buffs,Challenger,5,"",Enforcer,"Mission Reward",981,1,7,0,,,623,623,,,,
49818,49755,132,"Nano Crystal (Challenger to Leviathan)","Challenger to Leviathan",Buffs,Challenger,5,"",Enforcer,"Mission Reward",930,1,6,0,,,615,615,,,,
49817,49753,129,"Nano Crystal (Mighty Challenger to Colossus)","Mighty Challenger to Colossus",Buffs,Challenger,5,"",Enforcer,"Mission Reward",883,1,8,0,,,607,607,,,,
49828,49752,119,"Nano Crystal (Brave Challenger to Colossus)","Brave Challenger to Colossus",Buffs,Challenger,5,"",Enforcer,"RK Store",813,1,9,0,,,553,553,,,,
49820,49750,103,"Nano Crystal (Challenger to Colossus)","Challenger to Colossus",Buffs,Challenger,5,"",Enforcer,"RK Store",736,1,10,0,,,485,485,,,,
49814,49751,90,"Nano Crystal (Mighty Challenger to Gargantua)","Mighty Challenger to Gargantua",Buffs,Challenger,5,"",Enforcer,"RK Store",662,1,11,0,,,415,415,,,,
49825,49749,76,"Nano Crystal (Brave Challenger to Gargantua)","Brave Challenger to Gargantua",Buffs,Challenger,5,"",Enforcer,"RK Store",585,1,12,0,,,357,357,,,,
49822,49747,66,"Nano Crystal (Challenger to Gargantua)","Challenger to Gargantua",Buffs,Challenger,5,"",Enforcer,"RK Store",509,1,13,0,,,313,313,,,,
49812,49748,53,"Nano Crystal (Mighty Challenger to Titan)","Mighty Challenger to Titan",Buffs,Challenger,5,"",Enforcer,"RK Store",430,1,14,0,,,257,257,,,,
49827,49745,40,"Nano Crystal (Brave Challenger to Titan)","Brave Challenger to Titan",Buffs,Challenger,5,"",Enforcer,"RK Store",349,1,15,0,,,201,201,,,,
49819,49746,33,"Nano Crystal (Challenger to Titan)","Challenger to Titan",Buffs,Challenger,5,"",Enforcer,"RK Store",279,1,16,0,,,164,164,,,,
49813,49744,24,"Nano Crystal (Mighty Challenger to Cyclops)","Mighty Challenger to Cyclops",Buffs,Challenger,5,"",Enforcer,"RK Store",211,1,17,0,,,127,127,,,,
49823,49743,14,"Nano Crystal (Brave Challenger to Cyclops)","Brave Challenger to Cyclops",Buffs,Challenger,5,"",Enforcer,"RK Store",135,1,18,0,,,82,82,,,,
49821,49742,4,"Nano Crystal (Challenger to Cyclops)","Challenger to Cyclops",Buffs,Challenger,5,"",Enforcer,"RK Store",60,1,19,0,,,38,38,,,,
143902,143898,186,"Nano Crystal (My Brain For Your Brain)","My Brain For Your Brain","Crowd Control","Charm Other",202,"",Trader,"Mission Reward",743,1,1,0,,,,787,874,,,
143899,143894,176,"Nano Crystal (Control Ends and Means)","Control Ends and Means","Crowd Control","Charm Other",202,"",Trader,"Mission Reward",667,1,2,0,,,,747,824,,,
143903,143895,159,"Nano Crystal (Thought Juggler)","Thought Juggler","Crowd Control","Charm Other",202,"",Trader,"Mission Reward",613,1,3,0,,,,686,757,,,
143901,143896,149,"Nano Crystal (Redirect Neural Signals)","Redirect Neural Signals","Crowd Control","Charm Other",202,"",Trader,"Mission Reward",538,1,4,0,,,,635,706,,,
143900,143897,126,"Nano Crystal (Thought Controller)","Thought Controller","Crowd Control","Charm Other",202,"",Trader,"Mission Reward",457,1,5,0,,,,538,596,,,
142776,142767,97,"Nano Crystal (Brain Bender)","Brain Bender","Crowd Control","Charm Other",202,"",Trader,"RK Store",345,1,6,0,,,,418,456,,,
142775,142771,74,"Nano Crystal (Deep Thought)","Deep Thought","Crowd Control","Charm Other",202,"",Trader,"RK Store",276,1,7,0,,,,316,364,,,
142772,142768,50,"Nano Crystal (Brain Swap)","Brain Swap","Crowd Control","Charm Other",202,"",Trader,"RK Store",183,1,8,0,,,,221,246,,,
142774,142769,34,"Nano Crystal (Mental Switcheroo)","Mental Switcheroo","Crowd Control","Charm Other",202,"",Trader,"RK Store",127,1,9,0,,,,147,171,,,
142777,142770,17,"Nano Crystal (Project Thought Patterns)","Project Thought Patterns","Crowd Control","Charm Other",202,"",Trader,"RK Store",62,1,10,0,,,,75,89,,,
142773,142766,4,"Nano Crystal (Swap Psyche)","Swap Psyche","Crowd Control","Charm Other",202,"",Trader,"RK Store",16,1,11,0,,,,22,25,,,
231025,231010,200,"Nano Crystal (The Voice of God)","The Voice of God","Crowd Control","Charm Other",202,Long,Bureaucrat,"Inferno Sanctuary / Pandemonium Garden",3418,0,1,0,4,220,,1500,1500,1500,,
231026,231008,200,"Nano Crystal (The Voice of One)","The Voice of One","Crowd Control","Charm Other",202,Long,Bureaucrat,"Inferno Sanctuary / Pandemonium Garden",2418,0,2,0,4,216,,1500,1500,1500,,
231027,231009,190,"Nano Crystal (Peer Pressure)","Peer Pressure","Crowd Control","Charm Other",202,Long,Bureaucrat,"Inferno Garden",2418,0,3,0,4,215,,1300,1300,1300,,
231022,231013,180,"Nano Crystal (The Voice of Truth)","The Voice of Truth","Crowd Control","Charm Other",202,Long,Bureaucrat,"Inferno Garden",1418,0,4,0,3,195,,1000,1000,1000,,
99210,99192,179,"Nano Crystal (Total Mental Domination)","Total Mental Domination","Crowd Control","Charm Other",202,Long,Bureaucrat,"Mission Reward",418,1,5,0,,,,827,827,827,,
99218,99194,162,"Nano Crystal (Inveigle Support)","Inveigle Support","Crowd Control","Charm Other",202,Long,Bureaucrat,"Mission Reward",378,1,6,0,,,,751,751,751,,
99219,99195,152,"Nano Crystal (Insidious Beguilement)","Insidious Beguilement","Crowd Control","Charm Other",202,Long,Bureaucrat,"Mission Reward",348,1,7,0,,,,711,711,711,,
99227,99198,136,"Nano Crystal (Allure of Servitude)","Allure of Servitude","Crowd Control","Charm Other",202,Long,Bureaucrat,"Mission Reward",305,1,8,0,,,,633,633,633,,
99225,99199,109,"Nano Crystal (Captivated Thoughts)","Captivated Thoughts","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",255,1,9,0,,,,506,506,506,,
99220,99201,86,"Nano Crystal (Impose Will)","Impose Will","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",201,1,10,0,,,,402,402,402,,
99213,99202,63,"Nano Crystal (Solicit Support)","Solicit Support","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",154,1,11,0,,,,304,304,304,,
99221,99204,47,"Nano Crystal (Dominate Psyche)","Dominate Psyche","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",120,1,12,0,,,,229,229,229,,
99226,99206,33,"Nano Crystal (Bend Will)","Bend Will","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",84,1,13,0,,,,167,167,167,,
99212,99208,20,"Nano Crystal (Temporary Glamor)","Temporary Glamor","Crowd Control","Charm Other",202,Long,Bureaucrat,"RK Store",54,1,14,0,,,,109,109,109,,
275010,275009,215,"Nano Crystal (The Choir Fantastic)","The Choir Fantastic","Crowd Control","Charm Other",202,Short,Bureaucrat,"Dust Brigade Quest Part V",3600,0,1,1,,215,,1550,1913,1913,,
99223,99209,189,"Nano Crystal (Displace Thought Patterns)","Displace Thought Patterns","Crowd Control","Charm Other",202,Short,Bureaucrat,"Mission Reward",455,1,2,0,,,,871,871,871,,
99224,99193,169,"Nano Crystal (Charismatic Rapture)","Charismatic Rapture","Crowd Control","Charm Other",202,Short,Bureaucrat,"Mission Reward",415,1,3,0,,,,781,781,781,,
99211,99196,159,"Nano Crystal (Temporary Allegiance)","Temporary Allegiance","Crowd Control","Charm Other",202,Short,Bureaucrat,"Mission Reward",363,1,4,0,,,,732,732,732,,
99222,99197,149,"Nano Crystal (Enrapturing Bondage)","Enrapturing Bondage","Crowd Control","Charm Other",202,Short,Bureaucrat,"Mission Reward",346,1,5,0,,,,687,687,687,,
30137,30092,123,"Nano Crystal (Siren Call)","Siren Call","Crowd Control","Charm Other",202,Short,Bureaucrat,"Mission Reward",296,1,6,0,,,,572,572,572,,
99216,99200,96,"Nano Crystal (Lesser Charismatic Rapture)","Lesser Charismatic Rapture","Crowd Control","Charm Other",202,Short,Bureaucrat,"RK Store",249,1,7,0,,,,456,456,456,,
30131,30086,76,"Nano Crystal (Pheromone Control)","Pheromone Control","Crowd Control","Charm Other",202,Short,Bureaucrat,"RK Store",195,1,8,0,,,,364,364,364,,
99215,99203,53,"Nano Crystal (Personal Magnetism)","Personal Magnetism","Crowd Control","Charm Other",202,Short,Bureaucrat,"RK Store",145,1,9,0,,,,258,258,258,,
99214,99205,40,"Nano Crystal (Soft Siren Call)","Soft Siren Call","Crowd Control","Charm Other",202,Short,Bureaucrat,"RK Store",111,1,10,0,,,,195,195,195,,
99217,99207,27,"Nano Crystal (Lesser Pheromone Control)","Lesser Pheromone Control","Crowd Control","Charm Other",202,Short,Bureaucrat,"RK Store",79,1,11,0,,,,138,138,138,,
231024,231011,180,"Nano Crystal (Team Empowered Voice of Truth)","Team Empowered Voice of Truth","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Inferno Garden",2418,0,1,0,3,195,,1000,1000,1000,,
231021,230398,150,"Nano Crystal (Team Empowered Total Mental Domination)","Team Empowered Total Mental Domination","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Penumbra Garden",800,0,2,0,3,,,827,827,827,,
229962,229961,142,"Nano Crystal (Team Empowered Allure of Servitude)","Team Empowered Allure of Servitude","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"RK Store",450,0,3,0,2,,,633,633,633,,
229965,229964,100,"Nano Crystal (Team Empowered Captivated Thoughts)","Team Empowered Captivated Thoughts","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"RK Store",355,0,4,0,2,,,506,506,506,,
231018,230395,93,"Nano Crystal (Team Empowered Inveigle Support)","Team Empowered Inveigle Support","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Scheol Sanctuary",600,0,5,0,2,,,751,751,751,,
231017,230394,81,"Nano Crystal (Team Empowered Insidious Beguilement)","Team Empowered Insidious Beguilement","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Scheol Sanctuary",500,0,6,0,2,,,711,711,711,,
231019,230393,50,"Nano Crystal (Team Empowered Impose Will)","Team Empowered Impose Will","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Elysium Sanctuary",300,0,7,0,1,,,402,402,402,,
231016,230396,39,"Nano Crystal (Team Empowered Solicit Support)","Team Empowered Solicit Support","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Elysium Garden",225,0,8,0,1,,,304,304,304,,
231015,230392,31,"Nano Crystal (Team Empowered Dominate Psyche)","Team Empowered Dominate Psyche","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Elysium Garden",180,0,9,0,1,,,229,229,229,,
231014,230391,24,"Nano Crystal (Team Empowered Bend Will)","Team Empowered Bend Will","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Nascense Garden",184,0,10,0,1,,,167,167,167,,
231020,230397,17,"Nano Crystal (Team Empowered Temporary Glamor)","Team Empowered Temporary Glamor","Crowd Control","Charm Other",202,Team-Empowered,Bureaucrat,"Nascense Garden",54,0,11,0,1,,,109,109,109,,
26514,26387,10,"Nano Crystal (Chemistry Expertise)","Chemistry Expertise","Buffs - Tradeskill","Chemistry Buffs",47,"",General,"No longer drops",40,1,1,0,,,,,61,61,,
26515,26388,4,"Nano Crystal (Chemistry Proficiency)","Chemistry Proficiency","Buffs - Tradeskill","Chemistry Buffs",47,"",General,"No longer drops",25,1,2,0,,,,,31,31,,
26015,25984,63,"Nano Crystal (Chemical Concoction)","Chemical Concoction",Buffs,"Chemistry/Pharm Buffs",196,"",Agent,"RK Store",214,1,1,0,,,,,305,305,,
29852,29772,53,"Nano Crystal (Philosopher's Stone)","Philosopher's Stone",Buffs,"Chemistry/Pharm Buffs",196,"",Engineer,"RK Store",181,1,2,0,,,,,257,257,,
26516,26389,10,"Nano Crystal (Adventuring Expertise)","Adventuring Expertise",Buffs,"Climb Buffs",48,"",General,"No longer drops",40,1,1,0,,,,,61,61,,
26682,26390,4,"Nano Crystal (Adventuring Proficiency)","Adventuring Proficiency",Buffs,"Climb Buffs",48,"",General,"No longer drops",25,1,2,0,,,,,31,31,,
270748,270747,215,"Nano Crystal (Improved Complete Healing)","Improved Complete Healing",Combat,"Complete Healing Line",282,"",Doctor,"Dust Brigade Quest Part IV",1436,0,1,1,,215,2154,2154,,,,
42424,42409,185,"Nano Crystal (Alpha & Omega)","Alpha and Omega",Combat,"Complete Healing Line",282,"",Doctor,"Mission Reward",933,1,2,0,,,787,874,,,,
204306,204305,180,"NanoCrystal (One Foot in the Grave)","One Foot in the Grave",Debuffs,"Complete Healing Line",282,"",Soldier,"RK Dyna",688,1,3,0,,175,913,,,,,830
28763,28650,169,"Nano Crystal (Complete Healing)","Complete Healing",Combat,"Complete Healing Line",282,"",Doctor,"Mission Reward",467,1,4,0,,,723,795,,,,
136700,136672,159,"Nano Crystal (Invocation of the Phoenix)","Invocation of the Phoenix",Combat,"Complete Healing Line",282,"",Adventurer,"Mission Reward",1600,1,5,0,,,680,751,,,,
204304,204303,90,"NanoCrystal (Feelings of Mortality)","Feelings of Mortality",Debuffs,"Complete Healing Line",282,"",Soldier,"RK Dyna",406,1,6,0,,75,509,,,,,468
223379,223378,211,"Nano Crystal (Composite Attribute Boost (8 hours))","Composite Attribute Boost (8 hours)","Buffs - Attributes",Composite,0,"",General,"No longer drops",40,0,9,0,,211,,,61,61,,
287068,287048,211,"Nano Crystal (Composite Medical Expertise (8 hour))","Composite Medical Expertise (8 hour)","Buffs - Medical",Composite,0,"",General,"No longer drops",40,0,2,0,,211,,,61,61,,
223355,223354,211,"Nano Crystal (Composite Melee Expertise (8 hours)","Composite Melee Expertise (8 hours)","Buffs - Melee",Composite,0,"",General,"No longer drops",40,0,7,0,,211,,,61,61,,
223387,223386,211,"Nano Crystal (Composite Nano Expertise (8 hours))","Composite Nano Expertise (8 hours)","Buffs - Nano",Composite,0,"",General,"No longer drops",40,0,1,0,,211,,,61,61,,
223393,223392,211,"Nano Crystal (Composite Physical Special Expertise (8 hours))","Composite Physical Special Expertise (8 hours)","Buffs - Melee Special",Composite,0,"",General,"No longer drops",40,0,5,0,,211,,,61,61,,
223359,223358,211,"Nano Crystal (Composite Ranged Expertise (8 hours))","Composite Ranged Expertise (8 hours)","Buffs - Ranged",Composite,0,"",General,"No longer drops",40,0,3,0,,211,,,61,61,,
223371,223370,211,"Nano Crystal (Composite Ranged Special Expertise (8 hours))","Composite Ranged Special Expertise (8 hours)","Buffs - Ranged Special",Composite,0,"",General,"No longer drops",40,0,8,0,,211,,,61,61,,
287064,287057,211,"Nano Crystal (Composite Tradeskill Expertise (8 hour))","Composite Tradeskill Expertise (8 hour)","Buffs - Tradeskill",Composite,0,"",General,"No longer drops",40,0,6,0,,211,,,61,61,,
287065,287058,211,"Nano Crystal (Composite Tradeskill Special Expertise (8 hour))","Composite Tradeskill Special Expertise (8 hour)","Buffs - Tradeskill Special",Composite,0,"",General,"No longer drops",40,0,4,0,,211,,,61,61,,
223377,223376,201,"Nano Crystal (Composite Attribute Boost (4 hours))","Composite Attribute Boost (4 hours)","Buffs - Attributes",Composite,0,"",General,"No longer drops",40,0,17,0,,201,,,61,61,,
287067,287055,201,"Nano Crystal (Composite Medical Expertise (4 hour))","Composite Medical Expertise (4 hour)","Buffs - Medical",Composite,0,"",General,"No longer drops",40,0,10,0,,201,,,61,61,,
223353,223352,201,"Nano Crystal (Composite Melee Expertise (4 hours)","Composite Melee Expertise (4 hours)","Buffs - Melee",Composite,0,"",General,"No longer drops",40,0,15,0,,201,,,61,61,,
223385,223384,201,"Nano Crystal (Composite Nano Expertise (4 hours))","Composite Nano Expertise (4 hours)","Buffs - Nano",Composite,0,"",General,"No longer drops",40,0,18,0,,201,,,61,61,,
223391,223390,201,"Nano Crystal (Composite Physical Special Expertise (4 hours))","Composite Physical Special Expertise (4 hours)","Buffs - Melee Special",Composite,0,"",General,"No longer drops",40,0,13,0,,201,,,61,61,,
223363,223362,201,"Nano Crystal (Composite Ranged Expertise (4 hours))","Composite Ranged Expertise (4 hours)","Buffs - Ranged",Composite,0,"",General,"No longer drops",40,0,11,0,,201,,,61,61,,
223369,223368,201,"Nano Crystal (Composite Ranged Special Expertise (4 hours))","Composite Ranged Special Expertise (4 hours)","Buffs - Ranged Special",Composite,0,"",General,"No longer drops",40,0,16,0,,201,,,61,61,,
287062,287053,201,"Nano Crystal (Composite Tradeskill Expertise (4 hour))","Composite Tradeskill Expertise (4 hour)","Buffs - Tradeskill",Composite,0,"",General,"No longer drops",40,0,14,0,,201,,,61,61,,
287063,287054,201,"Nano Crystal (Composite Tradeskill Special Expertise (4 hour))","Composite Tradeskill Special Expertise (4 hour)","Buffs - Tradeskill Special",Composite,0,"",General,"No longer drops",40,0,12,0,,201,,,61,61,,
223375,223374,125,"Nano Crystal (Composite Attribute Boost (2 hours))","Composite Attribute Boost (2 hours)","Buffs - Attributes",Composite,0,"",General,"No longer drops",40,0,24,0,,125,,,61,61,,
287066,287051,125,"Nano Crystal (Composite Medical Expertise (2 hour))","Composite Medical Expertise (2 hour)","Buffs - Medical",Composite,0,"",General,"No longer drops",40,0,26,0,,125,,,61,61,,
223351,223350,125,"Nano Crystal (Composite Melee Expertise (2 hours)","Composite Melee Expertise (2 hours)","Buffs - Melee",Composite,0,"",General,"No longer drops",40,0,22,0,,125,,,61,61,,
223383,223382,125,"Nano Crystal (Composite Nano Expertise (2 hours))","Composite Nano Expertise (2 hours)","Buffs - Nano",Composite,0,"",General,"No longer drops",40,0,25,0,,125,,,61,61,,
223389,223388,125,"Nano Crystal (Composite Physical Special Expertise (2 hours))","Composite Physical Special Expertise (2 hours)","Buffs - Melee Special",Composite,0,"",General,"No longer drops",40,0,20,0,,125,,,61,61,,
223357,223356,125,"Nano Crystal (Composite Ranged Expertise (2 hours))","Composite Ranged Expertise (2 hours)","Buffs - Ranged",Composite,0,"",General,"No longer drops",40,0,27,0,,125,,,61,61,,
223367,223366,125,"Nano Crystal (Composite Ranged Special Expertise (2 hours))","Composite Ranged Special Expertise (2 hours)","Buffs - Ranged Special",Composite,0,"",General,"No longer drops",40,0,23,0,,125,,,61,61,,
287060,287049,125,"Nano Crystal (Composite Tradeskill Expertise (2 hour))","Composite Tradeskill Expertise (2 hour)","Buffs - Tradeskill",Composite,0,"",General,"No longer drops",40,0,21,0,,125,,,61,61,,
287061,287050,125,"Nano Crystal (Composite Tradeskill Special Expertise (2 hour))","Composite Tradeskill Special Expertise (2 hour)","Buffs - Tradeskill Special",Composite,0,"",General,"No longer drops",40,0,19,0,,125,,,61,61,,
287045,287044,25,"Nano Crystal (Composite Medical Expertise (1 hour))","Composite Medical Expertise (1 hour)","Buffs - Medical",Composite,0,"",General,"No longer drops",40,1,35,0,,25,,,61,61,,
287043,287042,25,"Nano Crystal (Composite Tradeskill Special Expertise (1 hour))","Composite Tradeskill Special Expertise (1 hour)","Buffs - Tradeskill Special",Composite,0,"",General,"No longer drops",40,1,37,0,,25,,,61,61,,
223373,223372,25,"Nano Crystal (Composite Attribute Boost)","Composite Attribute Boost","Buffs - Attributes",Composite,0,"",General,"RK Store / Elysium Garden",1,1,32,0,,,,,30,30,,
223361,223360,25,"Nano Crystal (Composite Melee Expertise)","Composite Melee Expertise","Buffs - Melee",Composite,0,"",General,"RK Store / Elysium Garden",1,1,30,0,,,,,61,61,,
223381,223380,25,"Nano Crystal (Composite Nano Expertise)","Composite Nano Expertise","Buffs - Nano",Composite,0,"",General,"RK Store / Elysium Garden",1,1,34,0,,,,,61,61,,
215265,215264,25,"Nano Crystal (Composite Physical Special Expertise)","Composite Physical Special Expertise","Buffs - Melee Special",Composite,0,"",General,"RK Store / Elysium Garden",1,1,28,0,,,,,61,61,,
223349,223348,25,"Nano Crystal (Composite Ranged Expertise)","Composite Ranged Expertise","Buffs - Ranged",Composite,0,"",General,"RK Store / Elysium Garden",1,1,36,0,,,,,61,61,,
223365,223364,25,"Nano Crystal (Composite Ranged Special Expertise)","Composite Ranged Special Expertise","Buffs - Ranged Special",Composite,0,"",General,"RK Store / Elysium Garden",1,1,31,0,,,,,61,61,,
287041,287040,25,"Nano Crystal (Composite Tradeskill Expertise)","Composite Tradeskill Expertise","Buffs - Tradeskill",Composite,0,"",General,"RK Store / Elysium Garden",1,1,29,0,,,,,20,20,,
287047,287046,25,"Nano Crystal (Composite Utility Expertise)","Composite Utility Expertise","Buffs - Utility",Composite,0,"",General,"RK Store",1,1,33,0,,,,,4,4,,
220344,220343,219,"Nano Crystal (Composite Mochams (8 hours))","Composite Mochams (8 hours)",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Pandemonium Garden",4600,0,1,0,4,219,,,1715,1711,,
220342,220341,215,"Nano Crystal (Composite Mochams (4 hours))","Composite Mochams (4 hours)",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Pandemonium Garden",4000,0,2,0,4,215,,,1576,1573,,
220340,220339,205,"Nano Crystal (Composite Mochams (2 hours))","Composite Mochams (2 hours)",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Inferno Sanctuary / Pandemonium Garden",3600,0,3,0,4,205,,,1229,1227,,
220338,220337,190,"Nano Crystal (Composite Mochams (1 hour))","Composite Mochams (1 hour)",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Inferno Garden",3200,0,4,0,3,185,,,1029,1029,,
220336,220335,100,"Nano Crystal (Composite Infuse With Knowledge)","Composite Infuse With Knowledge",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Adonis Garden",1800,0,5,0,1,100,,,633,633,,
220334,220333,50,"Nano Crystal (Composite Mastery)","Composite Mastery",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Elysium Sanctuary",900,0,6,0,1,50,,,292,292,,
220332,220331,25,"Nano Crystal (Composite Teachings)","Composite Teachings",Buffs,"Composite Nano Buffs",0,"",Meta-Physicist,"Nascense Garden / Elysium Garden",300,0,7,0,1,25,,,152,152,,
30757,30706,165,"Nano Crystal (Trading Mogul)","Trading Mogul","Buffs: Tradeskills","Computer Literacy Buffs",177,"",Trader,"Mission Reward",562,1,1,0,,,,,781,709,,
30766,30715,96,"Nano Crystal (Bulk Trader)","Bulk Trader","Buffs: Tradeskills","Computer Literacy Buffs",177,"",Trader,"RK Store",302,1,2,0,,,,,456,418,,
30771,30720,20,"Nano Crystal (Frequent Customer)","Frequent Customer","Buffs: Tradeskills","Computer Literacy Buffs",177,"",Trader,"RK Store",65,1,3,0,,,,,104,87,,
26522,26425,10,"Nano Crystal (Computer Literacy Expertise)","Computer Literacy Expertise","Buffs - Tradeskill Special","Computer Literacy Buffs",50,"",General,"No longer drops",40,1,4,0,,,,,61,61,,
26523,26396,4,"Nano Crystal (Computer Literacy Proficiency)","Computer Literacy Proficiency","Buffs - Tradeskill Special","Computer Literacy Buffs",50,"",General,"Clan Starter Quest",25,1,5,0,,,,,31,31,,
273396,273395,215,"Nano Crystal (Shadow in the Night)","Shadow in the Night",Buffs,"Concealment Buffs",193,"",Shade,"Dust Brigade Quest Part II",250,0,1,1,,215,,,1430,1244,,
30119,30074,57,"Nano Crystal (Face in the Crowd)","Face in the Crowd",Buffs,"Concealment Buffs",193,"",Bureaucrat,"RK Store",177,1,2,0,,,,,284,,252,
31422,31387,27,"Nano Crystal (Embrace of Shadows)","Embrace of Shadows",Buffs,"Concealment Buffs",193,"",Fixer,"RK Store",100,1,3,0,,,,,134,134,,
26524,26397,10,"Nano Crystal (Concealment Expertise)","Concealment Expertise","Buffs - Utility","Concealment Buffs",51,"",General,"No longer drops",40,1,4,0,,,,,61,61,,
26525,26398,4,"Nano Crystal (Concealment Proficiency)","Concealment Proficiency","Buffs - Utility","Concealment Buffs",51,"",General,"No longer drops",25,1,5,0,,,,,31,31,,
273297,273296,215,"Nano Crystal (Ruse of Taren - Phase 4)","Ruse of Taren - Phase 4",Buffs,"Concealment Buffs",193,Self,Agent,"Dust Brigade Quest Part III",749,0,1,1,,215,1507,1256,,,,1069
32102,32061,162,"Nano Crystal (Ruse of Taren - Phase 3)","Ruse of Taren - Phase 3",Buffs,"Concealment Buffs",193,Self,Agent,"Mission Reward",559,1,2,0,,,799,726,,,,555
32101,32060,96,"Nano Crystal (Ruse of Taren - Phase 2)","Ruse of Taren - Phase 2",Buffs,"Concealment Buffs",193,Self,Agent,"RK Store",329,1,3,0,,,480,439,,,,315
32100,32059,40,"Nano Crystal (Ruse of Taren - Phase 1)","Ruse of Taren - Phase 1",Buffs,"Concealment Buffs",193,Self,Agent,"RK Store",133,1,4,0,,,220,196,,,,143
32103,32062,20,"Nano Crystal (Shadow Crown)","Shadow Crown",Buffs,"Concealment Buffs",193,Target,Agent,"RK Store",108,1,1,0,,,,,100,100,,
29191,29153,1,"Agent: Startup Crystal - Shadow Veil","Shadow Veil",Buffs,"Concealment Buffs",193,Target,Agent,"Arete Nano Container",15,1,2,0,,,,,5,5,,
160898,160897,169,"NanoCrystal (Meld With Background)","Meld With Background",Buffs,"Concealment Buffs",193,Team,Agent,"RK Dyna",997,1,1,0,,,,,787,787,,
160896,160895,129,"NanoCrystal (Cloak of Night)","Cloak of Night",Buffs,"Concealment Buffs",193,Team,Agent,"RK Dyna",666,1,2,0,,,,,607,607,,
