# Version: 18.08.58.03
# Requires: 20230108112714_CreateItemDBs.shared
lowid,highid,lowql,highql,name,icon,froob_friendly,slot,flags,in_game
147806,147806,159,159,"Instruction Disc (Linear Acceleration)",83557,1,0,1,1
147807,147807,132,132,"Instruction Disc (Liquefying Sphere)",83520,1,0,1,1
147808,147808,189,189,"Instruction Disc (Localized Dimensional Inversion)",83552,1,0,1,1
147809,147809,146,146,"Instruction Disc (Major Chemical Burn)",83521,1,0,1,1
147810,147810,149,149,"Instruction Disc (Malign Devourer)",83533,1,0,1,1
147811,147811,20,20,"Instruction Disc (Mass Claw Eyes)",83462,1,0,1,1
147812,147812,109,109,"Instruction Disc (Mass Cornea Attack)",83462,1,0,1,1
147813,147813,132,132,"Instruction Disc (Mass Pronounce Blindness)",83462,1,0,1,1
147814,147814,123,123,"Instruction Disc (Mephitic Ichor)",83532,1,0,1,1
147815,147815,103,103,"Instruction Disc (Meson Blast)",83537,1,0,1,1
147816,147816,136,136,"Instruction Disc (Meta-Dioxin Spray)",83520,1,0,1,1
147817,147817,17,17,"Instruction Disc (Micro Flechette)",83553,1,0,1,1
147818,147818,116,116,"Instruction Disc (Micro Flechette Swarm)",83556,1,0,1,1
147819,147819,47,47,"Instruction Disc (Microblade Whirlwind)",83377,1,0,1,1
147820,147820,37,37,"Instruction Disc (Mild Toxic Spill)",83290,1,0,1,1
147821,147821,57,57,"Instruction Disc (Minor Bane)",83530,1,0,1,1
147822,147822,1,1,"Instruction Disc (Minor Toxic Barb)",83529,1,0,1,1
147823,147823,10,10,"Instruction Disc (Minor Toxic Field)",83517,1,0,1,1
147824,147824,185,185,"Instruction Disc (Molecular Deconstruction)",83534,1,0,1,1
147825,147825,165,165,"Instruction Disc (Molecular Flechettes)",83557,1,0,1,1
147826,147826,17,17,"Instruction Disc (Molecule Lance)",83553,1,0,1,1
147827,147827,123,123,"Instruction Disc (Momentum Impaler)",83556,1,0,1,1
147828,147828,149,149,"Instruction Disc (Nano Cloud Supplement)",83355,1,0,1,1
147829,147829,53,53,"Instruction Disc (Nano Contagion)",83530,1,0,1,1
147830,147830,142,142,"Instruction Disc (Nanoblade Cloud)",83551,1,0,1,1
147831,147831,152,152,"Instruction Disc (Neural Stunner)",83416,1,0,1,1
147832,147832,66,66,"Instruction Disc (Neutron Spiral)",83560,1,0,1,1
147833,147833,175,175,"Instruction Disc (Notum Overload)",83355,1,0,1,1
147834,147834,96,96,"Instruction Disc (Ol' Faithful)",83555,1,0,1,1
147835,147835,73,73,"Instruction Disc (On-The-Fly Compression)",83461,1,0,1,1
147836,147836,7,7,"Instruction Disc (Open Wound)",83547,1,0,1,1
147837,147837,123,123,"Instruction Disc (Particle Accelerator)",83538,1,0,1,1
147838,147838,129,129,"Instruction Disc (Particle Flare)",83562,1,0,1,1
147839,147839,90,90,"Instruction Disc (Particle Shower)",83561,1,0,1,1
147840,147840,159,159,"Instruction Disc (Peaceful Intentions)",83420,1,0,1,1
147841,147841,83,83,"Instruction Disc (Pellet of Fire)",83543,1,0,1,1
147842,147842,169,169,"Instruction Disc (Personal Notum Harvester)",83461,1,0,1,1
147843,147843,37,37,"Instruction Disc (Phoenix Swarm)",83541,1,0,1,1
147844,147844,83,83,"Instruction Disc (Phosphor Torch)",83543,1,0,1,1
147845,147845,172,172,"Instruction Disc (Photon Deflector)",83462,1,0,1,1
147846,147846,50,50,"Instruction Disc (Plasma Lights)",83536,1,0,1,1
147847,147847,76,76,"Instruction Disc (Plasma Swirl)",83309,1,0,1,1
147848,147848,30,30,"Instruction Disc (Poison Missile)",83529,1,0,1,1
147849,147849,4,4,"Instruction Disc (Poke Eyes)",83462,1,0,1,1
147850,147850,96,96,"Instruction Disc (Positron Stream)",83537,1,0,1,1
147851,147851,60,60,"Instruction Disc (Project Calm)",83418,1,0,1,1
147852,147852,119,119,"Instruction Disc (Pronounce Blindness)",83462,1,0,1,1
147853,147853,182,182,"Instruction Disc (Quark Collapse)",83564,1,0,1,1
147854,147854,4,4,"Instruction Disc (Radiation Pulse)",83335,1,0,1,1
147855,147855,76,76,"Instruction Disc (Radiation Scour)",83561,1,0,1,1
147856,147856,99,99,"Instruction Disc (Radioactive Cloud)",83561,1,0,1,1
147857,147857,129,129,"Instruction Disc (Rend Flesh)",83550,1,0,1,1
147858,147858,63,63,"Instruction Disc (RNA Reaper)",83560,1,0,1,1
147859,147859,1,1,"Instruction Disc (Rudimentary Humidity Extractor)",83461,1,0,1,1
147860,147860,33,33,"Instruction Disc (Run-Time Recompiler)",83461,1,0,1,1
147861,147861,80,80,"Instruction Disc (Searing Agony)",83377,1,0,1,1
147862,147862,152,152,"Instruction Disc (Searing Circle)",83545,1,0,1,1
147863,147863,159,159,"Instruction Disc (Searing Stream)",83521,1,0,1,1
147864,147864,14,14,"Instruction Disc (Shockball)",83308,1,0,1,1
147865,147865,66,66,"Instruction Disc (Shockwave Slash)",83548,1,0,1,1
147866,147866,40,40,"Instruction Disc (Shower With Sludge)",83518,1,0,1,1
147867,147867,123,123,"Instruction Disc (Shrapnel Burst)",83332,1,0,1,1
147868,147868,66,66,"Instruction Disc (Shroud of Darkness)",83462,1,0,1,1
147869,147869,182,182,"Instruction Disc (Shroud of the Grave)",83462,1,0,1,1
147870,147870,93,93,"Instruction Disc (Slime Cascade)",83378,1,0,1,1
147871,147871,24,24,"Instruction Disc (Smiting Missile)",83553,1,0,1,1
147872,147872,57,57,"Instruction Disc (Smiting Missile Mk II)",83554,1,0,1,1
147873,147873,152,152,"Instruction Disc (Solar Wind)",83563,1,0,1,1
147874,147874,156,156,"Instruction Disc (Stargasp)",83539,1,0,1,1
147875,147875,63,63,"Instruction Disc (Stinging Missile)",83554,1,0,1,1
147876,147876,179,179,"Instruction Disc (Stinging Missile Swarm)",83558,1,0,1,1
147877,147877,162,162,"Instruction Disc (Sudden Affliction)",83533,1,0,1,1
147878,147878,24,24,"Instruction Disc (Sudden Chill)",83523,1,0,1,1
147879,147879,99,99,"Instruction Disc (Superior Humidity Extractor)",83461,1,0,1,1
147880,147880,172,172,"Instruction Disc (Superior Malign Devourer)",83534,1,0,1,1
147881,147881,93,93,"Instruction Disc (Superior Nano Command)",83355,1,0,1,1
147882,147882,116,116,"Instruction Disc (Tear Flesh)",83550,1,0,1,1
147883,147883,60,60,"Instruction Disc (Thunderclap)",83548,1,0,1,1
147884,147884,43,43,"Instruction Disc (Thunderous Blow)",83548,1,0,1,1
147885,147885,37,37,"Instruction Disc (Toxic Field)",83518,1,0,1,1
147886,147886,126,126,"Instruction Disc (Toxic Sphere)",83520,1,0,1,1
147887,147887,132,132,"Instruction Disc (Toxic Spill)",83293,1,0,1,1
147888,147888,175,175,"Instruction Disc (Tremor)",83568,1,0,1,1
147889,147889,109,109,"Instruction Disc (Tri-Ion Stream)",83562,1,0,1,1
147890,147890,119,119,"Instruction Disc (Unstable Hadron String)",83562,1,0,1,1
147891,147891,66,66,"Instruction Disc (Viral Assault)",83530,1,0,1,1
147892,147892,189,189,"Instruction Disc (Visions of the Void)",83462,1,0,1,1
147893,147893,86,86,"Instruction Disc (Void Warmth)",83525,1,0,1,1
147894,147894,182,182,"Instruction Disc (Volcanic Eruption)",83572,1,0,1,1
147895,147895,113,113,"Instruction Disc (Vulcan Flechette)",83556,1,0,1,1
147896,147896,189,189,"Instruction Disc (Warmth of the Grave)",83528,1,0,1,1
147897,147897,57,57,"Instruction Disc (Weak Chemical Liquefaction)",83518,1,0,1,1
147898,147898,33,33,"Instruction Disc (Weak Gravity Collapse)",83547,1,0,1,1
147899,147899,40,40,"Instruction Disc (Weak Gravity Pull)",83422,1,0,1,1
147900,147900,1,1,"Instruction Disc (Weak Smiting Missile)",83553,1,0,1,1
147901,147901,37,37,"Instruction Disc (Wild Eye Gouger)",83462,1,0,1,1
147902,147902,27,27,"Instruction Disc (Wind Blade)",83547,1,0,1,1
147903,147903,66,66,"Instruction Disc (Absorption Shield)",144420,1,0,1,1
147904,147904,132,132,"Instruction Disc (Advanced Absorption Shield)",144422,1,0,1,1
147905,147905,119,119,"Instruction Disc (Advanced Combat Barrier)",144422,1,0,1,1
147906,147906,90,90,"Instruction Disc (Aggressive Captivation)",83385,1,0,1,1
147907,147907,70,70,"Instruction Disc (Annoying Presence)",83385,1,0,1,1
147908,147908,50,50,"Instruction Disc (Assault Rifle Mastery)",83342,1,0,1,1
147909,147909,27,27,"Instruction Disc (Attack Booster)",83344,1,0,1,1
147910,147910,106,106,"Instruction Disc (Automatic Targeting)",83343,1,0,1,1
147911,147911,152,152,"Instruction Disc (Battlefield Endurance)",144329,1,0,1,1
147912,147912,17,17,"Instruction Disc (Boot Camp Toughness)",83348,1,0,1,1
147913,147913,50,50,"Instruction Disc (Combat Barrier)",144420,1,0,1,1
147914,147914,33,33,"Instruction Disc (Combat Hardening)",144325,1,0,1,1
147915,147915,40,40,"Instruction Disc (Damage Amplifier)",144461,1,0,1,1
147916,147916,7,7,"Instruction Disc (Damage Multiplier)",83575,1,0,1,1
147917,147917,33,33,"Instruction Disc (Deflection Shield)",144426,1,0,1,1
147918,147918,37,37,"Instruction Disc (Deflection Shield (Extended))",144426,1,0,1,1
147919,147919,14,14,"Instruction Disc (Draw Attention)",83385,1,0,1,1
147920,147920,4,4,"Instruction Disc (Ego Taunt)",83385,1,0,1,1
147921,147921,63,63,"Instruction Disc (Ranged Energy Weapon Mastery)",83388,1,0,1,1
147922,147922,30,30,"Instruction Disc (Enraged Mind)",83385,1,0,1,1
147923,147923,50,50,"Instruction Disc (Greater Deflection Shield)",144426,1,0,1,1
147924,147924,57,57,"Instruction Disc (Greater Deflection Shield (Extended))",144426,1,0,1,1
147925,147925,129,129,"Instruction Disc (Greater Reflective Field)",144429,1,0,1,1
147926,147926,132,132,"Instruction Disc (Greater Reflective Field (Extended))",144429,1,0,1,1
147927,147927,159,159,"Instruction Disc (Heavy Assault Absorption Shield)",144424,1,0,1,1
147928,147928,152,152,"Instruction Disc (Heavy Assault Combat Barrier)",144424,1,0,1,1
147929,147929,139,139,"Instruction Disc (Helepolis of the Besieger)",144463,1,0,1,1
147930,147930,132,132,"Instruction Disc (Id Assault)",83385,1,0,1,1
147931,147931,37,37,"Instruction Disc (Lesser Absorption Shield)",144420,1,0,1,1
147932,147932,20,20,"Instruction Disc (Lesser Combat Barrier)",83486,1,0,1,1
147933,147933,24,24,"Instruction Disc (Lesser Deflection Shield)",83491,1,0,1,1
147934,147934,30,30,"Instruction Disc (Lesser Deflection Shield (Extended))",144426,1,0,1,1
147935,147935,123,123,"Instruction Disc (Lesser Reflective Field)",144428,1,0,1,1
147936,147936,123,123,"Instruction Disc (Lesser Reflective Field (Extended))",144428,1,0,1,1
147937,147937,63,63,"Instruction Disc (Major Deflection Shield)",144427,1,0,1,1
147938,147938,70,70,"Instruction Disc (Major Deflection Shield (Extended))",144427,1,0,1,1
147939,147939,136,136,"Instruction Disc (Major Reflective Field)",144430,1,0,1,1
147940,147940,139,139,"Instruction Disc (Major Reflective Field (Extended))",144430,1,0,1,1
147941,147941,14,14,"Instruction Disc (Minor Absorption Shield)",83486,1,0,1,1
147942,147942,4,4,"Instruction Disc (Minor Combat Barrier)",83486,1,0,1,1
147943,147943,14,14,"Instruction Disc (Minor Deflection Shield)",83491,1,0,1,1
147944,147944,17,17,"Instruction Disc (Minor Deflection Shield (Extended))",83491,1,0,1,1
147945,147945,113,113,"Instruction Disc (Minor Reflective Field)",144428,1,0,1,1
147946,147946,119,119,"Instruction Disc (Minor Reflective Field (Extended))",144428,1,0,1,1
147947,147947,156,156,"Instruction Disc (Offensive Steamroller)",83344,1,0,1,1
147948,147948,76,76,"Instruction Disc (One-More-Hit Healing)",83407,1,0,1,1
147949,147949,152,152,"Instruction Disc (Only You, Only Me)",83385,1,0,1,1
147950,147950,1,1,"Instruction Disc (Partial Deflection Shield)",83491,1,0,1,1
147951,147951,7,7,"Instruction Disc (Partial Deflection Shield (Extended))",83491,1,0,1,1
147952,147952,96,96,"Instruction Disc (Partial Reflective Field)",144427,1,0,1,1
147953,147953,99,99,"Instruction Disc (Partial Reflective Field (Extended))",144428,1,0,1,1
147954,147954,142,142,"Instruction Disc (Perfected Absorption Shield)",144423,1,0,1,1
147955,147955,139,139,"Instruction Disc (Perfected Combat Barrier)",144423,1,0,1,1
147956,147956,57,57,"Instruction Disc (Persistent Damage Amplifier)",144462,1,0,1,1
147957,147957,17,17,"Instruction Disc (Persistent Damage Multiplier)",144460,1,0,1,1
147958,147958,24,24,"Instruction Disc (Pistol Mastery)",83474,1,0,1,1
147959,147959,43,43,"Instruction Disc (Precognition)",83391,1,0,1,1
147960,147960,17,17,"Instruction Disc (Quickshot)",83434,1,0,1,1
147961,147961,76,76,"Instruction Disc (Reactive Deflection Shield)",144427,1,0,1,1
147962,147962,83,83,"Instruction Disc (Reactive Deflection Shield (Extended))",144427,1,0,1,1
147963,147963,142,142,"Instruction Disc (Reactive Reflective Field)",144430,1,0,1,1
147964,147964,142,142,"Instruction Disc (Reactive Reflective Field (Extended))",144430,1,0,1,1
147965,147965,126,126,"Instruction Disc (Reflective Field)",144429,1,0,1,1
147966,147966,126,126,"Instruction Disc (Reflective Field (Extended))",144429,1,0,1,1
147967,147967,37,37,"Instruction Disc (Rifle Mastery)",83501,1,0,1,1
147968,147968,126,126,"Instruction Disc (Riot Control)",83353,1,0,1,1
147969,147969,99,99,"Instruction Disc (Superior Absorption Shield)",144421,1,0,1,1
147970,147970,83,83,"Instruction Disc (Superior Combat Barrier)",144421,1,0,1,1
147971,147971,139,139,"Instruction Disc (Survivor's Resilience)",144328,1,0,1,1
147972,147972,113,113,"Instruction Disc (Titan Physique)",144327,1,0,1,1
147973,147973,136,136,"Instruction Disc (Total Focus)",83342,1,0,1,1
147974,147974,10,10,"Instruction Disc (Total Mirror Shield Mk I)",83491,1,0,1,1
147975,147975,27,27,"Instruction Disc (Total Mirror Shield Mk II)",83491,1,0,1,1
147976,147976,47,47,"Instruction Disc (Total Mirror Shield Mk III)",144426,1,0,1,1
147977,147977,60,60,"Instruction Disc (Total Mirror Shield Mk IV)",144426,1,0,1,1
147978,147978,132,132,"Instruction Disc (Total Mirror Shield Mk IX)",144430,1,0,1,1
147979,147979,86,86,"Instruction Disc (Total Mirror Shield Mk V)",144427,1,0,1,1
147980,147980,106,106,"Instruction Disc (Total Mirror Shield Mk VI)",144428,1,0,1,1
147981,147981,126,126,"Instruction Disc (Total Mirror Shield Mk VII)",144429,1,0,1,1
147982,147982,129,129,"Instruction Disc (Total Mirror Shield Mk VIII)",144429,1,0,1,1
147983,147983,146,146,"Instruction Disc (Total Mirror Shield Mk X)",144430,1,0,1,1
147984,147984,63,63,"Instruction Disc (Tough as Nails)",144326,1,0,1,1
147985,147985,74,74,"Instruction Disc (Accomplished Health Haggler)",83411,1,0,1,1
147986,147986,123,123,"Instruction Disc (Advanced Delayed Health Payment)",83412,1,0,1,1
147987,147987,103,103,"Instruction Disc (Advanced Health Freeloader)",144340,1,0,1,1
147988,147988,30,30,"Instruction Disc (Advanced Health Funnel)",144337,1,0,1,1
147989,147989,169,169,"Instruction Disc (Advanced Health Plunder)",144344,1,0,1,1
147990,147990,4,4,"Instruction Disc (Amateur Health Haggler)",83407,1,0,1,1
147991,147991,24,24,"Instruction Disc (Apprentice: Electrical Engineering)",83386,1,0,1,1
147992,147992,27,27,"Instruction Disc (Apprentice: Field Quantum Physics)",83394,1,0,1,1
147993,147993,17,17,"Instruction Disc (Apprentice Health Haggler)",83408,1,0,1,1
147994,147994,30,30,"Instruction Disc (Apprentice: Mechanical Engineering)",83451,1,0,1,1
147995,147995,33,33,"Instruction Disc (Apprentice: Pharmaceuticals)",83473,1,0,1,1
147996,147996,33,33,"Instruction Disc (Apprentice: Weapon Smithing)",83573,1,0,1,1
147997,147997,185,185,"Instruction Disc (Armor Trade-In)",144334,1,0,1,1
147998,147998,7,7,"Instruction Disc (Balanced Striker)",83575,1,0,1,1
147999,147999,97,97,"Instruction Disc (Brain Bender)",83418,1,0,1,1
148000,148000,50,50,"Instruction Disc (Brain Swap)",83417,1,0,1,1
148001,148001,33,33,"Instruction Disc (Bright Shiny Sparkling Thing)",83417,1,0,1,1
148002,148002,96,96,"Instruction Disc (Bulk Trader)",83489,1,0,1,1
148003,148003,34,34,"Instruction Disc (Capable Health Haggler)",83409,1,0,1,1
148004,148004,37,37,"Instruction Disc (Commonplace Delayed Health Payment)",83409,1,0,1,1
148005,148005,176,176,"Instruction Disc (Control Ends and Means)",83420,1,0,1,1
148006,148006,74,74,"Instruction Disc (Deep Thought)",83418,1,0,1,1
148007,148007,70,70,"Instruction Disc (Delayed Health Payment)",83410,1,0,1,1
148008,148008,43,43,"Instruction Disc (Deprive Skills)",301395,1,0,1,1
148009,148009,80,80,"Instruction Disc (Deprive Skills (Advanced))",301395,1,0,1,1
148010,148010,33,33,"Instruction Disc (Deprive Skills (Lesser))",301395,1,0,1,1
148011,148011,24,24,"Instruction Disc (Deprive Skills (Average))",301395,1,0,1,1
148012,148012,57,57,"Instruction Disc (Deprive Skills (Major))",301395,1,0,1,1
148013,148013,14,14,"Instruction Disc (Deprive Skills (Minor))",301395,1,0,1,1
148014,148014,4,4,"Instruction Disc (Deprive Skills (Weak))",301395,1,0,1,1
148015,148015,109,109,"Instruction Disc (Detain Customer)",83422,1,0,1,1
148016,148016,136,136,"Shattered Instruction Disc",300939,1,0,1,1
148017,148017,20,20,"Instruction Disc (Distract with Trinkets)",83417,1,0,1,1
148018,148018,47,47,"Instruction Disc (Distracting Baubles)",83418,1,0,1,1
148019,148019,156,156,"Instruction Disc (Divest Skills)",301395,1,0,1,1
148020,148020,179,179,"Instruction Disc (Divest Skills (Advanced))",301395,1,0,1,1
148021,148021,149,149,"Instruction Disc (Divest Skills (Lesser))",301395,1,0,1,1
148022,148022,132,132,"Instruction Disc (Divest Skills (Average))",301395,1,0,1,1
148023,148023,165,165,"Instruction Disc (Divest Skills (Major))",301395,1,0,1,1
148024,148024,113,113,"Instruction Disc (Divest Skills (Minor))",301395,1,0,1,1
148025,148025,93,93,"Instruction Disc (Divest Skills (Weak))",301395,1,0,1,1
148026,148026,136,136,"Instruction Disc (Draw AC)",144331,1,0,1,1
148027,148027,159,159,"Instruction Disc (Draw AC (Advanced))",144333,1,0,1,1
148028,148028,165,165,"Instruction Disc (Draw AC (Greater))",144333,1,0,1,1
148029,148029,179,179,"Instruction Disc (Draw AC (Invasive))",144334,1,0,1,1
148030,148030,149,149,"Instruction Disc (Draw AC (Major))",144332,1,0,1,1
148031,148031,113,113,"Instruction Disc (Draw AC (Minor))",144331,1,0,1,1
148032,148032,93,93,"Instruction Disc (Draw AC (Weak))",144330,1,0,1,1
148033,148033,99,99,"Instruction Disc (Dubious Accounting)",83487,1,0,1,1
148034,148034,31,31,"Instruction Disc (Elementary Delayed Health Payment)",83408,1,0,1,1
148035,148035,76,76,"Instruction Disc (Embrace of Greed)",83422,1,0,1,1
148036,148036,40,40,"Instruction Disc (Enforced Loan)",83487,1,0,1,1
148037,148037,182,182,"Instruction Disc (Entrepreneurial Thrall)",83424,1,0,1,1
148038,148038,169,169,"Instruction Disc (Exceptional Delayed Health Payment)",83414,1,0,1,1
148039,148039,97,97,"Instruction Disc (Expert Health Haggler)",83412,1,0,1,1
148040,148040,50,50,"Instruction Disc (Extended Line of Credit)",83487,1,0,1,1
148041,148041,8,8,"Instruction Disc (Feeble Delayed Health Payment)",83407,1,0,1,1
148042,148042,126,126,"Instruction Disc (Fine Tuning)",144462,1,0,1,1
148043,148043,132,132,"Instruction Disc (Flow of Time)",83423,1,0,1,1
148044,148044,185,185,"Instruction Disc (Forced Bankruptcy)",83487,1,0,1,1
148045,148045,20,20,"Instruction Disc (Frequent Customer)",83360,1,0,1,1
148046,148046,136,136,"Instruction Disc (Glib Health Haggler)",83413,1,0,1,1
148047,148047,106,106,"Instruction Disc (Glittering Plaything)",83419,1,0,1,1
148048,148048,149,149,"Instruction Disc (Greater Delayed Health Payment)",83413,1,0,1,1
148049,148049,169,169,"Instruction Disc (Greater Detain Customer)",83424,1,0,1,1
148050,148050,149,149,"Instruction Disc (Greater Embrace of Greed)",83423,1,0,1,1
148051,148051,113,113,"Instruction Disc (Greater Health Freeloader)",144341,1,0,1,1
148052,148052,33,33,"Instruction Disc (Greater Health Funnel)",144337,1,0,1,1
148053,148053,175,175,"Instruction Disc (Greater Health Plunder)",144344,1,0,1,1
148054,148054,80,80,"Instruction Disc (Greater Strip Assets)",83487,1,0,1,1
148055,148055,166,166,"Instruction Disc (Grid Gateway)",83565,1,0,1,1
148056,148056,149,149,"Instruction Disc (Guard Convoy)",144463,1,0,1,1
148057,148057,86,86,"Instruction Disc (Health Freeloader)",144340,1,0,1,1
148058,148058,20,20,"Instruction Disc (Health Funnel)",144336,1,0,1,1
148059,148059,159,159,"Instruction Disc (Health Plunder)",144343,1,0,1,1
148060,148060,30,30,"Instruction Disc (Hired Hands)",144460,1,0,1,1
148061,148061,90,90,"Instruction Disc (Hostile Takeover)",83487,1,0,1,1
148062,148062,146,146,"Instruction Disc (Imaginary Distractions)",83419,1,0,1,1
148063,148063,146,146,"Instruction Disc (Impoverish Accounts)",83487,1,0,1,1
148064,148064,123,123,"Instruction Disc (Insolvency)",83487,1,0,1,1
148065,148065,149,149,"Instruction Disc (Irresistible Health Haggler)",83413,1,0,1,1
148066,148066,80,80,"Instruction Disc (Journeyman: Electrical Engineering)",83386,1,0,1,1
148067,148067,80,80,"Instruction Disc (Journeyman: Field Quantum Physics)",83394,1,0,1,1
148068,148068,83,83,"Instruction Disc (Journeyman: Mechanical Engineer)",83451,1,0,1,1
148069,148069,86,86,"Instruction Disc (Journeyman: Pharmaceutical)",83473,1,0,1,1
148070,148070,86,86,"Instruction Disc (Journeyman: Weapon Smithing)",83573,1,0,1,1
148071,148071,24,24,"Instruction Disc (Lend Nano: 100)",83461,1,0,1,1
148072,148072,53,53,"Instruction Disc (Lend Nano: 250)",83461,1,0,1,1
148073,148073,10,10,"Instruction Disc (Lend Nano: 50)",83461,1,0,1,1
148074,148074,116,116,"Instruction Disc (Lend Nano: 500)",83461,1,0,1,1
148075,148075,172,172,"Instruction Disc (Lend Nano: 1000)",83461,1,0,1,1
148076,148076,57,57,"Instruction Disc (Lesser Delayed Health Payment)",83410,1,0,1,1
148077,148077,1,1,"Instruction Disc (Lesser Detain Customer)",83421,1,0,1,1
148078,148078,14,14,"Instruction Disc (Lesser Embrace of Greed)",83421,1,0,1,1
148079,148079,80,80,"Instruction Disc (Lesser Health Freeloader)",144339,1,0,1,1
148080,148080,17,17,"Instruction Disc (Lesser Health Funnel)",144336,1,0,1,1
148081,148081,156,156,"Instruction Disc (Lesser Health Plunder)",144343,1,0,1,1
148082,148082,7,7,"Instruction Disc (Line of Credit)",83487,1,0,1,1
148083,148083,156,156,"Instruction Disc (Liquidation)",83487,1,0,1,1
148084,148084,44,44,"Instruction Disc (Average Delayed Health Payment)",83409,1,0,1,1
148085,148085,70,70,"Instruction Disc (Average Health Freeloader)",144339,1,0,1,1
148086,148086,10,10,"Instruction Disc (Average Health Funnel)",144336,1,0,1,1
148087,148087,149,149,"Instruction Disc (Average Health Plunder)",144342,1,0,1,1
148088,148088,152,152,"Instruction Disc (Maestro: Electrical Engineering)",83386,1,0,1,1
148089,148089,152,152,"Instruction Disc (Maestro: Field Quantum Physics)",83394,1,0,1,1
148090,148090,152,152,"Instruction Disc (Maestro: Mechanical Engineering)",83451,1,0,1,1
148091,148091,156,156,"Instruction Disc (Maestro: Pharmaceutical)",83473,1,0,1,1
148092,148092,156,156,"Instruction Disc (Maestro: Weapon Smithing)",83573,1,0,1,1
148093,148093,189,189,"Instruction Disc (Major Armor Distributor)",144334,1,0,1,1
148094,148094,100,100,"Instruction Disc (Major Delayed Health Payment)",83411,1,0,1,1
148095,148095,93,93,"Instruction Disc (Major Health Freeloader)",144340,1,0,1,1
148096,148096,24,24,"Instruction Disc (Major Health Funnel)",144337,1,0,1,1
148097,148097,162,162,"Instruction Disc (Major Health Plunder)",144343,1,0,1,1
148098,148098,14,14,"Instruction Disc (Margin Call)",83487,1,0,1,1
148099,148099,116,116,"Instruction Disc (Masterly Health Haggler)",83412,1,0,1,1
148100,148100,34,34,"Instruction Disc (Mental Switcheroo)",83417,1,0,1,1
148101,148101,21,21,"Instruction Disc (Minor Delayed Health Payment)",83408,1,0,1,1
148102,148102,60,60,"Instruction Disc (Minor Health Freeloader)",144339,1,0,1,1
148103,148103,7,7,"Instruction Disc (Minor Health Funnel)",144335,1,0,1,1
148104,148104,146,146,"Instruction Disc (Minor Health Plunder)",144342,1,0,1,1
148105,148105,186,186,"Instruction Disc (My Brain For Your Brain)",83420,1,0,1,1
148106,148106,11,11,"Instruction Disc (Novice Health Haggler)",83407,1,0,1,1
148107,148107,24,24,"Instruction Disc (Overdraught)",83487,1,0,1,1
148108,148108,14,14,"Instruction Disc (Patchy Delayed Health Payment)",83407,1,0,1,1
148109,148109,50,50,"Instruction Disc (Patchy Health Freeloader)",144338,1,0,1,1
148110,148110,4,4,"Instruction Disc (Patchy Health Funnel)",144335,1,0,1,1
148111,148111,142,142,"Instruction Disc (Patchy Health Plunder)",144342,1,0,1,1
148112,148112,185,185,"Instruction Disc (Pawnbroker's Armor)",144334,1,0,1,1
148113,148113,169,169,"Instruction Disc (Pay the Pauper)",83487,1,0,1,1
148114,148114,100,100,"Instruction Disc (Personal Grid Beacon)",83565,1,0,1,1
148115,148115,162,162,"Instruction Disc (Plunder Skills)",301396,1,0,1,1
148116,148116,185,185,"Instruction Disc (Plunder Skills (Advanced))",301396,1,0,1,1
148117,148117,152,152,"Instruction Disc (Plunder Skills (Lesser))",301396,1,0,1,1
148118,148118,146,146,"Instruction Disc (Plunder Skills (Average))",301396,1,0,1,1
148119,148119,172,172,"Instruction Disc (Plunder Skills (Major))",301396,1,0,1,1
148120,148120,123,123,"Instruction Disc (Plunder Skills (Minor))",301396,1,0,1,1
148121,148121,103,103,"Instruction Disc (Plunder Skills (Weak))",301396,1,0,1,1
148122,148122,27,27,"Instruction Disc (Practiced Health Haggler)",83408,1,0,1,1
148123,148123,159,159,"Instruction Disc (Preeminent Health Haggler)",83414,1,0,1,1
148124,148124,182,182,"Instruction Disc (Premium Delayed Health Payment)",83414,1,0,1,1
148125,148125,87,87,"Instruction Disc (Professional Health Haggler)",83411,1,0,1,1
148126,148126,41,41,"Instruction Disc (Proficient Health Haggler)",83409,1,0,1,1
148127,148127,159,159,"Instruction Disc (Profit Preoccupation)",83423,1,0,1,1
148128,148128,37,37,"Instruction Disc (Profiteer's Grip)",83421,1,0,1,1
148129,148129,17,17,"Instruction Disc (Project Thought Patterns)",83417,1,0,1,1
148130,148130,83,83,"Instruction Disc (Pyramid Marketing)",83422,1,0,1,1
148131,148131,87,87,"Instruction Disc (Quality Delayed Health Payment)",83411,1,0,1,1
148132,148132,139,139,"Instruction Disc (Quantum Uncertainty)",83391,1,0,1,1
148133,148133,50,50,"Instruction Disc (Ransack Skills)",301396,1,0,1,1
148134,148134,86,86,"Instruction Disc (Ransack Skills (Advanced))",301396,1,0,1,1
148135,148135,40,40,"Instruction Disc (Ransack Skills (Lesser))",301396,1,0,1,1
148136,148136,30,30,"Instruction Disc (Ransack Skills (Average))",301396,1,0,1,1
148137,148137,70,70,"Instruction Disc (Ransack Skills (Major))",301396,1,0,1,1
148138,148138,20,20,"Instruction Disc (Ransack Skills (Minor))",301396,1,0,1,1
148139,148139,10,10,"Instruction Disc (Ransack Skills (Weak))",301396,1,0,1,1
148140,148140,149,149,"Instruction Disc (Redeem AC)",144331,1,0,1,1
148141,148141,165,165,"Instruction Disc (Redeem AC (Advanced))",144332,1,0,1,1
