# Version: 18.08.54.01
id,nano_id,disc_id,use_id,name,ncu,nanocost,school,strain,duration,attack,recharge,range,initskill,froob_friendly
152222,0,0,,"Bone Spray",999,0,5,0,12000,1,1,1,0,1
152223,0,0,,"Bone Spray",999,0,5,0,12000,1,1,1,0,1
152224,0,0,,"Leg-chopper's Presence",999,0,5,0,3000,1,1,1,0,1
152225,0,0,,"Leg Chop",999,0,1,0,2800,1,1,1,0,1
152418,152419,0,,Imprisoned,500,1,5,0,180000,100,100,100,0,1
152481,0,0,,"Driller Micro-Droids",999,0,5,0,0,1,1,1,0,1
152482,0,0,,"Biotoxin Cloud",999,0,5,0,3300,1,1,1,0,1
152483,0,0,,"Biotoxin Cloud",999,0,5,0,0,1,1,1,0,1
152484,0,0,,"Vermin Malaise",999,0,5,0,4500,1,1,1,0,1
152485,0,0,,"Vermin Malaise",999,0,5,0,0,1,1,1,0,1
152486,0,0,,"Driller Micro-Droids",999,0,5,0,3300,1,1,1,0,1
152487,0,0,,"Microfiber Tendrils",999,0,5,0,20000,1,1,1,0,1
152488,0,0,,"Explosive Projectile",999,0,1,0,0,1,1,1,0,1
152489,0,0,,"Microfiber Tendrils",999,0,5,0,0,1,1,1,0,1
152490,0,0,,"Electrical Discharge",999,0,1,0,0,1,1,1,0,1
152491,0,0,,"Shrapnel Spray",999,0,1,0,0,1,1,1,0,1
152503,0,0,,"Energized Pulse",999,0,1,0,0,1,1,1,0,1
152522,152531,0,,"Soul of Malevolence",44,120,2,226,6000,470,250,1,0,1
152523,152527,0,,"Bio-Mirror Shielding",35,247,3,0,90000,300,250,1,0,1
152524,152528,0,,"Grow Spiny Carapace",35,387,3,0,90000,560,278,1,0,1
152525,152529,0,,"Frenzied Soul From The Pit",45,120,2,226,3000,470,250,1,0,1
152526,152530,0,,"Fleshy Shielding",35,226,3,0,45000,590,375,1,0,1
152539,0,0,,Imprisoned,500,0,5,0,180000,1,1,1,0,1
152540,152541,0,,"Remove Imprisonment",500,1,4,0,0,100,100,100,0,1
152553,0,0,,"Remove Imprisonment",500,1,4,0,0,1,1,100,0,1
152789,152802,0,,"Fragment of Sanity",1,1,5,0,0,500,100,1,0,1
152790,0,0,,"Summon Figment of Imagination",1,1,5,0,0,500,100,1,0,1
152791,0,0,,"Summon Figment of Imagination",1,1,5,0,0,500,100,1,0,1
152800,152801,0,,"Figment of Imagination",1,1,5,0,0,500,100,1,0,1
152828,0,0,,"Harmonized Interference Field",39,0,4,0,7500,1,1,30,0,1
152829,152843,0,,"Harmonized Interference Field",39,140,4,0,0,600,300,30,0,1
152830,152844,0,,"Disruption Cocoon",39,110,3,0,9000,400,300,30,0,1
152831,152842,0,,"Nanobot Calling",39,60,1,0,0,300,200,30,0,1
152832,0,0,,"Nanobot Calling",39,0,1,0,0,1,1,30,0,1
152833,152839,0,,"Subvert Nanobots",39,130,1,0,3000,300,200,30,0,1
152834,152841,0,,"Nanobot Armageddon",39,404,1,0,0,850,332,30,0,1
152835,0,0,,"Nanobot Armageddon",39,0,1,0,0,1,1,30,0,1
152836,152846,0,,"Destabilize Breed DNA Sequence",39,147,1,0,0,326,132,30,0,1
152837,152845,0,,"Expunge Humanity",39,296,1,0,0,759,310,30,0,1
152838,152840,0,,"Magnified Psychic Hammer",39,243,1,0,0,526,232,30,0,1
154171,0,0,,"Burning Nightmare",12,0,1,0,1600,1,1,1,0,1
154172,154173,0,,"Burning Nightmare",12,22,1,0,0,320,120,25,0,1
154174,154175,0,,"Relapse Into Childhood Terror",12,25,1,0,300,320,120,25,0,1
154355,0,0,,"Cornea Rebuilding",999,0,5,0,3000,1,1,1,0,1
154535,0,154616,,"Sympathetic Reactive Cocoon",0,0,3,231,2200,0,0,40,0,1
154536,0,154615,,"Sympathetic Reactive Field",3,0,3,231,2200,0,0,40,0,1
154537,0,154620,,"Sympathetic Harmonic Cocoon",0,0,3,231,2200,0,0,40,0,1
154538,0,154619,,"Sympathetic Harmonic Field",0,0,3,231,2200,0,0,40,0,1
154539,0,154618,,"Sympathetic Plasma Shielding",0,0,3,230,2200,0,0,40,0,1
154540,0,154624,,"Sympathetic Energy Cocoon",0,0,3,230,2200,0,0,40,0,1
154541,0,154614,,"Sympathetic Retaliatory Barrier",0,0,3,230,2200,0,0,40,0,1
154542,0,154623,,"Sympathetic Entropy Infusion",0,0,5,229,2200,0,0,40,0,1
154543,0,154626,,"Sympathetic Arms Enhancement",0,0,5,229,2200,0,0,40,0,1
154544,0,154621,,"Sympathetic Fortress Screen",0,0,3,228,2200,0,0,40,0,1
154545,0,154622,,"Sympathetic Force Field",0,0,3,228,2200,0,0,40,0,1
154546,0,154625,,"Sympathetic Defensive Screen",0,0,3,228,2200,0,0,40,0,1
154547,0,154617,,"Sympathetic Protective Field",0,0,3,228,2200,0,0,40,0,1
154548,0,154613,,"Sympathetic Shielding Barrier",0,0,3,228,2200,0,0,40,0,1
154549,0,154627,,"Sympathetic Armor Boost",0,0,3,228,2200,0,0,40,0,1
154550,154576,154616,,"Sympathetic Reactive Cocoon",57,527,3,227,1440000,700,100,1,0,1
154551,154575,154615,,"Sympathetic Reactive Field",49,440,3,227,1440000,700,100,1,0,1
154552,154580,154620,,"Sympathetic Harmonic Cocoon",36,319,3,227,1440000,600,100,1,0,1
154553,154579,154619,,"Sympathetic Harmonic Field",28,247,3,227,1440000,600,100,1,0,1
154557,154578,154618,,"Sympathetic Plasma Shielding",58,700,3,227,1440000,400,100,1,0,1
154558,154584,154624,,"Sympathetic Energy Cocoon",47,524,3,227,1440000,750,100,1,0,1
154559,154574,154614,,"Sympathetic Retaliatory Barrier",29,306,3,227,1440000,700,100,1,0,1
154560,154583,154623,,"Sympathetic Entropy Infusion",54,497,5,227,1440000,500,100,1,0,1
154561,154586,154626,,"Sympathetic Arms Enhancement",25,281,5,227,1440000,400,100,1,0,1
154562,154581,154621,,"Sympathetic Fortress Screen",58,1097,3,227,1440000,400,100,1,0,1
154563,154582,154622,,"Sympathetic Force Field",50,908,3,227,1440000,400,100,1,0,1
154564,154585,154625,,"Sympathetic Defensive Screen",45,745,3,227,1440000,380,100,1,0,1
154565,154577,154617,,"Sympathetic Protective Field",30,543,3,227,1440000,380,100,1,0,1
154566,154573,154613,,"Sympathetic Shielding Barrier",22,398,3,227,1440000,350,100,1,0,1
154567,154587,154627,,"Sympathetic Armor Boost",11,217,3,227,1440000,350,100,1,0,1
154701,0,154758,,"Disruptive Void Projector",50,0,5,13,2200,0,0,1,0,1
154702,0,154764,,"Disruptive Photon Annihilator",45,0,5,13,2200,0,0,1,0,1
154703,0,154762,,"Disruptive Photon Devourer",36,0,5,13,2200,0,0,1,0,1
154704,0,154765,,"Disruptive Photon Absorber",25,0,5,13,2200,0,0,1,0,1
154705,0,154763,,"Disruptive Photon Deflector",12,0,5,13,2200,0,0,1,0,1
154706,0,154760,,"Disruptive Retributive Negator",55,0,3,236,2200,0,0,1,0,1
154707,0,154761,,"Disruptive Retaliatory Negator",46,0,3,236,2200,0,0,1,0,1
154708,0,154770,,"Disruptive Barrier Negator",34,0,3,236,2200,0,0,1,0,1
154709,0,154759,,"Disruptive Shielding Negator",17,0,3,236,2200,0,0,1,0,1
154710,0,154767,,"Disruptive Field Negator",5,0,3,236,2200,0,0,1,0,1
154711,0,154757,,"Null Space Disruptor",57,0,3,236,2200,1,1,1,0,1
154712,0,154766,,"Disruptive Phase Harmonics",47,0,3,236,2200,0,0,1,0,1
154713,0,154769,,"Disruptive Cocoon Harmonics",32,0,3,236,2200,0,0,1,0,1
154714,0,154768,,"Disruptive Field Harmonics",12,0,3,236,2200,0,0,1,0,1
154715,154730,154758,,"Disruptive Void Projector",51,475,5,236,1440000,400,800,1,0,1
154716,154736,154764,,"Disruptive Photon Annihilator",46,397,5,236,1440000,400,800,1,0,1
154717,154734,154762,,"Disruptive Photon Devourer",37,311,5,236,1440000,400,800,1,0,1
154718,154737,154765,,"Disruptive Photon Absorber",26,202,5,236,1440000,400,800,1,0,1
154719,154735,154763,,"Disruptive Photon Deflector",13,106,5,236,1440000,400,800,1,0,1
154720,154732,154760,,"Disruptive Retributive Negator",56,659,3,236,1440000,800,400,1,0,1
154721,154733,154761,,"Disruptive Retaliatory Negator",47,540,3,236,1440000,700,400,1,0,1
154722,154742,154770,,"Disruptive Barrier Negator",35,395,3,236,1440000,700,400,1,0,1
154723,154731,154759,,"Disruptive Shielding Negator",18,210,3,236,1440000,600,400,1,0,1
154724,154739,154767,,"Disruptive Field Negator",6,78,3,236,1440000,600,400,1,0,1
154725,154729,154757,,"Null Space Disruptor",58,665,3,236,1440000,700,400,1,0,1
154726,154738,154766,,"Disruptive Phase Harmonics",48,535,3,236,1440000,700,400,1,0,1
154727,154741,154769,,"Disruptive Cocoon Harmonics",33,365,3,236,1440000,600,400,1,0,1
154728,154740,154768,,"Disruptive Field Harmonics",13,141,3,236,1440000,600,400,1,0,1
154854,0,0,,Poisoned,999,0,1,0,2600,1,1,1,0,1
154855,0,0,,Poisoned,999,0,1,0,2600,1,1,1,0,1
154856,0,0,,Poisoned,999,0,1,0,2600,1,1,1,0,1
154857,0,0,,Poisoned,999,0,1,0,2600,1,1,1,0,1
154858,0,0,,Poisoned,999,0,1,0,1800,1,1,1,0,1
154859,0,0,,Poisoned,999,0,1,0,1800,1,1,1,0,1
154860,0,0,,Poisoned,999,0,1,0,1800,1,1,1,0,1
154861,0,0,,Poisoned,999,0,1,0,1800,1,1,1,0,1
154913,154916,154920,,"Team Beacon Warp",49,2382,5,293,0,3000,500,1,0,1
154914,154915,154919,,"Beacon Warp",28,881,5,293,0,2000,500,1,0,1
154968,154999,155034,,"Creation: Belthior's Flame Ward",62,1370,5,0,0,4000,500,1,0,1
154969,154994,155020,,"Creation: Living Shield of Evernan",47,1089,5,0,0,4000,500,1,0,1
154970,154987,0,,"Creation: Vital Buckler",24,542,5,0,0,4000,500,1,0,1
154971,154985,155026,,"Creation: Shield of Asmodian",86,1708,5,0,0,4000,500,1,0,1
154972,154997,155032,,"Creation: Death Ward",76,1520,5,0,0,4000,500,1,0,1
154973,154990,155025,,"Creation: Solar Guard",36,807,5,0,0,4000,500,1,0,1
154974,154993,155028,,"Creation: Mocham's Guard",78,1588,5,0,0,4000,500,1,0,1
154975,154986,155021,,"Creation: Wave Breaker",54,1268,5,0,0,4000,500,1,0,1
154976,154992,155027,,"Creation: Notum Defender",29,686,5,0,0,4000,500,1,0,1
154977,154996,155031,,"Creation: Gold Acantophis",81,1632,5,0,0,4000,500,1,0,1
154978,154998,155033,,"Creation: Bitis Striker",58,1314,5,0,0,4000,500,1,0,1
154979,154995,155030,,"Creation: Coplan's Hand Taipan",38,858,5,0,0,4000,500,1,0,1
154980,154989,155024,,"Creation: The Crotalus",20,431,5,0,0,4000,500,1,0,1
154981,155000,155035,,"Creation: Azure Cobra of Orma",86,1702,5,0,0,4000,500,1,0,1
154982,154991,155029,,"Creation: Wixel's Notum Python",68,1435,5,0,0,4000,500,1,0,1
154983,155001,155036,,"Creation: Asp of Semol",50,1167,5,0,0,4000,500,1,0,1
154984,154988,155023,,"Creation: Viper Staff",27,625,5,0,0,4000,500,1,0,1
155074,0,0,,"Burnt-out Armor",998,0,3,294,2000,0,0,1,0,1
155075,0,0,,"Burnt-out Armor",999,0,3,294,2800,0,0,1,0,1
155076,0,0,,"Bone fragments",999,0,1,0,3600,1,1,1,0,1
155186,155190,155198,,"Summon Grid Armor Mk I",19,848,5,1036,0,100,100,1,0,1
155187,155191,155199,,"Summon Grid Armor Mk III",36,1504,5,1036,0,100,100,1,0,1
155188,155192,155200,,"Summon Grid Armor Mk II",29,1230,5,1036,0,100,100,1,0,1
155189,155193,155201,,"Summon Grid Armor Mk IV",43,1887,5,1036,0,100,100,1,0,1
155330,155360,155423,,"Smuggler Shipment (OP-CC)",37,278,5,0,0,400,250,1,0,1
155331,155361,155424,,"Smuggler Shipment (OP-CLXXX)",35,256,5,0,0,400,250,1,0,1
155332,155362,155425,,"Smuggler Shipment (OP-CLX)",33,235,5,0,0,500,250,1,0,1
155333,155363,155426,,"Smuggler Shipment (OP-CXL)",32,217,5,0,0,500,250,1,0,1
155334,155364,155427,,"Smuggler Shipment (OP-CXX)",28,188,5,0,0,600,250,1,0,1
155335,155365,155428,,"Smuggler Shipment (OP-C)",22,152,5,0,0,600,300,1,0,1
155336,155366,155429,,"Smuggler Shipment (OP-LXXX)",17,119,5,0,0,700,300,1,0,1
155337,155367,155430,,"Smuggler Shipment (OP-LX)",11,83,5,0,0,700,300,1,0,1
155338,155368,155431,,"Smuggler Shipment (OP-XL)",8,53,5,0,0,800,300,1,0,1
155339,155369,155432,,"Smuggler Shipment (OP-XX)",3,23,5,0,0,800,300,1,0,1
155340,155380,155443,,"Bootleg Beamers 'n Bolters (OP-CC)",37,247,5,0,0,400,250,1,0,1
155341,155384,155444,,"Bootleg Beamers 'n Bolters (OP-CLXXX)",35,228,5,0,0,400,250,1,0,1
155342,155385,155445,,"Bootleg Beamers 'n Bolters (OP-CLX)",33,209,5,0,0,500,250,1,0,1
155343,155386,155446,,"Bootleg Beamers 'n Bolters (OP-CXL)",32,192,5,0,0,500,250,1,0,1
155344,155387,155447,,"Bootleg Beamers 'n Bolters (OP-CXX)",28,167,5,0,0,600,250,1,0,1
155345,155388,155448,,"Bootleg Beamers 'n Bolters (OP-C)",21,135,5,0,0,600,300,1,0,1
155346,155389,155449,,"Bootleg Beamers 'n Bolters (OP-LXXX)",17,105,5,0,0,700,300,1,0,1
155347,155390,155450,,"Bootleg Beamers 'n Bolters (OP-LX)",11,74,5,0,0,700,300,1,0,1
155348,155391,155451,,"Bootleg Beamers 'n Bolters (OP-XL)",7,47,5,0,0,800,300,1,0,1
155349,155392,155452,,"Bootleg Beamers 'n Bolters (OP-XX)",3,20,5,0,0,800,300,1,0,1
155350,155370,155433,,"Bootleg Blades 'n Blunts (OP-CC)",37,247,5,0,0,400,250,1,0,1
155351,155371,155434,,"Bootleg Blades 'n Blunts (OP-CLXXX)",35,228,5,0,0,400,250,1,0,1
155352,155372,155435,,"Bootleg Blades 'n Blunts (OP-CLX)",33,209,5,0,0,500,250,1,0,1
155353,155373,155436,,"Bootleg Blades 'n Blunts (OP-CXL)",32,192,5,0,0,500,250,1,0,1
155354,155374,155437,,"Bootleg Blades 'n Blunts (OP-CXX)",28,167,5,0,0,600,250,1,0,1
155355,155375,155438,,"Bootleg Blades 'n Blunts (OP-C)",21,135,5,0,0,600,300,1,0,1
155356,155376,155439,,"Bootleg Blades 'n Blunts (OP-LXXX)",17,105,5,0,0,700,300,1,0,1
155357,155377,155440,,"Bootleg Blades 'n Blunts (OP-LX)",11,74,5,0,0,700,300,1,0,1
155358,155378,155441,,"Bootleg Blades 'n Blunts (OP-XL)",7,47,5,0,0,800,300,1,0,1
155359,155379,155442,,"Bootleg Blades 'n Blunts (OP-XX)",3,20,5,0,0,800,300,1,0,1
155577,155578,155580,,Contemplation,58,256,1,147,69300,520,260,22,0,1
155615,155618,155624,,"Mud Slinger",1,253,4,232,1440000,600,300,20,0,1
155616,155619,155625,,"Defamation 101",2,687,4,232,1440000,600,300,20,0,1
155617,155620,155626,,"Character Assassin",3,959,4,232,1440000,600,300,20,0,1
155702,0,0,,"Suppressive Burst",999,0,5,0,400,1,1,5,0,1
155706,0,0,,"Suppressive Burst",999,0,5,0,0,1,1,15,0,1
155745,0,0,155779,"Light Deflection Shield",1,0,5,0,4000,1,1,1,0,1
155800,0,155822,,"Motivational Speech: Heroic Measures",0,0,4,234,2200,0,0,40,0,1
155801,0,155820,,"Motivational Speech: Bravery Overcomes",0,0,4,234,2200,0,0,40,0,1
155802,0,155824,,"Motivational Speech: Triumphant Pose",0,0,4,234,2200,0,0,40,0,1
155803,0,155823,,"Motivational Speech: Glorious Leader",0,0,4,234,2200,0,0,40,0,1
155804,0,155821,,"Motivational Speech: Lead From The Front",0,0,4,234,2200,0,0,40,0,1
155805,155814,155824,,"Motivational Speech: Triumphant Pose",40,527,4,233,1440000,600,100,1,0,1
155806,155813,155823,,"Motivational Speech: Glorious Leader",48,649,4,233,1440000,600,100,1,0,1
155807,155812,155822,,"Motivational Speech: Heroic Measures",57,783,4,233,1440000,600,100,1,0,1
155808,155811,155821,,"Motivational Speech: Lead From The Front",12,167,4,233,1440000,600,100,1,0,1
155809,155810,155820,,"Motivational Speech: Bravery Overcomes",26,342,4,233,1440000,600,100,1,0,1
156117,156133,156164,,"Supreme Distracting Sphere",8,71,5,1017,0,100,100,1,0,1
156118,156139,156170,,"Summoning of Confane",51,473,5,1017,0,100,100,1,0,1
156119,156137,156168,,"Summoning of Distral",49,441,5,1017,0,100,100,1,0,1
156120,156136,156167,,"Summoning of Duoco",47,414,5,1017,0,100,100,1,0,1
156121,156138,156169,,"Summoning of Demenus",37,327,5,1017,0,100,100,1,0,1
156122,156135,156166,,"Summoning of Ignatus Mind-Clouder",31,280,5,1017,0,100,100,1,0,1
156123,156132,156163,,"Deranged Mindreaver",13,125,5,1017,0,100,100,1,0,1
156124,156146,156177,,"Distracting Sphere",4,41,5,1017,0,100,100,1,0,1
156125,156145,156176,,"Greater Deranged Mindreaver",16,152,5,1017,0,100,100,1,0,1
156126,156144,156175,,"Greater Distracting Sphere",6,56,5,1017,0,100,100,1,0,1
156127,156143,156174,,"Lesser Deranged Mindreaver",11,104,5,1017,0,100,100,1,0,1
156128,156142,156173,,"Lesser Distracting Sphere",2,24,5,1017,0,100,100,1,0,1
156129,156141,156172,,"Summoning of Absuum",26,230,5,1017,0,100,100,1,0,1
156130,156134,156165,,"Supreme Deranged Mindreaver",21,190,5,1017,0,100,100,1,0,1
156131,156140,156171,,"Summoning of Balbuto the Gibberer",54,505,5,1017,0,100,100,1,0,1
156252,159005,0,,Explosion,999,0,1,0,0,1,1,1,0,1
156253,159004,0,,Explosion,999,0,1,0,0,1,1,1,0,1
156255,156257,0,,"Emergency XP Loss Reducer: 30",15,116,2,0,2500,200,250,16,0,1
156284,156287,0,,"Does Nothing 1",13,444,5,0,0,900,300,2,0,1
156285,156286,0,,"Does nothing 2",43,1284,5,0,0,900,300,2,0,1
156572,0,0,156576,"Assault Screen",1,0,3,0,1500,1,1,1,0,1
156589,0,0,156592,"Terrifying Mind Pulse",999,0,1,0,2700,1,1,20,0,1
156727,0,0,,"Flashpoint Burn",999,0,1,0,0,1,1,1,0,1
156728,0,0,,"Energy Burn",999,0,1,0,0,1,1,1,0,1
157052,0,0,157244,Suppression,999,0,2,0,2000,1,1,1,0,1
157053,0,0,157257,"Hercules' Booster",1,0,2,0,180000,1,1,1,0,1
157054,0,0,157124,"Alice's Enlargement",1,0,2,0,30000,1,1,1,0,1
157055,0,0,157125,"Alice's Reduction",1,0,2,0,30000,1,1,1,0,1
157056,0,0,157077,"Deadeye Amplifier",1,0,2,0,120000,1,1,1,0,1
157057,0,0,157083,"Health Seep",1,0,2,0,120000,1,1,1,0,1
157058,0,0,157245,"Lower Gravity",999,0,2,0,120000,1,1,1,0,1
157059,0,0,157084,"Nano Notum Wax",999,0,2,0,120000,1,1,1,0,1
157060,0,0,157258,"Einstein's Booster",1,0,2,0,180000,1,1,1,0,1
157129,0,0,157243,"Resist Environments",1,0,3,0,120000,1,1,1,0,1
157439,0,146808,,"Team Free Movement",14,0,4,150,1440000,1,1,1,0,1
157445,0,146813,,"Team Terrain Knowledge",4,0,4,150,1440000,1,1,1,0,1
157490,0,0,43553,"Stationary Surgery Clinic Effect",999,0,5,0,90000,0,0,1,0,1
157493,0,157574,,"Motivational Speech: Opportunity Knocks",0,0,4,182,2200,0,0,40,0,1
157494,0,157577,,"Motivational Speech: Implement Through Iteration",0,0,4,237,2200,0,0,40,0,1
157495,0,0,,"Motivational Speech: Organizational Opportunities",0,0,4,237,2200,0,0,40,0,1
157496,0,157575,,"Motivational Speech: Only the Paranoid Will Survive!",0,0,4,237,2200,0,0,40,0,1
157497,0,157578,,"Motivational Speech: Assassin's Focus",0,0,4,182,2200,0,0,40,0,1
157498,0,157576,,"Motivational Speech: Improvise and Adapt",0,0,4,237,2200,0,0,40,0,1
157499,157537,157574,,"Motivational Speech: Opportunity Knocks",27,364,4,233,1440000,600,100,1,0,1
157500,157540,157577,,"Motivational Speech: Implement Through Iteration",46,616,4,233,1440000,600,100,1,0,1
157501,157553,0,,"Motivational Speech: Organizational Opportunities",30,403,4,233,1440000,600,100,1,0,1
157502,157538,157575,,"Motivational Speech: Only the Paranoid Will Survive!",16,217,4,233,1440000,600,100,1,0,1
157503,157541,157578,,"Motivational Speech: Assassin's Focus",48,640,4,233,1440000,600,100,1,0,1
157504,157539,157576,,"Motivational Speech: Improvise and Adapt",46,616,4,233,1440000,600,100,1,0,1
157512,0,157585,,"Demotivational Speech: Let's Make a Committee",13,0,4,238,2200,0,0,1,0,1
157513,0,157580,,"Demotivational Speech: Swapdisk Mayhem",48,0,4,238,0,0,0,1,0,1
157514,0,157581,,"Demotivational Speech: Surge in the System",38,0,4,238,0,0,0,1,0,1
157515,0,157589,,"Demotivational Speech: Administrative Error",25,0,4,238,0,0,0,1,0,1
157516,0,157587,,"Demotivational Speech: Factory Recall",10,0,4,238,0,0,0,1,0,1
157517,0,157588,,"Demotivational Speech: Certainty of Defeat",54,0,4,238,2200,0,0,1,0,1
157518,0,157573,,"Demotivational Speech: 10 Thumbs",34,0,4,238,2200,0,0,1,0,1
157519,0,157586,,"Demotivational Speech: Fumble Fingers",6,0,4,238,2200,0,0,1,0,1
157520,0,157584,,"Demotivational Speech: Mourner's March",56,0,4,238,2200,0,0,1,0,1
157521,0,157579,,"Demotivational Speech: Who Writes the Minutes?",46,0,4,238,2200,0,0,1,0,1
157522,0,157583,,"Demotivational Speech: That is not on the Agenda",30,0,4,238,2200,0,0,1,0,1
157523,0,157582,,"Demotivational Speech: Retreat to Glory",55,0,4,238,0,0,0,1,0,1
157524,157545,157582,,"Demotivational Speech: Retreat to Glory",56,538,4,238,1440000,500,500,1,0,1
157525,157546,157583,,"Demotivational Speech: That is not on the Agenda",31,288,4,238,1440000,500,500,1,0,1
157526,157542,157579,,"Demotivational Speech: Who Writes the Minutes?",47,438,4,238,1440000,500,500,1,0,1
157527,157547,157584,,"Demotivational Speech: Mourner's March",57,549,4,238,1440000,500,500,1,0,1
157528,157549,157586,,"Demotivational Speech: Fumble Fingers",7,69,4,238,1440000,500,500,1,0,1
157529,157536,157573,,"Demotivational Speech: 10 Thumbs",35,321,4,238,1440000,500,500,1,0,1
157530,157551,157588,,"Demotivational Speech: Certainty of Defeat",55,524,4,238,1440000,500,500,1,0,1
157531,157550,157587,,"Demotivational Speech: Factory Recall",11,104,4,238,1440000,500,500,1,0,1
157532,157552,157589,,"Demotivational Speech: Administrative Error",26,245,4,238,1440000,500,500,1,0,1
157533,157544,157581,,"Demotivational Speech: Surge in the System",39,355,4,238,1440000,500,500,1,0,1
157534,157543,157580,,"Demotivational Speech: Swapdisk Mayhem",49,461,4,238,1440000,500,500,1,0,1
157535,157548,157585,,"Demotivational Speech: Let's Make a Committee",14,129,4,238,1440000,500,500,1,0,1
157742,0,0,,"Nano skills inoperative",999,0,4,0,2000,0,0,0,0,1
157743,0,0,,"Nano skills inoperative",999,0,4,0,1500,0,0,0,0,1
157987,0,0,,Immolation,999,0,1,0,1800,1,1,1,0,1
157989,157993,0,,"Fiery Breath",1,1,1,0,0,450,500,30,0,1
157990,0,0,,"Fiery Breath",999,0,1,0,0,1,1,1,0,1
157991,0,0,,"Fiery Breath",999,0,1,0,0,1,1,1,0,1
158007,158008,0,,"Fiery Breath",1,1,1,0,0,450,500,40,0,1
158010,0,0,,Stunned,998,0,5,0,400,1,1,1,0,1
158011,0,0,,"Bite of the Tarasque",998,0,5,0,3600,1,1,1,0,1
158012,0,0,,Stunned,998,0,5,0,700,1,1,1,0,1
158016,158017,0,,"Hatch Mantis",1,1,5,0,0,1000,300,1,0,1
158074,0,0,,"Acid Spray",999,0,1,0,0,1,1,1,0,1
158075,0,0,,"Thorax Buzz",999,0,5,0,0,1,1,20,0,1
158077,0,0,,"Acid Spray",999,0,5,0,0,1,1,20,0,1
158078,0,0,,"Thorax Buzz",999,0,5,0,3000,1,1,1,0,1
158197,0,0,,Stunned,999,0,5,0,0,1,1,10,0,1
158198,0,0,,Stunned,999,0,5,0,450,1,1,1,0,1
158199,0,0,,Enslaved,999,0,5,0,4500,1,1,10,0,1
158317,0,0,,"Ghasap's Grasp",999,0,5,0,2100,1,1,1,0,1
158318,0,0,,"Ghasap's Grasp",999,0,5,0,0,1,1,20,0,1
158506,0,147864,,Shockball,5,0,1,801,0,1,1,25,0,1
158507,0,147668,,"Barrage of Fire",34,0,1,801,0,1,1,25,0,1
158508,0,147894,,"Volcanic Eruption",56,0,1,801,0,1,1,20,0,1
158509,0,147888,,Tremor,54,0,1,801,0,1,1,10,0,1
158510,0,147887,,"Toxic Spill",41,0,1,801,0,1,1,25,0,1
158511,0,147867,,"Shrapnel Burst",38,0,1,801,0,1,1,25,0,1
158512,0,147854,,"Radiation Pulse",2,0,1,801,0,1,1,25,0,1
158513,0,147847,,"Plasma Swirl",24,0,1,801,0,1,1,25,0,1
158514,0,147820,,"Mild Toxic Spill",12,0,1,801,0,1,1,25,0,1
158515,0,147805,,"Limited Shrapnel Spray",26,0,1,801,0,1,1,25,0,1
158516,0,147796,,"Kel's Neutronium Plaything",66,0,1,801,0,1,1,25,0,1
158517,0,147790,,"Isotope Waves",45,0,1,801,0,1,1,25,0,1
158518,0,147761,,"Frigid Landscape",49,0,1,801,0,1,1,25,0,1
158519,0,147744,,"Expanding Neutron Pulse",22,0,1,801,0,1,1,25,0,1
158520,0,147725,,"Dense Poison Fog",32,0,1,801,0,1,1,25,0,1
158521,0,147695,,"Circle Scythe",19,0,1,801,0,1,1,25,0,1
158522,0,147694,,"Circle of Winter",16,0,1,801,0,1,1,25,0,1
158523,0,147679,,"Brief Poison Fog",8,0,1,801,0,1,1,25,0,1
158524,0,147674,,"Blaze of Hephaestos",52,0,1,801,0,1,1,25,0,1
158525,0,147667,,"Barrage of Blades",30,0,1,801,0,1,1,25,0,1
158526,0,0,,"Shrapnel Spray",999,0,1,0,0,1,1,1,0,1
158527,0,0,,"Energized Pulse",999,0,1,0,0,1,1,1,0,1
158528,0,0,,"Electrical Discharge",999,0,1,0,0,1,1,1,0,1
158529,0,0,,"Explosive Projectile",999,0,1,0,0,1,1,1,0,1
158544,0,147780,,"Halon Cloud",999,0,1,0,0,1,1,1,0,1
158545,0,0,,"Electrical Surge",999,0,1,0,0,1,1,1,0,1
158546,0,0,,"Fiery Detonation",999,0,1,0,0,1,1,1,0,1
158547,0,0,,"Acid Spray",999,0,1,0,0,1,1,1,0,1
158548,0,147854,,"Radiation Pulse",999,0,1,0,0,1,1,1,0,1
158549,0,0,,"Dioxin Jet",999,0,1,0,0,1,1,1,0,1
158550,0,0,,"Homing Flechettes",999,0,1,0,0,1,1,1,0,1
158551,0,147780,,"Halon Cloud",999,0,1,0,0,1,1,1,0,1
158552,0,0,,"Electrical Surge",999,0,1,0,0,1,1,1,0,1
158553,0,0,,"Fiery Detonation",999,0,1,0,0,1,1,1,0,1
158554,0,0,,"Acid Spray",999,0,1,0,0,1,1,1,0,1
158555,0,147854,,"Radiation Pulse",999,0,1,0,0,1,1,1,0,1
158556,0,0,,"Dioxin Jet",999,0,1,0,0,1,1,1,0,1
158557,0,0,,"Homing Flechettes",999,0,1,0,0,1,1,1,0,1
158684,0,0,,"Stunned by Bird of Prey",999,0,4,0,250,0,0,10,0,1
158710,0,0,,"Freezing Breath",999,0,1,0,0,0,0,40,0,1
158711,0,0,,"Freezing Breath",999,0,5,0,1800,0,0,1,0,1
