id,raid,category,ql,name,comment,multiloot,aoid
375,Pande,Bastion,1,"Nickel-Cobalt Ferrous Alloy","",1,
376,Pande,Bastion,1,"Dacite Fiber","",1,
377,Pande,Bastion,1,"Sealed Packet of Bilayer Graphene Sheets","",1,
378,Pande,Bastion,1,"Mu-Negative Novictum Enriched Metamaterial","",1,
379,Pande,Bastion,1,"Compressed Silane","",1,
380,Pande,Bastion,1,"Potassium Nitrate","",1,
381,Pande,Bastion,1,"VLS Synthesis Catalyst","",1,
382,Pande,Bastion,1,"Bi-Isotropic Nano Media","",1,
383,Pande,Bastion,1,"Synchotronic Recombinator - Pocket Edition (Empty)","",1,
384,Pande,Bastion,1,"Red Data Crystal","",1,
385,Pande,Bastion,1,"Blue Data Crystal","",1,
386,Pande,Bastion,1,"Green Data Crystal","",1,
387,Pande,Bastion,1,"Virus Programming: Bacteriophage Phi X 3957","",1,
388,Pande,Bastion,1,"Virus Programming: Bacteriophage M73","",1,
389,Pande,Bastion,1,"Virus Programming: Bacteriophage F9","",1,
390,"Pyramid of Home",General,300,"Inert Sigil of Alighieri","",1,
391,"Pyramid of Home",General,300,"Inert Sigil of Machiavelli","",3,
392,"Pyramid of Home",General,300,"Portable Notum Infusion Device","Activates Sigils",1,
393,"Pyramid of Home",General,1,"Laughing Spirit Capsule","Boss 1",3,
394,"Pyramid of Home",General,1,"Crying Spirit Capsule","Boss 2",3,
395,"Pyramid of Home",General,1,"Screaming Spirit Capsule","Boss 3",3,
396,"Pyramid of Home",HUD/NCU,100,"Ancient Resorative Fungus","",1,
397,"Pyramid of Home",HUD/NCU,300,"Sluggish Notum Lens","",1,
398,"Pyramid of Home",HUD/NCU,100,"Ancient Aggressive Webbing","",1,
399,"Pyramid of Home",HUD/NCU,300,"Dense Nanite Aegis","",1,
400,"Pyramid of Home",HUD/NCU,100,"Ancient Protective Drone","",1,
401,"Pyramid of Home",Weapons,300,"Achaean Conqueror","Heavy Weapons",1,
402,"Pyramid of Home",Weapons,300,"Corrupted Lord of Abandonment",1HB,1,
403,"Pyramid of Home",Weapons,300,"Corrupted Lord of Anger","Assault Rifle",1,
404,"Pyramid of Home",Weapons,300,"Corrupted Lord of Angst",Rifle,1,
405,"Pyramid of Home",Weapons,300,"Corrupted Lord of Chaos",Bow,1,
406,"Pyramid of Home",Weapons,300,"Corrupted Lord of Deceit",Piercing,1,
407,"Pyramid of Home",Weapons,300,"Corrupted Lord of Envy",SMG,1,
408,"Pyramid of Home",Weapons,300,"Corrupted Lord of Gluttony",2HE,1,
409,"Pyramid of Home",Weapons,300,"Corrupted Lord of Greed",Shotgun,1,
410,"Pyramid of Home",Weapons,300,"Corrupted Lord of Hatred",1HE,1,
411,"Pyramid of Home",Weapons,300,"Corrupted Lord of Lust",Pistol,1,
412,"Pyramid of Home",Weapons,300,"Corrupted Lord of Pride",2HE,1,
413,"Pyramid of Home",Weapons,300,"Corrupted Lord of Sloth",Grenades,1,
414,"Pyramid of Home",Weapons,300,"Corrupted Lady of Wisdom",MA,1,302947
415,"Pyramid of Home",Weapons,300,"Corrupted Lord of Wisdom",MA,1,302945
416,"Temple of the Three Winds",Rings,1,"Bloodthrall Ring","",1,
417,"Temple of the Three Winds",Rings,1,"Notum Ring of the Three","green: BM+MM",1,305488
418,"Temple of the Three Winds",Rings,1,"Notum Ring of the Three","red: MC+TS",1,305489
419,"Temple of the Three Winds",Rings,1,"Notum Ring of the Three","orange: PM+SI",1,305490
420,"Temple of the Three Winds",Rings,1,"Ring of Blighted Flesh","",1,
421,"Temple of the Three Winds",Rings,1,"Ring of Purifying Flame","",1,
422,"Temple of the Three Winds",Rings,1,"Ring of the Coiled Serpent","",1,
423,"Temple of the Three Winds",Armor,1,"Corrupted Bloodmark","",1,
424,"Temple of the Three Winds",Armor,1,"Corrupted Soulmark","",1,
425,"Temple of the Three Winds",Armor,1,"Desecrated Flesh","",1,
426,"Temple of the Three Winds",Armor,1,"Fist of Heavens",MA,1,
427,"Temple of the Three Winds",Armor,1,"Gartua's Second Coat","",1,
428,"Temple of the Three Winds",Armor,1,"Mountain Razing Gauntlets","",1,
429,"Temple of the Three Winds",Armor,1,"Sanguine Vambrace","",1,
430,"Temple of the Three Winds",Armor,1,"Strength of the Immortal","",1,
431,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Body)","",1,
432,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Boots)","",1,
433,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Gloves)","",1,
434,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Helmet)","",1,
435,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Pants)","",1,
436,"Temple of the Three Winds",Armor,1,"Twilight Entreatment Armor (Sleeves)","",1,
437,"Temple of the Three Winds",Symbiants,1,"Blessing of the Gripper","",1,
438,"Temple of the Three Winds",Symbiants,1,"Grasp of the Immortal",MA,1,
439,"Temple of the Three Winds",Symbiants,1,"Inner Peace","",1,
440,"Temple of the Three Winds",Symbiants,1,"Keeper's Vigor","",1,
441,"Temple of the Three Winds",Symbiants,1,"Nematet's Third Eye","",1,
442,"Temple of the Three Winds",Symbiants,1,"Notum Graft","",1,
443,"Temple of the Three Winds",Symbiants,1,"Vision of the Heretic","",1,
444,"Temple of the Three Winds",Symbiants,1,"Wit of the Immortal","MP, NT",1,
445,"Temple of the Three Winds",Symbiants,300,"Ethereal Embrace",Shade,1,
446,"Temple of the Three Winds",Misc,1,"Knowledge of the Immortal One","+160 to tradeskills",1,
447,"Temple of the Three Winds",Misc,1,"Sacred Text of the Immortal One",Doc,1,
448,"Temple of the Three Winds",Misc,1,"Summoner's Staff of Dismissal","MP, Crat, Engi",1,
449,"Temple of the Three Winds",NCU,1,"Aegis Circuit Board","",1,
450,"Temple of the Three Winds",NCU,1,"Lucid Nightmares","",1,
451,"Temple of the Three Winds",NCU,1,"Memory of Future Events","",1,
452,"Temple of the Three Winds",NCU,1,"Mnemonic Shard","",1,
453,"Temple of the Three Winds",Weapons,1,"Bone Staff of The Immortal Summoner","",1,
454,"Temple of the Three Winds",Weapons,300,"Ceremonial Blade",1HE,1,
455,"Temple of the Three Winds",Weapons,300,"Corrupted Edge",2HE,1,
456,"Temple of the Three Winds",Weapons,300,"Envoy to Chaos",Pistol,1,
457,"Temple of the Three Winds",Weapons,300,"Uklesh's Talon",Piercing,1,
458,"Temple of the Three Winds",Weapons,1,"Obsidian Desecrator",2HE,1,
459,"Temple of the Three Winds",Weapons,1,"Sacred Chalice",Doc,1,
460,Halloween,"Griefing Uncle Pumpkin-Head",1,"Sparkling Freedom Arms 3927","",1,
461,Halloween,"Griefing Uncle Pumpkin-Head",10,"Battered Freedom Arms 3927","",1,
462,Halloween,"Griefing Uncle Pumpkin-Head",40,"Freedom Arms 3927a","",1,
463,Halloween,"Griefing Uncle Pumpkin-Head",44,"Freedom Arms 3927","",1,
464,Halloween,"Griefing Uncle Pumpkin-Head",96,"Freedom Arms 3927k","",1,
465,Halloween,"Griefing Uncle Pumpkin-Head",100,"Freedom Arms 3927k Ultra","",1,
466,Halloween,"Griefing Uncle Pumpkin-Head",108,"Freedom Arms 3927 Notum","",1,
467,Halloween,"Griefing Uncle Pumpkin-Head",150,"Freedom Arms 3927 Chapman","",1,
468,Halloween,"Griefing Uncle Pumpkin-Head",158,"Freedom Arms 3927 Guerrilla","",1,
469,Halloween,"Griefing Uncle Pumpkin-Head",200,"Freedom Arms 3927 G2","",1,
470,Halloween,"Griefing Uncle Pumpkin-Head",100,"Ai-X44 Android Head",QL1-200,1,152269
471,Halloween,"Griefing Uncle Pumpkin-Head",100,"BBQ Shoulder Pillow",QL1-200,1,152258
472,Halloween,"Griefing Uncle Pumpkin-Head",175,"Black Agent Cloak","",1,
473,Halloween,"Griefing Uncle Pumpkin-Head",25,"Blue Baby Bronto Boots","",1,
474,Halloween,"Griefing Uncle Pumpkin-Head",100,"Bodum-Larga NCU",QL1-200,1,
475,Halloween,"Griefing Uncle Pumpkin-Head",100,"Candied Fruit Armband",QL1-200,1,
476,Halloween,"Griefing Uncle Pumpkin-Head",100,"Candy Cord",QL1-200,1,
477,Halloween,"Griefing Uncle Pumpkin-Head",100,"Capsule of Thin Blood",QL1-200,1,
478,Halloween,"Griefing Uncle Pumpkin-Head",100,"Carrier Craft",QL1-200,1,
479,Halloween,"Griefing Uncle Pumpkin-Head",100,"Counterfeit Omni Epaulet",QL1-200,1,
480,Halloween,"Griefing Uncle Pumpkin-Head",200,"Extreme Low Light Targeting Scope","",1,
481,Halloween,"Griefing Uncle Pumpkin-Head",100,"Jones Energized Carbonan Helmet",QL1-200,1,
482,Halloween,"Griefing Uncle Pumpkin-Head",100,"Metallic Hoop",QL1-200,1,
483,Halloween,"Griefing Uncle Pumpkin-Head",100,"Nano Targeting Helper",QL1-200,1,
484,Halloween,"Griefing Uncle Pumpkin-Head",100,"NCU Robot Reed",QL1-200,1,
485,Halloween,"Griefing Uncle Pumpkin-Head",100,"Neural Interpreting Nball - Handguns",QL1-200,1,
486,Halloween,"Griefing Uncle Pumpkin-Head",100,"Omni Epaulet",QL1-200,1,
487,Halloween,"Griefing Uncle Pumpkin-Head",175,"Real Knickers Stockings","",1,
488,Halloween,"Griefing Uncle Pumpkin-Head",10,"Reinforced Blackpants","",1,
489,Halloween,"Griefing Uncle Pumpkin-Head",100,"Ring of Endurance",QL1-300,1,
490,Halloween,"Griefing Uncle Pumpkin-Head",100,"Ring of Essence",QL1-300,1,
491,Halloween,"Griefing Uncle Pumpkin-Head",40,"Starched Armbands","",1,
492,Halloween,"Griefing Uncle Pumpkin-Head",100,"Sunglasses of Syncopated Heartbeats","",1,163631
493,Halloween,"Griefing Uncle Pumpkin-Head",100,"Support Wire",QL1-200,1,
494,Halloween,"Griefing Uncle Pumpkin-Head",175,"White Agent Cloak","",1,
495,Halloween,"Harvesting Uncle Pumpkin-Head",1,"Nano Crystal (Junior Pumpkin-Head)","",6,
496,Halloween,"Solo Instance",1,"Freedom Arms 3927 Chameleon","Can drop from all special mobs",1,
497,Halloween,"Solo Instance",1,"Rabbit Ears - Black","Drops from boss mobs",1,
498,Halloween,"Solo Instance",1,"Rabbit Ears - Blue","Drops from boss mobs",1,
499,Halloween,"Solo Instance",1,"Scythe of the Harvester","Drops from end boss",1,
500,Halloween,"Solo Instance",1,"Beacon of the Harvester","Drops from end boss",1,
501,Subway,Armor,1,"Boots of Gridspace Distortion",Vergil,1,
502,Subway,Armor,1,"Condemned Bulwark",Abmouth,1,
503,Subway,Armor,1,"Counterfeit fr00b T-shirt","",1,
504,Subway,Armor,1,"Eumenides's Omni-Pol Forest Body Armor",Eumenides/Abmouth,1,
505,Subway,Armor,1,"Fetid Vagabond Cloak","",1,
506,Subway,Armor,250,"Fortified Construction Sleeves","",1,
507,Subway,Armor,1,"Mark of the Bloodless","Primal Bloodcreeper",1,
508,Subway,Armor,1,"Notum-Infused Wool Balaclava Mask",Shiro,1,
509,Subway,Armor,1,"Reinforced Bau Cyber Armor Sleeves","",1,
510,Subway,Armor,1,"Reinforced Bau Cyber Armor Pants","",1,
511,Subway,Armor,1,"Reinforced Bau Cyber Armor Gloves","",1,
512,Subway,Armor,1,"Reinforced Bau Cyber Armor Helmet","",1,
513,Subway,Armor,1,"Reinforced Bau Cyber Armor Boots","",1,
514,Subway,Armor,1,"Reinforced Bau Cyber Body Armor","",1,
515,Subway,Armor,1,"Reinforced Bau Cyber Female Body Armor","",1,
516,Subway,Armor,220,"Supreme Office Worker Suit",Eumenides,1,
517,Subway,Armor,200,"Survivalist Leather Armor Legwear","Queen of the Slums",1,
518,Subway,Armor,200,"Symbiotic Nanite Gloves","The Psion",1,
519,Subway,Armor,1,"Vergil's Black Trenchcoat","",1,
520,Subway,Belt,1,"Belt of Great Justice",Abmouth,1,
521,Subway,Rings,250,"Jester's Gift",Abmouth,1,
522,Subway,Rings,250,"Superior Ring of the Nucleus Basalis",Eumenides,1,
523,Subway,HUD/Utils,100,"Amalgamated Research Attunement Device","Queen of the Slums",1,
524,Subway,HUD/Utils,250,"Aspect of Paralyzing Fear","",1,
525,Subway,HUD/Utils,210,"Combat Assist Wen-Wen",Shiro,1,
526,Subway,HUD/Utils,250,"Eye of The Psion","The Psion/Abmouth",1,
527,Subway,HUD/Utils,100,"Patchwork Defensive Drone",Abmouth,1,
528,Subway,HUD/Utils,250,"Technical Guidance Personal Terminal",Eumenides,1,
529,Subway,HUD/Utils,1,"Unstable Damage Augmentation Device",Shiro,1,
530,Subway,Weapons,200,"BBI Faithful 1000",Eumenides/Abmouth,1,
531,Subway,Weapons,300,"Distraction Rifle",Shiro,1,
532,Subway,Weapons,1,"Illegally Augmented Ofab Mongoose","Queen of the Slums",1,
533,Subway,Weapons,300,"Illegally-Modified Dreadloch Tigress","The Psion",1,
534,Subway,Weapons,300,"Illegally Modified Dreadloch Panther","The Psion/Abmouth",1,
535,Subway,Weapons,300,"Illegally Modified Dreadloch Thrasher",Vergil,1,
536,Subway,Weapons,300,"Illegally Modified Dreadloch Remodulator",Vergil,1,
537,Subway,Weapons,300,"Illegally Modified Dreadloch Modified Shark",Abmouth,1,
538,Subway,Weapons,300,"Illegally Modified Dreadloch Obliterator",Abmouth,1,
539,Subway,Weapons,200,"Lost Blade of Elder Tsunayoshi",Vergil,1,
540,Subway,Weapons,300,"Vicious Support Beam of Malice",Abmouth,1,
541,DustBrigade,DB3,250,"Advanced Dust Brigade Notum Infuser","Upgrades DB3 bracer",1,292567
542,DustBrigade,DB3,250,"Dust Brigade Bracer - First Edition","Darwelsi",1,292566
543,DustBrigade,DB3,250,"Dust Brigade Assault Module","",1,292157
544,DustBrigade,DB3,250,"Dust Brigade Assistance Module","",1,292603
545,DustBrigade,DB3,250,"Dust Brigade Barrier Module","",1,292607
546,DustBrigade,DB3,250,"Dust Brigade Creator Module","",1,292608
547,DustBrigade,DB3,250,"Dust Brigade Escape Module","",1,292606
548,DustBrigade,DB3,250,"Dust Brigade Grunt Module","",1,292604
549,DustBrigade,DB3,250,"Dust Brigade Protector Module","",1,292605
550,DustBrigade,DB3,250,"Dust Brigade Special Ops Helmet","",1,292191
551,DustBrigade,DB3,200,"Enhanced Safeguarded NCU Memory Unit",Int+Psy,1,269985
