# table: symbiant
id,name,ql,slot_id,treatment_req,level_req,unit
303793,"Fabricated Ear Symbiant, Control Unit",215,3,1200,215,Control
303806,"Fabricated Ear Symbiant, Extermination Unit",215,3,1200,215,Extermination
303819,"Fabricated Ear Symbiant, Infantry Unit",215,3,1200,215,Infantry
303832,"Fabricated Ear Symbiant, Support Unit",215,3,1200,215,Support
303790,"Fabricated Feet Symbiant, Artillery Unit",215,7,1200,215,Artillery
303803,"Fabricated Feet Symbiant, Control Unit",215,7,1200,215,Control
303816,"Fabricated Feet Symbiant, Extermination Unit",215,7,1200,215,Extermination
303829,"Fabricated Feet Symbiant, Infantry Unit",215,7,1200,215,Infantry
303842,"Fabricated Feet Symbiant, Support Unit",215,7,1200,215,Support
303782,"Fabricated Left Arm Symbiant, Artillery Unit",215,8,1200,215,Artillery
303795,"Fabricated Left Arm Symbiant, Control Unit",215,8,1200,215,Control
303808,"Fabricated Left Arm Symbiant, Extermination Unit",215,8,1200,215,Extermination
303821,"Fabricated Left Arm Symbiant, Infantry Unit",215,8,1200,215,Infantry
303834,"Fabricated Left Arm Symbiant, Support Unit",215,8,1200,215,Support
303783,"Fabricated Left Hand Symbiant, Artillery Unit",215,10,1200,215,Artillery
303796,"Fabricated Left Hand Symbiant, Control Unit",215,10,1200,215,Control
303809,"Fabricated Left Hand Symbiant, Extermination Unit",215,10,1200,215,Extermination
303822,"Fabricated Left Hand Symbiant, Infantry Unit",215,10,1200,215,Infantry
303835,"Fabricated Left Hand Symbiant, Support Unit",215,10,1200,215,Support
303784,"Fabricated Left Wrist Symbiant, Artillery Unit",215,9,1200,215,Artillery
303797,"Fabricated Left Wrist Symbiant, Control Unit",215,9,1200,215,Control
303810,"Fabricated Left Wrist Symbiant, Extermination Unit",215,9,1200,215,Extermination
303823,"Fabricated Left Wrist Symbiant, Infantry Unit",215,9,1200,215,Infantry
303836,"Fabricated Left Wrist Symbiant, Support Unit",215,9,1200,215,Support
303779,"Fabricated Ocular Symbiant, Artillery Unit",215,1,1200,215,Artillery
303792,"Fabricated Ocular Symbiant, Control Unit",215,1,1200,215,Control
303805,"Fabricated Ocular Symbiant, Extermination Unit",215,1,1200,215,Extermination
303818,"Fabricated Ocular Symbiant, Infantry Unit",215,1,1200,215,Infantry
303831,"Fabricated Ocular Symbiant, Support Unit",215,1,1200,215,Support
303813,"Fabricated R. Wrist Symbiant, Extermination Unit",215,12,1200,215,Extermination
303785,"Fabricated Right Arm Symbiant, Artillery Unit",215,11,1200,215,Artillery
303798,"Fabricated Right Arm Symbiant, Control Unit",215,11,1200,215,Control
303811,"Fabricated Right Arm Symbiant, Extermination Unit",215,11,1200,215,Extermination
303824,"Fabricated Right Arm Symbiant, Infantry Unit",215,11,1200,215,Infantry
303837,"Fabricated Right Arm Symbiant, Support Unit",215,11,1200,215,Support
303786,"Fabricated Right Hand Symbiant, Artillery Unit",215,13,1200,215,Artillery
303799,"Fabricated Right Hand Symbiant, Control Unit",215,13,1200,215,Control
303812,"Fabricated Right Hand Symbiant, Extermination Unit",215,13,1200,215,Extermination
303825,"Fabricated Right Hand Symbiant, Infantry Unit",215,13,1200,215,Infantry
303838,"Fabricated Right Hand Symbiant, Support Unit",215,13,1200,215,Support
303787,"Fabricated Right Wrist Symbiant, Artillery Unit",215,12,1200,215,Artillery
303800,"Fabricated Right Wrist Symbiant, Control Unit",215,12,1200,215,Control
303826,"Fabricated Right Wrist Symbiant, Infantry Unit",215,12,1200,215,Infantry
303839,"Fabricated Right Wrist Symbiant, Support Unit",215,12,1200,215,Support
303789,"Fabricated Thigh Symbiant, Artillery Unit",215,6,1200,215,Artillery
303802,"Fabricated Thigh Symbiant, Control Unit",215,6,1200,215,Control
303815,"Fabricated Thigh Symbiant, Extermination Unit",215,6,1200,215,Extermination
303828,"Fabricated Thigh Symbiant, Infantry Unit",215,6,1200,215,Infantry
303841,"Fabricated Thigh Symbiant, Support Unit",215,6,1200,215,Support
303788,"Fabricated Waist Symbiant, Artillery Unit",215,5,1200,215,Artillery
303801,"Fabricated Waist Symbiant, Control Unit",215,5,1200,215,Control
303814,"Fabricated Waist Symbiant, Extermination Unit",215,5,1200,215,Extermination
303827,"Fabricated Waist Symbiant, Infantry Unit",215,5,1200,215,Infantry
303840,"Fabricated Waist Symbiant, Support Unit",215,5,1200,215,Support
235417,"Growing Brain Symbiant, Artillery Unit Aban",200,2,1188,146,Artillery
236310,"Growing Brain Symbiant, Control Unit Aban",200,2,1188,146,Control
235861,"Growing Brain Symbiant, Extermination Unit Aban",200,2,1188,146,Extermination
235471,"Growing Chest Symbiant, Artillery Unit Aban",200,4,1188,146,Artillery
235913,"Growing Chest Symbiant, Extermination Unit Aban",200,4,1188,146,Extermination
235691,"Growing Chest Symbiant, Infantry Unit Aban",200,4,1188,146,Infantry
235878,"Growing Ear Symbiant, Extermination Unit Aban",200,3,1188,146,Extermination
235658,"Growing Ear Symbiant, Infantry Unit Aban",200,3,1188,146,Infantry
236105,"Growing Ear Symbiant, Support Unit Aban",200,3,1188,146,Support
235609,"Growing Feet Symbiant, Artillery Unit Aban",200,7,1188,146,Artillery
236501,"Growing Feet Symbiant, Control Unit Aban",200,7,1188,146,Control
236377,"Growing Left Arm Symbiant, Control Unit Aban",200,8,1188,146,Control
236485,"Growing Left Hand Symbiant, Control Unit Aban",200,10,1188,146,Control
236035,"Growing Left Hand Symbiant, Extermination Unit Aban",200,10,1188,146,Extermination
235811,"Growing Left Hand Symbiant, Infantry Unit Aban",200,10,1188,146,Infantry
235982,"Growing Left Wrist Symbiant, Extermination Unit Aban",200,9,1188,146,Extermination
235760,"Growing Left Wrist Symbiant, Infantry Unit Aban",200,9,1188,146,Infantry
235844,"Growing Ocular Symbiant, Extermination Unit Aban",200,1,1188,146,Extermination
235624,"Growing Ocular Symbiant, Infantry Unit Aban",200,1,1188,146,Infantry
236070,"Growing Ocular Symbiant, Support Unit Aban",200,1,1188,146,Support
236343,"Growing Right Arm Symbiant, Control Unit Aban",200,11,1188,146,Control
235895,"Growing Right Arm Symbiant, Extermination Unit Aban",200,11,1188,146,Extermination
236452,"Growing Right Hand Symbiant, Control Unit Aban",200,13,1188,146,Control
235572,"Growing Thigh Symbiant, Artillery Unit Aban",200,6,1188,146,Artillery
236468,"Growing Thigh Symbiant, Control Unit Aban",200,6,1188,146,Control
236019,"Growing Thigh Symbiant, Extermination Unit Aban",200,6,1188,146,Extermination
236246,"Growing Thigh Symbiant, Support Unit Aban",200,6,1188,146,Support
236416,"Growing Waist Symbiant, Control Unit Aban",200,5,1188,146,Control
245895,"Head Symbiant of the Love Child",250,2,1700,1,""
235634,"Ignorant Brain Symbiant, Infantry Unit Aban",10,2,65,8,Infantry
236352,"Ignorant Chest Symbiant, Control Unit Aban",10,4,65,8,Control
235425,"Ignorant Ear Symbiant, Artillery Unit Aban",10,3,65,8,Artillery
236317,"Ignorant Ear Symbiant, Control Unit Aban",10,3,65,8,Control
235599,"Ignorant Feet Symbiant, Artillery Unit Aban",10,7,65,8,Artillery
236492,"Ignorant Feet Symbiant, Control Unit Aban",10,7,65,8,Control
236043,"Ignorant Feet Symbiant, Extermination Unit Aban",10,7,65,8,Extermination
235478,"Ignorant Left Arm Symbiant, Artillery Unit Aban",10,8,65,8,Artillery
235921,"Ignorant Left Arm Symbiant, Extermination Unit Aban",10,8,65,8,Extermination
235699,"Ignorant Left Arm Symbiant, Infantry Unit Aban",10,8,65,8,Infantry
236476,"Ignorant Left Hand Symbiant, Control Unit Aban",10,10,65,8,Control
235801,"Ignorant Left Hand Symbiant, Infantry Unit Aban",10,10,65,8,Infantry
235530,"Ignorant Left Wrist Symbiant, Artillery Unit Aban",10,9,65,8,Artillery
235972,"Ignorant Left Wrist Symbiant, Extermination Unit Aban",10,9,65,8,Extermination
236203,"Ignorant Left Wrist Symbiant, Support Unit Aban",10,9,65,8,Support
235836,"Ignorant Ocular Symbiant, Extermination Unit Aban",10,1,65,8,Extermination
235443,"Ignorant Right Arm Symbiant, Artillery Unit Aban",10,11,65,8,Artillery
236334,"Ignorant Right Arm Symbiant, Control Unit Aban",10,11,65,8,Control
235886,"Ignorant Right Arm Symbiant, Extermination Unit Aban",10,11,65,8,Extermination
235547,"Ignorant Right Hand Symbiant, Artillery Unit Aban",10,13,65,8,Artillery
236440,"Ignorant Right Hand Symbiant, Control Unit Aban",10,13,65,8,Control
235495,"Ignorant Right Wrist Symbiant, Artillery Unit Aban",10,12,65,8,Artillery
236387,"Ignorant Right Wrist Symbiant, Control Unit Aban",10,12,65,8,Control
235784,"Ignorant Thigh Symbiant, Infantry Unit Aban",10,6,65,8,Infantry
236238,"Ignorant Thigh Symbiant, Support Unit Aban",10,6,65,8,Support
235955,"Ignorant Waist Symbiant, Extermination Unit Aban",10,5,65,8,Extermination
235732,"Ignorant Waist Symbiant, Infantry Unit Aban",10,5,65,8,Infantry
236186,"Ignorant Waist Symbiant, Support Unit Aban",10,5,65,8,Support
235852,"Inattentive Brain Symbiant, Extermination Unit Aban",15,2,95,11,Extermination
235460,"Inattentive Chest Symbiant, Artillery Unit Aban",15,4,95,11,Artillery
235683,"Inattentive Chest Symbiant, Infantry Unit Aban",15,4,95,11,Infantry
235818,"Inattentive Feet Symbiant, Infantry Unit Aban",15,7,95,11,Infantry
236369,"Inattentive Left Arm Symbiant, Control Unit Aban",15,8,95,11,Control
235922,"Inattentive Left Arm Symbiant, Extermination Unit Aban",15,8,95,11,Extermination
235700,"Inattentive Left Arm Symbiant, Infantry Unit Aban",15,8,95,11,Infantry
236147,"Inattentive Left Arm Symbiant, Support Unit Aban",15,8,95,11,Support
235582,"Inattentive Left Hand Symbiant, Artillery Unit Aban",15,10,95,11,Artillery
236255,"Inattentive Left Hand Symbiant, Support Unit Aban",15,10,95,11,Support
235973,"Inattentive Left Wrist Symbiant, Extermination Unit Aban",15,9,95,11,Extermination
236204,"Inattentive Left Wrist Symbiant, Support Unit Aban",15,9,95,11,Support
219126,"Inattentive Ocular Symbiant, Artillery Unit Aban",15,1,95,11,Artillery
235837,"Inattentive Ocular Symbiant, Extermination Unit Aban",15,1,95,11,Extermination
236060,"Inattentive Ocular Symbiant, Support Unit Aban",15,1,95,11,Support
236335,"Inattentive Right Arm Symbiant, Control Unit Aban",15,11,95,11,Control
235887,"Inattentive Right Arm Symbiant, Extermination Unit Aban",15,11,95,11,Extermination
235548,"Inattentive Right Hand Symbiant, Artillery Unit Aban",15,13,95,11,Artillery
236441,"Inattentive Right Hand Symbiant, Control Unit Aban",15,13,95,11,Control
235766,"Inattentive Right Hand Symbiant, Infantry Unit Aban",15,13,95,11,Infantry
236388,"Inattentive Right Wrist Symbiant, Control Unit Aban",15,12,95,11,Control
235938,"Inattentive Right Wrist Symbiant, Extermination Unit Aban",15,12,95,11,Extermination
236168,"Inattentive Right Wrist Symbiant, Support Unit Aban",15,12,95,11,Support
235565,"Inattentive Thigh Symbiant, Artillery Unit Aban",15,6,95,11,Artillery
236008,"Inattentive Thigh Symbiant, Extermination Unit Aban",15,6,95,11,Extermination
236239,"Inattentive Thigh Symbiant, Support Unit Aban",15,6,95,11,Support
236405,"Inattentive Waist Symbiant, Control Unit Aban",15,5,95,11,Control
235956,"Inattentive Waist Symbiant, Extermination Unit Aban",15,5,95,11,Extermination
235422,"Intelligent Brain Symbiant, Artillery Unit Aban",300,2,2088,219,Artillery
236314,"Intelligent Brain Symbiant, Control Unit Aban",300,2,2088,219,Control
235866,"Intelligent Brain Symbiant, Extermination Unit Aban",300,2,2088,219,Extermination
235646,"Intelligent Brain Symbiant, Infantry Unit Aban",300,2,2088,219,Infantry
236091,"Intelligent Brain Symbiant, Support Unit Aban",300,2,2088,219,Support
235475,"Intelligent Chest Symbiant, Artillery Unit Aban",300,4,2088,219,Artillery
236366,"Intelligent Chest Symbiant, Control Unit Aban",300,4,2088,219,Control
235918,"Intelligent Chest Symbiant, Extermination Unit Aban",300,4,2088,219,Extermination
235696,"Intelligent Chest Symbiant, Infantry Unit Aban",300,4,2088,219,Infantry
236143,"Intelligent Chest Symbiant, Support Unit Aban",300,4,2088,219,Support
235440,"Intelligent Ear Symbiant, Artillery Unit Aban",300,3,2088,219,Artillery
236331,"Intelligent Ear Symbiant, Control Unit Aban",300,3,2088,219,Control
235883,"Intelligent Ear Symbiant, Extermination Unit Aban",300,3,2088,219,Extermination
235663,"Intelligent Ear Symbiant, Infantry Unit Aban",300,3,2088,219,Infantry
236108,"Intelligent Ear Symbiant, Support Unit Aban",300,3,2088,219,Support
235614,"Intelligent Feet Symbiant, Artillery Unit Aban",300,7,2088,219,Artillery
236505,"Intelligent Feet Symbiant, Control Unit Aban",300,7,2088,219,Control
236057,"Intelligent Feet Symbiant, Extermination Unit Aban",300,7,2088,219,Extermination
235833,"Intelligent Feet Symbiant, Infantry Unit Aban",300,7,2088,219,Infantry
236284,"Intelligent Feet Symbiant, Support Unit Aban",300,7,2088,219,Support
235492,"Intelligent Left Arm Symbiant, Artillery Unit Aban",300,8,2088,219,Artillery
236384,"Intelligent Left Arm Symbiant, Control Unit Aban",300,8,2088,219,Control
235935,"Intelligent Left Arm Symbiant, Extermination Unit Aban",300,8,2088,219,Extermination
235713,"Intelligent Left Arm Symbiant, Infantry Unit Aban",300,8,2088,219,Infantry
236164,"Intelligent Left Arm Symbiant, Support Unit Aban",300,8,2088,219,Support
235596,"Intelligent Left Hand Symbiant, Artillery Unit Aban",300,10,2088,219,Artillery
236489,"Intelligent Left Hand Symbiant, Control Unit Aban",300,10,2088,219,Control
236040,"Intelligent Left Hand Symbiant, Extermination Unit Aban",300,10,2088,219,Extermination
235815,"Intelligent Left Hand Symbiant, Infantry Unit Aban",300,10,2088,219,Infantry
236268,"Intelligent Left Hand Symbiant, Support Unit Aban",300,10,2088,219,Support
235544,"Intelligent Left Wrist Symbiant, Artillery Unit Aban",300,9,2088,219,Artillery
236437,"Intelligent Left Wrist Symbiant, Control Unit Aban",300,9,2088,219,Control
235987,"Intelligent Left Wrist Symbiant, Extermination Unit Aban",300,9,2088,219,Extermination
235763,"Intelligent Left Wrist Symbiant, Infantry Unit Aban",300,9,2088,219,Infantry
236218,"Intelligent Left Wrist Symbiant, Support Unit Aban",300,9,2088,219,Support
219139,"Intelligent Ocular Symbiant, Artillery Unit Aban",300,1,2088,219,Artillery
236299,"Intelligent Ocular Symbiant, Control Unit Aban",300,1,2088,219,Control
235849,"Intelligent Ocular Symbiant, Extermination Unit Aban",300,1,2088,219,Extermination
235631,"Intelligent Ocular Symbiant, Infantry Unit Aban",300,1,2088,219,Infantry
236074,"Intelligent Ocular Symbiant, Support Unit Aban",300,1,2088,219,Support
235457,"Intelligent Right Arm Symbiant, Artillery Unit Aban",300,11,2088,219,Artillery
236349,"Intelligent Right Arm Symbiant, Control Unit Aban",300,11,2088,219,Control
235901,"Intelligent Right Arm Symbiant, Extermination Unit Aban",300,11,2088,219,Extermination
235680,"Intelligent Right Arm Symbiant, Infantry Unit Aban",300,11,2088,219,Infantry
236124,"Intelligent Right Arm Symbiant, Support Unit Aban",300,11,2088,219,Support
235562,"Intelligent Right Hand Symbiant, Artillery Unit Aban",300,13,2088,219,Artillery
236455,"Intelligent Right Hand Symbiant, Control Unit Aban",300,13,2088,219,Control
236005,"Intelligent Right Hand Symbiant, Extermination Unit Aban",300,13,2088,219,Extermination
235781,"Intelligent Right Hand Symbiant, Infantry Unit Aban",300,13,2088,219,Infantry
236235,"Intelligent Right Hand Symbiant, Support Unit Aban",300,13,2088,219,Support
235509,"Intelligent Right Wrist Symbiant, Artillery Unit Aban",300,12,2088,219,Artillery
236402,"Intelligent Right Wrist Symbiant, Control Unit Aban",300,12,2088,219,Control
235952,"Intelligent Right Wrist Symbiant, Extermination Unit Aban",300,12,2088,219,Extermination
235729,"Intelligent Right Wrist Symbiant, Infantry Unit Aban",300,12,2088,219,Infantry
236183,"Intelligent Right Wrist Symbiant, Support Unit Aban",300,12,2088,219,Support
235579,"Intelligent Thigh Symbiant, Artillery Unit Aban",300,6,2088,219,Artillery
236473,"Intelligent Thigh Symbiant, Control Unit Aban",300,6,2088,219,Control
236023,"Intelligent Thigh Symbiant, Extermination Unit Aban",300,6,2088,219,Extermination
235798,"Intelligent Thigh Symbiant, Infantry Unit Aban",300,6,2088,219,Infantry
236252,"Intelligent Thigh Symbiant, Support Unit Aban",300,6,2088,219,Support
235527,"Intelligent Waist Symbiant, Artillery Unit Aban",300,5,2088,219,Artillery
236420,"Intelligent Waist Symbiant, Control Unit Aban",300,5,2088,219,Control
235969,"Intelligent Waist Symbiant, Extermination Unit Aban",300,5,2088,219,Extermination
235746,"Intelligent Waist Symbiant, Infantry Unit Aban",300,5,2088,219,Infantry
236200,"Intelligent Waist Symbiant, Support Unit Aban",300,5,2088,219,Support
235635,"Lethargic Brain Symbiant, Infantry Unit Aban",20,2,124,15,Infantry
235461,"Lethargic Chest Symbiant, Artillery Unit Aban",20,4,124,15,Artillery
236353,"Lethargic Chest Symbiant, Control Unit Aban",20,4,124,15,Control
235426,"Lethargic Ear Symbiant, Artillery Unit Aban",20,3,124,15,Artillery
235600,"Lethargic Feet Symbiant, Artillery Unit Aban",20,7,124,15,Artillery
235479,"Lethargic Left Arm Symbiant, Artillery Unit Aban",20,8,124,15,Artillery
236026,"Lethargic Left Hand Symbiant, Extermination Unit Aban",20,10,124,15,Extermination
235802,"Lethargic Left Hand Symbiant, Infantry Unit Aban",20,10,124,15,Infantry
235531,"Lethargic Left Wrist Symbiant, Artillery Unit Aban",20,9,124,15,Artillery
236423,"Lethargic Left Wrist Symbiant, Control Unit Aban",20,9,124,15,Control
235974,"Lethargic Left Wrist Symbiant, Extermination Unit Aban",20,9,124,15,Extermination
236205,"Lethargic Left Wrist Symbiant, Support Unit Aban",20,9,124,15,Support
219127,"Lethargic Ocular Symbiant, Artillery Unit Aban",20,1,124,15,Artillery
236336,"Lethargic Right Arm Symbiant, Control Unit Aban",20,11,124,15,Control
236111,"Lethargic Right Arm Symbiant, Support Unit Aban",20,11,124,15,Support
236442,"Lethargic Right Hand Symbiant, Control Unit Aban",20,13,124,15,Control
235990,"Lethargic Right Hand Symbiant, Extermination Unit Aban",20,13,124,15,Extermination
235767,"Lethargic Right Hand Symbiant, Infantry Unit Aban",20,13,124,15,Infantry
236221,"Lethargic Right Hand Symbiant, Support Unit Aban",20,13,124,15,Support
235496,"Lethargic Right Wrist Symbiant, Artillery Unit Aban",20,12,124,15,Artillery
236389,"Lethargic Right Wrist Symbiant, Control Unit Aban",20,12,124,15,Control
235939,"Lethargic Right Wrist Symbiant, Extermination Unit Aban",20,12,124,15,Extermination
235716,"Lethargic Right Wrist Symbiant, Infantry Unit Aban",20,12,124,15,Infantry
236169,"Lethargic Right Wrist Symbiant, Support Unit Aban",20,12,124,15,Support
235566,"Lethargic Thigh Symbiant, Artillery Unit Aban",20,6,124,15,Artillery
236458,"Lethargic Thigh Symbiant, Control Unit Aban",20,6,124,15,Control
236009,"Lethargic Thigh Symbiant, Extermination Unit Aban",20,6,124,15,Extermination
236187,"Lethargic Waist Symbiant, Support Unit Aban",20,5,124,15,Support
236085,"Living Brain Symbiant, Support Unit Aban",210,2,1342,154,Support
235692,"Living Chest Symbiant, Infantry Unit Aban",210,4,1342,154,Infantry
235879,"Living Ear Symbiant, Extermination Unit Aban",210,3,1342,154,Extermination
235659,"Living Ear Symbiant, Infantry Unit Aban",210,3,1342,154,Infantry
235610,"Living Feet Symbiant, Artillery Unit Aban",210,7,1342,154,Artillery
236279,"Living Feet Symbiant, Support Unit Aban",210,7,1342,154,Support
235709,"Living Left Arm Symbiant, Infantry Unit Aban",210,8,1342,154,Infantry
236158,"Living Left Arm Symbiant, Support Unit Aban",210,8,1342,154,Support
235590,"Living Left Hand Symbiant, Artillery Unit Aban",210,10,1342,154,Artillery
236266,"Living Left Hand Symbiant, Support Unit Aban",210,10,1342,154,Support
235539,"Living Left Wrist Symbiant, Artillery Unit Aban",210,9,1342,154,Artillery
236430,"Living Left Wrist Symbiant, Control Unit Aban",210,9,1342,154,Control
236294,"Living Ocular Symbiant, Control Unit Aban",210,1,1342,154,Control
235625,"Living Ocular Symbiant, Infantry Unit Aban",210,1,1342,154,Infantry
236071,"Living Ocular Symbiant, Support Unit Aban",210,1,1342,154,Support
235675,"Living Right Arm Symbiant, Infantry Unit Aban",210,11,1342,154,Infantry
236119,"Living Right Arm Symbiant, Support Unit Aban",210,11,1342,154,Support
235557,"Living Right Hand Symbiant, Artillery Unit Aban",210,13,1342,154,Artillery
236001,"Living Right Hand Symbiant, Extermination Unit Aban",210,13,1342,154,Extermination
235776,"Living Right Hand Symbiant, Infantry Unit Aban",210,13,1342,154,Infantry
235504,"Living Right Wrist Symbiant, Artillery Unit Aban",210,12,1342,154,Artillery
236396,"Living Right Wrist Symbiant, Control Unit Aban",210,12,1342,154,Control
235724,"Living Right Wrist Symbiant, Infantry Unit Aban",210,12,1342,154,Infantry
235573,"Living Thigh Symbiant, Artillery Unit Aban",210,6,1342,154,Artillery
236469,"Living Thigh Symbiant, Control Unit Aban",210,6,1342,154,Control
236247,"Living Thigh Symbiant, Support Unit Aban",210,6,1342,154,Support
235523,"Living Waist Symbiant, Artillery Unit Aban",210,5,1342,154,Artillery
235741,"Living Waist Symbiant, Infantry Unit Aban",210,5,1342,154,Infantry
235409,"Lulled Brain Symbiant, Artillery Unit Aban",60,2,361,44,Artillery
236304,"Lulled Brain Symbiant, Control Unit Aban",60,2,361,44,Control
235637,"Lulled Brain Symbiant, Infantry Unit Aban",60,2,361,44,Infantry
236080,"Lulled Brain Symbiant, Support Unit Aban",60,2,361,44,Support
235906,"Lulled Chest Symbiant, Extermination Unit Aban",60,4,361,44,Extermination
236130,"Lulled Chest Symbiant, Support Unit Aban",60,4,361,44,Support
235429,"Lulled Ear Symbiant, Artillery Unit Aban",60,3,361,44,Artillery
235871,"Lulled Ear Symbiant, Extermination Unit Aban",60,3,361,44,Extermination
236097,"Lulled Ear Symbiant, Support Unit Aban",60,3,361,44,Support
236045,"Lulled Feet Symbiant, Extermination Unit Aban",60,7,361,44,Extermination
235820,"Lulled Feet Symbiant, Infantry Unit Aban",60,7,361,44,Infantry
236273,"Lulled Feet Symbiant, Support Unit Aban",60,7,361,44,Support
235482,"Lulled Left Arm Symbiant, Artillery Unit Aban",60,8,361,44,Artillery
235924,"Lulled Left Arm Symbiant, Extermination Unit Aban",60,8,361,44,Extermination
236151,"Lulled Left Arm Symbiant, Support Unit Aban",60,8,361,44,Support
236028,"Lulled Left Hand Symbiant, Extermination Unit Aban",60,10,361,44,Extermination
236257,"Lulled Left Hand Symbiant, Support Unit Aban",60,10,361,44,Support
235534,"Lulled Left Wrist Symbiant, Artillery Unit Aban",60,9,361,44,Artillery
235752,"Lulled Left Wrist Symbiant, Infantry Unit Aban",60,9,361,44,Infantry
236208,"Lulled Left Wrist Symbiant, Support Unit Aban",60,9,361,44,Support
236288,"Lulled Ocular Symbiant, Control Unit Aban",60,1,361,44,Control
235839,"Lulled Ocular Symbiant, Extermination Unit Aban",60,1,361,44,Extermination
235620,"Lulled Ocular Symbiant, Infantry Unit Aban",60,1,361,44,Infantry
235447,"Lulled Right Arm Symbiant, Artillery Unit Aban",60,11,361,44,Artillery
236339,"Lulled Right Arm Symbiant, Control Unit Aban",60,11,361,44,Control
235551,"Lulled Right Hand Symbiant, Artillery Unit Aban",60,13,361,44,Artillery
235769,"Lulled Right Hand Symbiant, Infantry Unit Aban",60,13,361,44,Infantry
236223,"Lulled Right Hand Symbiant, Support Unit Aban",60,13,361,44,Support
235942,"Lulled Right Wrist Symbiant, Extermination Unit Aban",60,12,361,44,Extermination
235718,"Lulled Right Wrist Symbiant, Infantry Unit Aban",60,12,361,44,Infantry
236171,"Lulled Right Wrist Symbiant, Support Unit Aban",60,12,361,44,Support
236241,"Lulled Thigh Symbiant, Support Unit Aban",60,6,361,44,Support
235515,"Lulled Waist Symbiant, Artillery Unit Aban",60,5,361,44,Artillery
236409,"Lulled Waist Symbiant, Control Unit Aban",60,5,361,44,Control
235734,"Lulled Waist Symbiant, Infantry Unit Aban",60,5,361,44,Infantry
236190,"Lulled Waist Symbiant, Support Unit Aban",60,5,361,44,Support
235406,"Moronic Brain Symbiant, Artillery Unit Aban",5,2,36,4,Artillery
236301,"Moronic Brain Symbiant, Control Unit Aban",5,2,36,4,Control
235851,"Moronic Brain Symbiant, Extermination Unit Aban",5,2,36,4,Extermination
235633,"Moronic Brain Symbiant, Infantry Unit Aban",5,2,36,4,Infantry
236076,"Moronic Brain Symbiant, Support Unit Aban",5,2,36,4,Support
235459,"Moronic Chest Symbiant, Artillery Unit Aban",5,4,36,4,Artillery
236351,"Moronic Chest Symbiant, Control Unit Aban",5,4,36,4,Control
235903,"Moronic Chest Symbiant, Extermination Unit Aban",5,4,36,4,Extermination
235682,"Moronic Chest Symbiant, Infantry Unit Aban",5,4,36,4,Infantry
236126,"Moronic Chest Symbiant, Support Unit Aban",5,4,36,4,Support
235424,"Moronic Ear Symbiant, Artillery Unit Aban",5,3,36,4,Artillery
236316,"Moronic Ear Symbiant, Control Unit Aban",5,3,36,4,Control
235868,"Moronic Ear Symbiant, Extermination Unit Aban",5,3,36,4,Extermination
235648,"Moronic Ear Symbiant, Infantry Unit Aban",5,3,36,4,Infantry
236093,"Moronic Ear Symbiant, Support Unit Aban",5,3,36,4,Support
235598,"Moronic Feet Symbiant, Artillery Unit Aban",5,7,36,4,Artillery
236491,"Moronic Feet Symbiant, Control Unit Aban",5,7,36,4,Control
236042,"Moronic Feet Symbiant, Extermination Unit Aban",5,7,36,4,Extermination
235817,"Moronic Feet Symbiant, Infantry Unit Aban",5,7,36,4,Infantry
236270,"Moronic Feet Symbiant, Support Unit Aban",5,7,36,4,Support
235477,"Moronic Left Arm Symbiant, Artillery Unit Aban",5,8,36,4,Artillery
236368,"Moronic Left Arm Symbiant, Control Unit Aban",5,8,36,4,Control
235920,"Moronic Left Arm Symbiant, Extermination Unit Aban",5,8,36,4,Extermination
235698,"Moronic Left Arm Symbiant, Infantry Unit Aban",5,8,36,4,Infantry
236145,"Moronic Left Arm Symbiant, Support Unit Aban",5,8,36,4,Support
235581,"Moronic Left Hand Symbiant, Artillery Unit Aban",5,10,36,4,Artillery
236475,"Moronic Left Hand Symbiant, Control Unit Aban",5,10,36,4,Control
236025,"Moronic Left Hand Symbiant, Extermination Unit Aban",5,10,36,4,Extermination
235800,"Moronic Left Hand Symbiant, Infantry Unit Aban",5,10,36,4,Infantry
236254,"Moronic Left Hand Symbiant, Support Unit Aban",5,10,36,4,Support
235529,"Moronic Left Wrist Symbiant, Artillery Unit Aban",5,9,36,4,Artillery
236422,"Moronic Left Wrist Symbiant, Control Unit Aban",5,9,36,4,Control
235971,"Moronic Left Wrist Symbiant, Extermination Unit Aban",5,9,36,4,Extermination
235748,"Moronic Left Wrist Symbiant, Infantry Unit Aban",5,9,36,4,Infantry
236202,"Moronic Left Wrist Symbiant, Support Unit Aban",5,9,36,4,Support
219125,"Moronic Ocular Symbiant, Artillery Unit Aban",5,1,36,4,Artillery
236286,"Moronic Ocular Symbiant, Control Unit Aban",5,1,36,4,Control
235835,"Moronic Ocular Symbiant, Extermination Unit Aban",5,1,36,4,Extermination
235616,"Moronic Ocular Symbiant, Infantry Unit Aban",5,1,36,4,Infantry
236059,"Moronic Ocular Symbiant, Support Unit Aban",5,1,36,4,Support
235442,"Moronic Right Arm Symbiant, Artillery Unit Aban",5,11,36,4,Artillery
236333,"Moronic Right Arm Symbiant, Control Unit Aban",5,11,36,4,Control
235885,"Moronic Right Arm Symbiant, Extermination Unit Aban",5,11,36,4,Extermination
