# table: implant_matrix
id,shining_id,bright_id,faded_id,ability_id,treat_ql1,ability_ql1,treat_ql200,ability_ql200,treat_ql201,ability_ql201,treat_ql300,ability_ql300
1575,96,13,30,16,11,16,1005,464,1001,476,2051,1231
1576,5,87,29,17,11,16,1005,414,1001,426,2051,1095
1577,12,90,44,20,11,16,1005,414,1001,426,2051,1095
1578,98,73,26,16,11,16,1005,464,1001,476,2051,1231
1579,98,31,64,16,11,16,1005,464,1001,476,2051,1231
1580,0,95,54,16,11,16,1005,464,1001,476,2051,1231
1581,95,48,34,16,11,16,1005,464,1001,476,2051,1231
1582,82,51,12,19,11,6,951,404,1001,426,2051,1095
1583,60,2,97,17,11,16,1005,414,1001,426,2051,1095
1584,66,67,82,19,11,6,951,404,1001,426,2051,1095
1585,24,0,47,18,11,6,951,404,1001,426,2051,1095
1586,0,42,24,18,11,6,951,404,1001,426,2051,1095
1587,19,0,28,18,11,6,951,404,1001,426,2051,1095
1588,0,0,103,21,11,16,1005,464,1001,476,2051,1231
1589,55,16,98,17,11,16,1005,414,1001,426,2051,1095
1590,49,98,106,17,11,16,1005,414,1001,426,2051,1095
1591,39,13,18,17,11,6,951,404,1001,426,2051,1095
1592,100,73,16,16,11,16,1005,464,1001,476,2051,1231
1593,0,0,7,18,11,6,951,404,1001,426,2051,1095
1594,103,97,105,21,11,16,1005,464,1001,476,2051,1231
1595,63,0,56,17,11,6,951,404,1001,426,2051,1095
1596,99,40,35,16,11,16,1005,464,1001,476,2051,1231
1597,55,54,13,17,11,6,951,404,1001,426,2051,1095
1598,44,0,56,17,11,6,951,404,1001,426,2051,1095
1599,48,90,44,17,11,16,1005,414,1001,426,2051,1095
1600,95,29,3,16,11,16,1005,464,1001,476,2051,1231
1601,0,0,104,21,11,16,1005,464,1001,476,2051,1231
1602,95,29,57,16,11,16,1005,464,1001,476,2051,1231
1603,67,3,32,17,11,6,951,404,1001,426,2051,1095
1604,0,29,8,17,11,6,951,404,1001,426,2051,1095
1605,101,103,31,21,11,16,1005,464,1001,476,2051,1231
1606,28,105,89,17,11,16,1005,414,1001,426,2051,1095
1607,80,60,18,17,11,6,951,404,1001,426,2051,1095
1608,61,26,80,19,11,6,951,404,1001,426,2051,1095
1609,86,73,2,19,11,6,951,404,1001,426,2051,1095
1610,0,9,16,17,11,6,951,404,1001,426,2051,1095
1611,55,3,0,17,11,6,951,404,1001,426,2051,1095
1612,2,78,29,16,11,6,951,404,1001,426,2051,1095
1613,81,26,71,19,11,6,951,404,1001,426,2051,1095
1614,79,67,0,17,11,6,951,404,1001,426,2051,1095
1615,5,58,65,17,11,6,951,404,1001,426,2051,1095
1616,94,32,35,16,11,16,1005,464,1001,476,2051,1231
1617,98,0,2,18,11,16,1005,414,1001,426,2051,1095
1618,92,83,37,20,11,16,1005,464,1001,476,2051,1231
1619,100,40,18,16,11,16,1005,464,1001,476,2051,1231
1620,2,17,0,20,11,6,951,404,1001,426,2051,1095
1621,18,22,56,19,11,6,951,404,1001,426,2051,1095
1622,17,42,59,20,11,6,951,404,1001,426,2051,1095
1623,65,42,28,20,11,6,951,404,1001,426,2051,1095
1624,61,86,80,19,11,6,951,404,1001,426,2051,1095
1625,49,0,105,19,11,16,1005,414,1001,426,2051,1095
1626,96,29,2,16,11,16,1005,464,1001,476,2051,1231
1627,94,40,20,16,11,16,1005,464,1001,476,2051,1231
1628,24,27,88,17,11,16,1005,414,1001,426,2051,1095
1629,44,38,83,19,11,6,951,404,1001,426,2051,1095
1630,83,66,73,20,11,6,951,404,1001,426,2051,1095
1631,99,32,34,16,11,16,1005,464,1001,476,2051,1231
1632,14,12,78,16,11,6,951,404,1001,426,2051,1095
1633,47,10,0,19,11,6,951,404,1001,426,2051,1095
1634,61,22,82,19,11,6,951,404,1001,426,2051,1095
1635,34,58,29,17,11,6,951,404,1001,426,2051,1095
1636,0,13,53,20,11,6,951,404,1001,426,2051,1095
1637,103,99,102,21,11,16,1005,464,1001,476,2051,1231
1638,32,89,65,17,11,16,1005,414,1001,426,2051,1095
1639,100,48,2,16,11,16,1005,464,1001,476,2051,1231
1640,74,17,69,17,11,6,951,404,1001,426,2051,1095
1641,58,102,90,17,11,16,1005,414,1001,426,2051,1095
1642,90,65,41,20,11,16,1005,464,1001,476,2051,1231
1643,0,70,0,21,11,6,951,404,1001,426,2051,1095
1644,20,52,82,19,11,6,951,404,1001,426,2051,1095
1645,0,53,86,19,11,6,951,404,1001,426,2051,1095
1646,96,9,26,16,11,16,1005,464,1001,476,2051,1231
1647,0,102,25,21,11,16,1005,464,1001,476,2051,1231
1648,8,20,73,17,11,6,951,404,1001,426,2051,1095
1649,8,37,86,17,11,6,951,404,1001,426,2051,1095
1650,50,45,0,19,11,6,951,404,1001,426,2051,1095
1651,97,74,3,16,11,16,1005,464,1001,476,2051,1231
1652,64,67,82,19,11,6,951,404,1001,426,2051,1095
1653,59,90,0,20,11,16,1005,464,1001,476,2051,1231
1654,34,0,65,20,11,6,951,404,1001,426,2051,1095
1655,50,99,101,17,11,16,1005,414,1001,426,2051,1095
1656,52,0,48,17,11,6,951,404,1001,426,2051,1095
1657,20,67,71,19,11,6,951,404,1001,426,2051,1095
1658,60,8,13,17,11,6,951,404,1001,426,2051,1095
1659,112,86,56,18,11,6,951,404,1001,426,2051,1095
1660,91,21,84,21,11,16,1005,464,1001,476,2051,1231
1661,32,17,69,17,11,6,951,404,1001,426,2051,1095
1662,104,99,101,21,11,16,1005,464,1001,476,2051,1231
1663,0,47,46,18,11,6,951,404,1001,426,2051,1095
1664,67,16,45,17,11,6,951,404,1001,426,2051,1095
1665,101,0,19,18,11,16,1005,414,1001,426,2051,1095
1666,8,81,0,19,11,6,951,404,1001,426,2051,1095
1667,69,91,97,17,11,16,1005,414,1001,426,2051,1095
1668,27,10,15,18,11,6,951,404,1001,426,2051,1095
1669,35,14,44,17,11,6,951,404,1001,426,2051,1095
1670,43,22,56,21,11,6,951,404,1001,426,2051,1095
1671,7,0,92,18,11,16,1005,414,1001,426,2051,1095
1672,74,58,44,17,11,6,951,404,1001,426,2051,1095
1673,67,16,94,17,11,16,1005,414,1001,426,2051,1095
1674,98,73,57,16,11,16,1005,464,1001,476,2051,1231
1675,108,96,101,21,11,16,1005,464,1001,476,2051,1231
1676,104,100,0,16,11,16,1005,464,1001,476,2051,1231
1677,6,28,104,18,11,16,1005,414,1001,426,2051,1095
1678,38,53,79,20,11,6,951,404,1001,426,2051,1095
1679,78,27,47,18,11,6,951,404,1001,426,2051,1095
1680,98,19,34,16,11,16,1005,464,1001,476,2051,1231
1681,80,73,8,17,11,6,951,404,1001,426,2051,1095
1682,98,73,0,17,11,16,1005,414,1001,426,2051,1095
1683,107,96,105,21,11,16,1005,464,1001,476,2051,1231
1684,0,94,0,21,11,16,1005,414,1001,426,2051,1095
1685,106,0,0,18,11,16,1005,414,1001,426,2051,1095
1686,73,0,100,21,11,16,1005,414,1001,426,2051,1095
1687,70,16,13,17,11,6,951,404,1001,426,2051,1095
1688,80,40,57,17,11,6,951,404,1001,426,2051,1095
1689,0,112,47,18,11,6,951,404,1001,426,2051,1095
1690,112,22,71,18,11,6,951,404,1001,426,2051,1095
1691,85,67,56,20,11,6,951,404,1001,426,2051,1095
1692,82,57,0,19,11,6,951,404,1001,426,2051,1095
1693,5,17,65,17,11,6,951,404,1001,426,2051,1095
1694,50,95,102,17,11,16,1005,414,1001,426,2051,1095
1695,80,60,20,17,11,6,951,404,1001,426,2051,1095
1696,106,104,31,21,11,16,1005,464,1001,476,2051,1231
1697,15,17,29,17,11,6,951,404,1001,426,2051,1095
1698,32,58,55,17,11,6,951,404,1001,426,2051,1095
1699,55,0,32,21,11,6,951,404,1001,426,2051,1095
1700,68,37,0,21,11,6,951,404,1001,426,2051,1095
1701,14,77,41,16,11,6,951,404,1001,426,2051,1095
1702,13,22,80,20,11,6,951,404,1001,426,2051,1095
1703,82,35,0,17,11,6,951,404,1001,426,2051,1095
1704,87,2,96,21,11,16,1005,414,1001,426,2051,1095
1705,82,84,12,19,11,6,951,404,1001,426,2051,1095
1706,52,0,109,17,11,16,1005,414,1001,426,2051,1095
1707,61,52,83,19,11,6,951,404,1001,426,2051,1095
1708,71,0,112,17,11,6,951,404,1001,426,2051,1095
1709,47,0,93,17,11,16,1005,414,1001,426,2051,1095
1710,83,84,50,20,11,6,951,404,1001,426,2051,1095
1711,49,100,106,17,11,16,1005,414,1001,426,2051,1095
1712,26,84,21,19,11,6,951,404,1001,426,2051,1095
1713,68,35,0,17,11,6,951,404,1001,426,2051,1095
1714,83,0,63,17,11,6,951,404,1001,426,2051,1095
1715,66,26,0,19,11,6,951,404,1001,426,2051,1095
1716,0,17,29,20,11,6,951,404,1001,426,2051,1095
1717,104,55,68,21,11,16,1005,464,1001,476,2051,1231
1718,2,14,0,16,11,6,951,404,1001,426,2051,1095
1719,38,81,9,20,11,6,951,404,1001,426,2051,1095
1720,69,33,97,17,11,16,1005,414,1001,426,2051,1095
1721,42,41,6,18,11,6,951,404,1001,426,2051,1095
1722,104,98,102,21,11,16,1005,464,1001,476,2051,1231
1723,76,36,51,18,11,6,951,404,1001,426,2051,1095
1724,17,11,28,20,11,6,951,404,1001,426,2051,1095
1725,0,14,0,20,11,6,951,404,1001,426,2051,1095
1726,68,84,86,17,11,6,951,404,1001,426,2051,1095
1727,80,19,57,17,11,6,951,404,1001,426,2051,1095
1728,97,31,16,16,11,16,1005,464,1001,476,2051,1231
1729,49,70,101,17,11,16,1005,414,1001,426,2051,1095
1730,8,35,60,17,11,6,951,404,1001,426,2051,1095
1731,28,0,0,17,11,6,951,404,1001,426,2051,1095
1732,62,86,0,19,11,6,951,404,1001,426,2051,1095
1733,78,28,11,18,11,6,951,404,1001,426,2051,1095
1734,96,29,8,16,11,16,1005,464,1001,476,2051,1231
1735,39,19,0,18,11,6,951,404,1001,426,2051,1095
1736,96,60,53,16,11,16,1005,464,1001,476,2051,1231
1737,64,86,56,19,11,6,951,404,1001,426,2051,1095
1738,69,33,95,17,11,16,1005,414,1001,426,2051,1095
1739,86,48,0,17,11,6,951,404,1001,426,2051,1095
1740,76,10,109,18,11,16,1005,414,1001,426,2051,1095
1741,87,91,32,21,11,16,1005,414,1001,426,2051,1095
1742,5,90,69,17,11,16,1005,414,1001,426,2051,1095
1743,103,97,68,21,11,16,1005,464,1001,476,2051,1231
1744,39,9,57,17,11,6,951,404,1001,426,2051,1095
1745,16,78,55,18,11,6,951,404,1001,426,2051,1095
1746,55,8,97,17,11,16,1005,414,1001,426,2051,1095
1747,60,16,98,17,11,16,1005,414,1001,426,2051,1095
1748,105,108,39,21,11,16,1005,464,1001,476,2051,1231
1749,80,32,81,17,11,6,951,404,1001,426,2051,1095
1750,83,72,50,20,11,6,951,404,1001,426,2051,1095
1751,0,3,0,17,11,6,951,404,1001,426,2051,1095
1752,99,60,3,16,11,16,1005,464,1001,476,2051,1231
1753,91,82,85,21,11,16,1005,464,1001,476,2051,1231
1754,54,67,80,21,11,6,951,404,1001,426,2051,1095
1755,65,0,59,18,11,6,951,404,1001,426,2051,1095
1756,82,84,50,19,11,6,951,404,1001,426,2051,1095
1757,26,62,73,19,11,6,951,404,1001,426,2051,1095
1758,100,48,3,16,11,16,1005,464,1001,476,2051,1231
1759,61,0,80,17,11,6,951,404,1001,426,2051,1095
1760,19,42,33,18,11,6,951,404,1001,426,2051,1095
1761,78,46,108,18,11,16,1005,414,1001,426,2051,1095
1762,0,0,32,17,11,6,951,404,1001,426,2051,1095
1763,38,85,63,20,11,6,951,404,1001,426,2051,1095
1764,0,17,0,20,11,6,951,404,1001,426,2051,1095
1765,72,22,71,21,11,6,951,404,1001,426,2051,1095
1766,91,83,62,21,11,16,1005,464,1001,476,2051,1231
1767,0,84,40,20,11,6,951,404,1001,426,2051,1095
1768,55,2,98,17,11,16,1005,414,1001,426,2051,1095
1769,27,41,4,18,11,6,951,404,1001,426,2051,1095
1770,0,45,105,19,11,16,1005,414,1001,426,2051,1095
1771,49,69,0,17,11,6,951,404,1001,426,2051,1095
1772,0,64,21,19,11,6,951,404,1001,426,2051,1095
1773,96,0,16,18,11,16,1005,414,1001,426,2051,1095
1774,112,22,82,18,11,6,951,404,1001,426,2051,1095
1775,33,17,0,20,11,6,951,404,1001,426,2051,1095
1776,83,20,86,20,11,6,951,404,1001,426,2051,1095
1777,99,31,18,16,11,16,1005,464,1001,476,2051,1231
1778,0,61,48,19,11,6,951,404,1001,426,2051,1095
1779,16,0,69,20,11,6,951,404,1001,426,2051,1095
1780,68,0,63,17,11,6,951,404,1001,426,2051,1095
1781,100,48,26,16,11,16,1005,464,1001,476,2051,1231
1782,26,20,75,19,11,6,951,404,1001,426,2051,1095
1783,38,34,9,20,11,6,951,404,1001,426,2051,1095
1784,9,17,29,17,11,6,951,404,1001,426,2051,1095
1785,43,86,0,19,11,6,951,404,1001,426,2051,1095
1786,0,60,3,17,11,6,951,404,1001,426,2051,1095
1787,80,74,18,17,11,6,951,404,1001,426,2051,1095
1788,0,77,0,20,11,6,951,404,1001,426,2051,1095
1789,13,52,82,20,11,6,951,404,1001,426,2051,1095
1790,43,22,71,21,11,6,951,404,1001,426,2051,1095
1791,49,69,68,17,11,6,951,404,1001,426,2051,1095
1792,0,3,32,17,11,6,951,404,1001,426,2051,1095
1793,98,9,81,16,11,16,1005,464,1001,476,2051,1231
1794,86,73,34,19,11,6,951,404,1001,426,2051,1095
1795,34,78,0,18,11,6,951,404,1001,426,2051,1095
1796,49,99,54,17,11,16,1005,414,1001,426,2051,1095
1797,103,96,106,21,11,16,1005,464,1001,476,2051,1231
1798,49,99,102,17,11,16,1005,414,1001,426,2051,1095
1799,64,52,71,19,11,6,951,404,1001,426,2051,1095
1800,0,63,61,19,11,6,951,404,1001,426,2051,1095
1801,86,0,3,18,11,6,951,404,1001,426,2051,1095
1802,5,78,65,17,11,6,951,404,1001,426,2051,1095
1803,0,54,13,21,11,6,951,404,1001,426,2051,1095
1804,51,0,82,17,11,6,951,404,1001,426,2051,1095
1805,31,38,0,20,11,6,951,404,1001,426,2051,1095
1806,0,27,70,18,11,6,951,404,1001,426,2051,1095
1807,83,35,0,17,11,6,951,404,1001,426,2051,1095
1808,58,92,87,17,11,16,1005,414,1001,426,2051,1095
1809,75,106,90,17,11,16,1005,414,1001,426,2051,1095
1810,2,17,29,16,11,6,951,404,1001,426,2051,1095
1811,38,57,50,20,11,6,951,404,1001,426,2051,1095
1812,39,13,16,17,11,6,951,404,1001,426,2051,1095
1813,83,84,21,20,11,6,951,404,1001,426,2051,1095
1814,98,19,81,16,11,16,1005,464,1001,476,2051,1231
1815,39,19,2,17,11,6,951,404,1001,426,2051,1095
1816,80,79,20,17,11,6,951,404,1001,426,2051,1095
1817,6,0,108,18,11,16,1005,414,1001,426,2051,1095
1818,38,0,73,17,11,6,951,404,1001,426,2051,1095
1819,48,78,55,17,11,6,951,404,1001,426,2051,1095
1820,32,78,55,17,11,6,951,404,1001,426,2051,1095
1821,35,87,65,17,11,16,1005,414,1001,426,2051,1095
1822,39,13,34,17,11,6,951,404,1001,426,2051,1095
1823,10,52,80,19,11,6,951,404,1001,426,2051,1095
1824,0,20,21,19,11,6,951,404,1001,426,2051,1095
1825,38,51,63,20,11,6,951,404,1001,426,2051,1095
1826,81,86,82,19,11,6,951,404,1001,426,2051,1095
1827,83,51,21,20,11,6,951,404,1001,426,2051,1095
1828,42,41,72,18,11,6,951,404,1001,426,2051,1095
1829,9,0,0,20,11,6,951,404,1001,426,2051,1095
1830,56,0,38,20,11,6,951,404,1001,426,2051,1095
1831,26,18,40,19,11,6,951,404,1001,426,2051,1095
1832,65,0,33,18,11,6,951,404,1001,426,2051,1095
1833,8,64,40,17,11,6,951,404,1001,426,2051,1095
1834,0,41,51,19,11,6,951,404,1001,426,2051,1095
1835,19,47,24,18,11,6,951,404,1001,426,2051,1095
1836,33,87,29,16,11,16,1005,414,1001,426,2051,1095
1837,38,64,12,20,11,6,951,404,1001,426,2051,1095
1838,20,38,0,20,11,6,951,404,1001,426,2051,1095
1839,0,40,18,19,11,6,951,404,1001,426,2051,1095
1840,0,48,8,17,11,6,951,404,1001,426,2051,1095
1841,50,0,54,19,11,6,951,404,1001,426,2051,1095
1842,50,99,106,17,11,16,1005,414,1001,426,2051,1095
1843,0,20,9,19,11,6,951,404,1001,426,2051,1095
1844,107,0,102,19,11,16,1005,414,1001,426,2051,1095
1845,0,25,7,17,11,6,951,404,1001,426,2051,1095
1846,0,62,73,19,11,6,951,404,1001,426,2051,1095
1847,0,0,52,21,11,6,951,404,1001,426,2051,1095
1848,54,67,71,21,11,6,951,404,1001,426,2051,1095
1849,52,10,43,21,11,6,951,404,1001,426,2051,1095
1850,0,66,50,19,11,6,951,404,1001,426,2051,1095
1851,45,0,56,17,11,6,951,404,1001,426,2051,1095
1852,87,0,0,17,11,16,1005,414,1001,426,2051,1095
1853,0,94,105,16,11,16,1005,464,1001,476,2051,1231
1854,0,6,10,18,11,6,951,404,1001,426,2051,1095
1855,26,49,63,19,11,6,951,404,1001,426,2051,1095
1856,78,28,91,18,11,16,1005,414,1001,426,2051,1095
1857,26,34,50,19,11,6,951,404,1001,426,2051,1095
1858,83,51,12,20,11,6,951,404,1001,426,2051,1095
1859,47,41,6,18,11,6,951,404,1001,426,2051,1095
1860,12,90,55,20,11,16,1005,414,1001,426,2051,1095
1861,5,78,55,17,11,6,951,404,1001,426,2051,1095
1862,62,38,82,19,11,6,951,404,1001,426,2051,1095
1863,0,77,41,18,11,6,951,404,1001,426,2051,1095
1864,25,76,103,17,11,16,1005,414,1001,426,2051,1095
1865,63,26,83,19,11,6,951,404,1001,426,2051,1095
1866,17,42,33,20,11,6,951,404,1001,426,2051,1095
1867,87,16,97,21,11,16,1005,414,1001,426,2051,1095
1868,12,78,44,20,11,6,951,404,1001,426,2051,1095
1869,96,40,67,16,11,16,1005,464,1001,476,2051,1231
1870,96,40,34,16,11,16,1005,464,1001,476,2051,1231
1871,0,29,81,17,11,6,951,404,1001,426,2051,1095
1872,75,7,90,17,11,16,1005,414,1001,426,2051,1095
1873,26,35,63,19,11,6,951,404,1001,426,2051,1095
1874,0,90,29,20,11,16,1005,464,1001,476,2051,1231
1875,50,97,54,17,11,16,1005,414,1001,426,2051,1095
1876,0,42,0,17,11,6,951,404,1001,426,2051,1095
1877,60,50,13,17,11,6,951,404,1001,426,2051,1095
1878,97,48,53,16,11,16,1005,464,1001,476,2051,1231
1879,89,65,17,20,11,16,1005,464,1001,476,2051,1231
1880,96,48,81,16,11,16,1005,464,1001,476,2051,1231
1881,56,82,61,20,11,6,951,404,1001,426,2051,1095
1882,83,51,79,20,11,6,951,404,1001,426,2051,1095
1883,55,8,13,17,11,6,951,404,1001,426,2051,1095
1884,92,83,62,20,11,16,1005,464,1001,476,2051,1231
1885,89,0,41,20,11,16,1005,414,1001,426,2051,1095
1886,34,14,55,17,11,6,951,404,1001,426,2051,1095
1887,3,14,44,17,11,6,951,404,1001,426,2051,1095
1888,100,29,3,16,11,16,1005,464,1001,476,2051,1231
1889,97,73,34,16,11,16,1005,464,1001,476,2051,1231
1890,82,56,79,19,11,6,951,404,1001,426,2051,1095
1891,49,100,102,17,11,16,1005,414,1001,426,2051,1095
1892,0,107,0,18,11,16,1005,414,1001,426,2051,1095
1893,101,93,19,21,11,16,1005,464,1001,476,2051,1231
1894,86,9,35,19,11,6,951,404,1001,426,2051,1095
1895,3,90,65,17,11,16,1005,414,1001,426,2051,1095
1896,0,56,63,20,11,6,951,404,1001,426,2051,1095
1897,98,0,35,18,11,16,1005,414,1001,426,2051,1095
1898,8,49,12,17,11,6,951,404,1001,426,2051,1095
1899,0,0,54,21,11,6,951,404,1001,426,2051,1095
1900,25,76,108,17,11,16,1005,414,1001,426,2051,1095
1901,28,88,90,17,11,16,1005,414,1001,426,2051,1095
1902,109,112,70,21,11,16,1005,464,1001,476,2051,1231
1903,93,112,92,19,11,16,1005,464,1001,476,2051,1231
1904,39,48,35,17,11,6,951,404,1001,426,2051,1095
1905,36,76,103,17,11,16,1005,414,1001,426,2051,1095
1906,50,0,102,19,11,16,1005,414,1001,426,2051,1095
1907,82,49,9,19,11,6,951,404,1001,426,2051,1095
1908,38,84,50,20,11,6,951,404,1001,426,2051,1095
1909,0,62,40,19,11,6,951,404,1001,426,2051,1095
1910,9,17,44,17,11,6,951,404,1001,426,2051,1095
1911,22,0,6,17,11,6,951,404,1001,426,2051,1095
1912,22,41,43,21,11,6,951,404,1001,426,2051,1095
1913,20,26,83,19,11,6,951,404,1001,426,2051,1095
1914,29,104,66,17,11,16,1005,414,1001,426,2051,1095
1915,19,71,7,18,11,6,951,404,1001,426,2051,1095
1916,21,0,89,17,11,16,1005,414,1001,426,2051,1095
1917,63,38,82,19,11,6,951,404,1001,426,2051,1095
1918,70,2,98,17,11,16,1005,414,1001,426,2051,1095
1919,105,108,31,21,11,16,1005,464,1001,476,2051,1231
1920,8,85,50,17,11,6,951,404,1001,426,2051,1095
1921,55,33,94,17,11,16,1005,414,1001,426,2051,1095
1922,94,31,18,16,11,16,1005,464,1001,476,2051,1231
1923,82,35,63,19,11,6,951,404,1001,426,2051,1095
1924,30,11,74,18,11,6,951,404,1001,426,2051,1095
1925,99,29,26,16,11,16,1005,464,1001,476,2051,1231
1926,101,109,39,21,11,16,1005,464,1001,476,2051,1231
1927,76,41,51,18,11,6,951,404,1001,426,2051,1095
1928,26,53,75,19,11,6,951,404,1001,426,2051,1095
1929,38,20,86,20,11,6,951,404,1001,426,2051,1095
1930,98,60,35,16,11,16,1005,464,1001,476,2051,1231
1931,53,67,80,19,11,6,951,404,1001,426,2051,1095
1932,100,31,57,16,11,16,1005,464,1001,476,2051,1231
1933,49,45,68,17,11,6,951,404,1001,426,2051,1095
1934,96,31,16,16,11,16,1005,464,1001,476,2051,1231
1935,50,70,106,17,11,16,1005,414,1001,426,2051,1095
1936,82,18,21,19,11,6,951,404,1001,426,2051,1095
1937,0,10,0,16,11,6,951,404,1001,426,2051,1095
1938,5,89,29,17,11,16,1005,414,1001,426,2051,1095
1939,26,66,73,19,11,6,951,404,1001,426,2051,1095
1940,17,0,28,18,11,6,951,404,1001,426,2051,1095
1941,97,40,26,16,11,16,1005,464,1001,476,2051,1231
1942,0,14,69,16,11,6,951,404,1001,426,2051,1095
1943,54,67,56,21,11,6,951,404,1001,426,2051,1095
1944,70,91,49,17,11,16,1005,414,1001,426,2051,1095
1945,0,43,10,21,11,6,951,404,1001,426,2051,1095
1946,98,40,81,16,11,16,1005,464,1001,476,2051,1231
1947,85,26,82,20,11,6,951,404,1001,426,2051,1095
1948,99,9,30,16,11,16,1005,464,1001,476,2051,1231
1949,96,74,67,16,11,16,1005,464,1001,476,2051,1231
1950,7,76,91,18,11,16,1005,414,1001,426,2051,1095
1951,68,18,73,17,11,6,951,404,1001,426,2051,1095
1952,65,6,22,20,11,6,951,404,1001,426,2051,1095
1953,55,3,96,17,11,16,1005,414,1001,426,2051,1095
1954,59,78,0,18,11,6,951,404,1001,426,2051,1095
1955,73,8,99,17,11,16,1005,414,1001,426,2051,1095
1956,108,96,105,21,11,16,1005,464,1001,476,2051,1231
1957,49,45,102,17,11,16,1005,414,1001,426,2051,1095
1958,102,109,31,21,11,16,1005,464,1001,476,2051,1231
1959,38,56,60,20,11,6,951,404,1001,426,2051,1095
1960,18,52,82,19,11,6,951,404,1001,426,2051,1095
1961,60,50,49,17,11,6,951,404,1001,426,2051,1095
1962,31,0,71,17,11,6,951,404,1001,426,2051,1095
1963,39,73,2,17,11,6,951,404,1001,426,2051,1095
1964,0,47,24,18,11,6,951,404,1001,426,2051,1095
1965,43,52,56,21,11,6,951,404,1001,426,2051,1095
1966,91,21,85,21,11,16,1005,464,1001,476,2051,1231
1967,64,67,0,17,11,6,951,404,1001,426,2051,1095
1968,82,53,9,19,11,6,951,404,1001,426,2051,1095
1969,24,27,70,17,11,6,951,404,1001,426,2051,1095
1970,82,37,86,19,11,6,951,404,1001,426,2051,1095
1971,96,19,20,16,11,16,1005,464,1001,476,2051,1231
1972,5,78,0,18,11,6,951,404,1001,426,2051,1095
1973,49,0,102,19,11,16,1005,414,1001,426,2051,1095
1974,82,37,75,19,11,6,951,404,1001,426,2051,1095
1975,97,31,57,16,11,16,1005,464,1001,476,2051,1231
1976,104,0,68,19,11,16,1005,414,1001,426,2051,1095
1977,49,95,54,17,11,16,1005,414,1001,426,2051,1095
1978,0,0,75,17,11,6,951,404,1001,426,2051,1095
1979,0,102,0,17,11,16,1005,414,1001,426,2051,1095
1980,17,0,10,18,11,6,951,404,1001,426,2051,1095
1981,67,91,100,17,11,16,1005,414,1001,426,2051,1095
1982,55,75,94,17,11,16,1005,414,1001,426,2051,1095
1983,83,37,63,20,11,6,951,404,1001,426,2051,1095
1984,39,19,8,17,11,6,951,404,1001,426,2051,1095
1985,70,33,94,17,11,16,1005,414,1001,426,2051,1095
1986,40,38,83,19,11,6,951,404,1001,426,2051,1095
1987,0,0,10,19,11,6,951,404,1001,426,2051,1095
1988,24,46,92,17,11,16,1005,414,1001,426,2051,1095
1989,97,0,35,18,11,16,1005,414,1001,426,2051,1095
1990,86,29,18,19,11,6,951,404,1001,426,2051,1095
1991,100,29,26,16,11,16,1005,464,1001,476,2051,1231
1992,26,49,79,19,11,6,951,404,1001,426,2051,1095
1993,0,62,63,19,11,6,951,404,1001,426,2051,1095
1994,96,40,18,16,11,16,1005,464,1001,476,2051,1231
1995,70,75,94,17,11,16,1005,414,1001,426,2051,1095
1996,106,103,39,21,11,16,1005,464,1001,476,2051,1231
1997,0,61,0,16,11,6,951,404,1001,426,2051,1095
1998,61,52,0,21,11,6,951,404,1001,426,2051,1095
1999,94,31,3,16,11,16,1005,464,1001,476,2051,1231
2000,83,57,73,20,11,6,951,404,1001,426,2051,1095
2001,96,9,35,16,11,16,1005,464,1001,476,2051,1231
2002,0,16,98,18,11,16,1005,414,1001,426,2051,1095
2003,99,13,0,20,11,16,1005,414,1001,426,2051,1095
2004,43,52,0,21,11,6,951,404,1001,426,2051,1095
2005,0,31,67,20,11,6,951,404,1001,426,2051,1095
2006,95,32,20,16,11,16,1005,464,1001,476,2051,1231
2007,8,20,9,17,11,6,951,404,1001,426,2051,1095
2008,108,69,105,21,11,16,1005,464,1001,476,2051,1231
2009,97,73,81,16,11,16,1005,464,1001,476,2051,1231
2010,30,42,27,18,11,6,951,404,1001,426,2051,1095
2011,73,91,49,17,11,16,1005,414,1001,426,2051,1095
2012,56,63,38,20,11,6,951,404,1001,426,2051,1095
2013,99,48,3,16,11,16,1005,464,1001,476,2051,1231
2014,35,89,29,17,11,16,1005,414,1001,426,2051,1095
2015,103,0,102,19,11,16,1005,414,1001,426,2051,1095
2016,15,0,0,20,11,6,951,404,1001,426,2051,1095
2017,80,19,8,17,11,6,951,404,1001,426,2051,1095
2018,103,94,68,21,11,16,1005,464,1001,476,2051,1231
2019,97,0,53,18,11,16,1005,414,1001,426,2051,1095
2020,58,92,25,17,11,16,1005,414,1001,426,2051,1095
2021,0,0,43,21,11,6,951,404,1001,426,2051,1095
2022,55,91,32,17,11,16,1005,414,1001,426,2051,1095
2023,39,73,35,17,11,6,951,404,1001,426,2051,1095
2024,107,0,101,19,11,16,1005,414,1001,426,2051,1095
2025,0,64,40,19,11,6,951,404,1001,426,2051,1095
2026,106,80,66,21,11,16,1005,464,1001,476,2051,1231
2027,73,91,95,17,11,16,1005,414,1001,426,2051,1095
2028,83,85,73,20,11,6,951,404,1001,426,2051,1095
2029,38,85,0,20,11,6,951,404,1001,426,2051,1095
2030,105,30,66,21,11,16,1005,464,1001,476,2051,1231
2031,112,0,71,17,11,6,951,404,1001,426,2051,1095
