# table: symbiant_ability_matrix
symbiant_id,ability_id,amount
235851,18,12
235851,19,12
235851,21,12
235633,16,12
235633,18,12
235633,19,12
236076,17,12
236076,19,12
236076,20,12
235459,16,12
235459,17,12
235459,21,12
236351,18,12
236351,19,12
236351,21,12
235903,18,12
235903,19,12
235903,21,12
235682,16,12
235682,17,12
235682,18,12
236126,17,12
236126,18,12
236126,20,12
235424,16,12
235424,17,12
235424,20,12
236316,17,12
236316,19,12
236316,21,12
235868,16,12
235868,19,12
235868,21,12
235648,16,12
235648,18,12
235648,20,12
236093,17,12
236093,19,12
236093,20,12
235598,16,12
235598,17,12
235598,20,12
236491,19,12
236491,20,12
236491,21,12
236042,17,12
236042,19,12
236042,21,12
235817,16,12
235817,18,12
235817,21,12
236270,17,12
236270,18,12
236270,20,12
235477,16,12
235477,17,12
235477,21,12
236368,19,12
236368,20,12
236368,21,12
235920,16,12
235920,19,12
235920,21,12
235698,16,12
235698,18,12
235698,21,12
236145,17,12
236145,20,12
236145,21,12
235581,16,12
235581,17,12
235581,19,12
236475,18,12
236475,19,12
236475,21,12
236025,16,12
236025,19,12
236025,21,12
235800,16,12
235800,17,12
235800,18,12
236254,17,12
236254,20,12
236254,21,12
235529,16,12
235529,17,12
235529,19,12
236422,19,12
236422,20,12
236422,21,12
235971,17,12
235971,19,12
235971,21,12
235748,16,12
235748,18,12
235748,20,12
236202,17,12
236202,19,12
236202,20,12
219125,16,12
219125,17,12
219125,20,12
236286,19,12
236286,20,12
236286,21,12
235835,19,12
235835,20,12
235835,21,12
235616,16,12
235616,18,12
235616,20,12
236059,16,12
236059,17,12
236059,20,12
235442,16,12
235442,17,12
235442,18,12
236333,16,12
236333,19,12
236333,21,12
235885,17,12
235885,19,12
235885,21,12
235665,16,12
235665,17,12
235665,18,12
236110,16,12
236110,17,12
236110,20,12
235546,16,12
235546,17,12
235546,21,12
236439,16,12
236439,19,12
236439,21,12
235989,18,12
235989,19,12
235989,21,12
235765,16,12
235765,18,12
235765,20,12
236220,16,12
236220,17,12
236220,20,12
235494,16,12
235494,17,12
235494,20,12
236386,16,12
236386,19,12
236386,21,12
235937,19,12
235937,20,12
235937,21,12
235715,16,12
235715,18,12
235715,21,12
236166,17,12
236166,20,12
236166,21,12
235564,16,12
235564,17,12
235564,18,12
236457,17,12
236457,19,12
236457,21,12
236007,19,12
236007,20,12
236007,21,12
235783,16,12
235783,18,12
235783,19,12
236237,17,12
236237,19,12
236237,20,12
235511,16,12
235511,17,12
235511,18,12
236404,17,12
236404,19,12
236404,21,12
235954,16,12
235954,19,12
235954,21,12
235731,16,12
235731,18,12
235731,19,12
236185,16,12
236185,17,12
236185,20,12
235410,16,181
235410,17,181
235410,19,181
236305,17,181
236305,19,181
236305,21,181
235464,16,181
235464,17,181
235464,21,181
236356,18,181
236356,19,181
236356,21,181
235686,16,181
235686,17,181
235686,18,181
235430,16,181
235430,17,181
235430,20,181
235872,16,181
235872,19,181
235872,21,181
235603,16,181
235603,17,181
235603,20,181
235821,16,181
235821,18,181
235821,21,181
236274,17,181
236274,18,181
236274,20,181
235483,16,181
235483,17,181
235483,21,181
235704,16,181
235704,18,181
235704,21,181
235584,16,181
235584,17,181
235584,19,181
235804,16,181
235804,17,181
235804,18,181
236258,17,181
236258,20,181
236258,21,181
236290,19,181
236290,20,181
236290,21,181
236064,16,181
236064,17,181
236064,20,181
235449,16,181
235449,17,181
235449,18,181
235667,16,181
235667,17,181
235667,18,181
235552,16,181
235552,17,181
235552,21,181
235993,18,181
235993,19,181
235993,21,181
235771,16,181
235771,18,181
235771,20,181
235944,19,181
235944,20,181
235944,21,181
235720,16,181
235720,18,181
235720,21,181
236173,17,181
236173,20,181
236173,21,181
235568,16,181
235568,17,181
235568,18,181
236462,17,181
236462,19,181
236462,21,181
236012,19,181
236012,20,181
236012,21,181
235786,16,181
235786,18,181
235786,19,181
236410,17,181
236410,19,181
236410,21,181
236302,17,57
236302,19,57
236302,21,57
235853,18,57
235853,19,57
235853,21,57
235636,16,57
235636,18,57
235636,19,57
236077,17,57
236077,19,57
236077,20,57
235904,18,57
235904,19,57
235904,21,57
235649,16,57
235649,18,57
235649,20,57
236493,19,57
236493,20,57
236493,21,57
235701,16,57
235701,18,57
235701,21,57
236148,17,57
236148,20,57
236148,21,57
235583,16,57
235583,17,57
235583,19,57
236477,18,57
236477,19,57
236477,21,57
236256,17,57
236256,20,57
236256,21,57
235532,16,57
235532,17,57
235532,19,57
235749,16,57
235749,18,57
235749,20,57
236206,17,57
236206,19,57
236206,20,57
235617,16,57
235617,18,57
235617,20,57
235444,16,57
235444,17,57
235444,18,57
236337,16,57
236337,19,57
236337,21,57
235888,17,57
235888,19,57
235888,21,57
236112,16,57
236112,17,57
236112,20,57
235549,16,57
235549,17,57
235549,21,57
236222,16,57
236222,17,57
236222,20,57
235497,16,57
235497,17,57
235497,20,57
236390,16,57
236390,19,57
236390,21,57
235940,19,57
235940,20,57
235940,21,57
235717,16,57
235717,18,57
235717,21,57
235567,16,57
235567,17,57
235567,18,57
236459,17,57
236459,19,57
236459,21,57
235785,16,57
235785,18,57
235785,19,57
236240,17,57
236240,19,57
236240,20,57
235512,16,57
235512,17,57
235512,18,57
235733,16,57
235733,18,57
235733,19,57
236188,16,57
236188,17,57
236188,20,57
235412,16,249
235412,17,249
235412,19,249
236306,17,249
236306,19,249
236306,21,249
235639,16,249
235639,18,249
235639,19,249
236357,18,249
236357,19,249
236357,21,249
235908,18,249
235908,19,249
235908,21,249
236132,17,249
236132,18,249
236132,20,249
235432,16,249
235432,17,249
235432,20,249
236321,17,249
236321,19,249
236321,21,249
236101,17,249
236101,19,249
236101,20,249
236496,19,249
236496,20,249
236496,21,249
236048,17,249
236048,19,249
236048,21,249
235823,16,249
235823,18,249
235823,21,249
236374,19,249
236374,20,249
236374,21,249
235926,16,249
235926,19,249
235926,21,249
235707,16,249
235707,18,249
235707,21,249
235586,16,249
235586,17,249
235586,19,249
236482,18,249
236482,19,249
236482,21,249
236031,16,249
236031,19,249
236031,21,249
236260,17,249
236260,20,249
236260,21,249
235976,17,249
235976,19,249
235976,21,249
236211,17,249
236211,19,249
236211,20,249
235841,19,249
235841,20,249
235841,21,249
235554,16,249
235554,17,249
235554,21,249
236446,16,249
236446,19,249
236446,21,249
236227,16,249
236227,17,249
236227,20,249
235946,19,249
235946,20,249
235946,21,249
236175,17,249
236175,20,249
236175,21,249
235569,16,249
235569,17,249
235569,18,249
235789,16,249
235789,18,249
235789,19,249
235517,16,249
235517,17,249
235517,18,249
236411,17,249
236411,19,249
236411,21,249
235737,16,249
235737,18,249
235737,19,249
236193,16,249
236193,17,249
236193,20,249
235418,16,716
235418,17,716
235418,19,716
235862,18,716
235862,19,716
235862,21,716
236086,17,716
236086,19,716
236086,20,716
235914,18,716
235914,19,716
235914,21,716
235693,16,716
235693,17,716
235693,18,716
236328,17,716
236328,19,716
236328,21,716
236106,17,716
236106,19,716
236106,20,716
236502,19,716
236502,20,716
236502,21,716
236052,17,716
236052,19,716
236052,21,716
235488,16,716
235488,17,716
235488,21,716
236378,19,716
236378,20,716
236378,21,716
235710,16,716
235710,18,716
235710,21,716
235591,16,716
235591,17,716
235591,19,716
236036,16,716
236036,19,716
236036,21,716
236267,17,716
236267,20,716
236267,21,716
236431,19,716
236431,20,716
236431,21,716
235983,17,716
235983,19,716
235983,21,716
236216,17,716
236216,19,716
236216,20,716
219140,16,716
219140,17,716
219140,20,716
236295,19,716
236295,20,716
236295,21,716
235626,16,716
235626,18,716
235626,20,716
235456,16,716
235456,17,716
235456,18,716
236344,16,716
236344,19,716
236344,21,716
235676,16,716
235676,17,716
235676,18,716
235558,16,716
235558,17,716
235558,21,716
236453,16,716
236453,19,716
236453,21,716
236002,18,716
236002,19,716
236002,21,716
235777,16,716
235777,18,716
235777,20,716
236397,16,716
236397,19,716
236397,21,716
236180,17,716
236180,20,716
236180,21,716
236470,17,716
236470,19,716
236470,21,716
235794,16,716
235794,18,716
235794,19,716
236417,17,716
236417,19,716
236417,21,716
235742,16,716
235742,18,716
235742,19,716
236198,16,716
236198,17,716
236198,20,716
235413,16,271
235413,17,271
235413,19,271
235857,18,271
235857,19,271
235857,21,271
236082,17,271
236082,19,271
236082,20,271
236133,17,271
236133,18,271
236133,20,271
235874,16,271
235874,19,271
235874,21,271
236497,19,271
236497,20,271
236497,21,271
235824,16,271
235824,18,271
235824,21,271
236276,17,271
236276,18,271
236276,20,271
235927,16,271
235927,19,271
235927,21,271
236154,17,271
236154,20,271
236154,21,271
235587,16,271
235587,17,271
235587,19,271
235805,16,271
235805,17,271
235805,18,271
236261,17,271
236261,20,271
236261,21,271
235536,16,271
235536,17,271
235536,19,271
236426,19,271
236426,20,271
236426,21,271
235977,17,271
235977,19,271
235977,21,271
235622,16,271
235622,18,271
235622,20,271
236066,16,271
236066,17,271
236066,20,271
235451,16,271
235451,17,271
235451,18,271
235892,17,271
235892,19,271
235892,21,271
235670,16,271
235670,17,271
235670,18,271
236114,16,271
236114,17,271
236114,20,271
235995,18,271
235995,19,271
235995,21,271
235947,19,271
235947,20,271
235947,21,271
235721,16,271
235721,18,271
235721,21,271
235518,16,271
235518,17,271
235518,18,271
235960,16,271
235960,19,271
235960,21,271
236194,16,271
236194,17,271
236194,20,271
305057,17,6
305057,16,6
305057,19,6
305058,17,800
305058,16,800
305058,19,800
305117,19,6
305117,21,6
305117,17,6
305118,19,800
305118,21,800
305118,17,800
305143,19,6
305143,21,6
305143,18,6
305144,19,800
305144,21,800
305144,18,800
305169,18,6
305169,16,6
305169,19,6
305170,18,800
305170,16,800
305170,19,800
305195,17,6
305195,20,6
305195,19,6
305196,17,800
305196,20,800
305196,19,800
305063,17,6
305063,16,6
305063,21,6
305064,17,800
305064,16,800
305064,21,800
305149,19,6
305149,21,6
305149,18,6
305150,19,800
305150,21,800
305150,18,800
305175,18,6
305175,16,6
305175,17,6
305176,18,800
305176,16,800
305176,17,800
305201,17,6
305201,20,6
305201,18,6
305202,17,800
305202,20,800
305202,18,800
305123,19,6
305123,21,6
305123,18,6
305124,19,800
305124,21,800
305124,18,800
305061,17,6
305061,16,6
305061,20,6
305062,17,800
305062,16,800
305062,20,800
305121,19,6
305121,21,6
305121,17,6
305122,19,800
305122,21,800
305122,17,800
305147,19,6
305147,21,6
305147,16,6
305148,19,800
305148,21,800
305148,16,800
305173,18,6
305173,16,6
305173,20,6
305174,18,800
305174,16,800
305174,20,800
305199,17,6
305199,20,6
305199,19,6
305200,17,800
305200,20,800
305200,19,800
305115,17,6
305115,16,6
305115,20,6
305116,17,800
305116,16,800
305116,20,800
305141,19,6
305141,21,6
305141,17,6
305142,19,800
305142,21,800
305142,17,800
305167,19,6
305167,21,6
305167,17,6
305168,19,800
305168,21,800
305168,17,800
305193,18,6
305193,16,6
305193,21,6
305194,18,800
305194,16,800
305194,21,800
305219,17,6
305219,20,6
305219,18,6
305220,17,800
305220,20,800
305220,18,800
305065,17,6
305065,16,6
305065,21,6
305066,17,800
305066,16,800
305066,21,800
305125,19,6
305125,21,6
305125,20,6
305126,19,800
305126,21,800
305126,20,800
305151,19,6
305151,21,6
305151,16,6
305152,19,800
305152,21,800
305152,16,800
305177,18,6
305177,16,6
305177,21,6
305178,18,800
305178,16,800
305178,21,800
305203,17,6
305203,20,6
305203,21,6
305204,17,800
305204,20,800
305204,21,800
305067,17,6
305067,16,6
305067,21,6
305068,17,800
305068,16,800
305068,21,800
305127,19,6
305127,21,6
305127,18,6
305128,19,800
305128,21,800
305128,18,800
305153,19,6
305153,21,6
305153,16,6
305154,19,800
305154,21,800
305154,16,800
305179,18,6
305179,16,6
305179,17,6
305180,18,800
305180,16,800
305180,17,800
305205,17,6
305205,20,6
305205,21,6
305206,17,800
305206,20,800
305206,21,800
305069,17,6
305069,16,6
305069,19,6
305070,17,800
305070,16,800
305070,19,800
305129,19,6
305129,21,6
305129,18,6
305130,19,800
305130,21,800
305130,18,800
305155,19,6
305155,21,6
305155,17,6
305156,19,800
305156,21,800
305156,17,800
305181,18,6
305181,16,6
305181,20,6
305182,18,800
305182,16,800
305182,20,800
305207,17,6
305207,20,6
305207,19,6
305208,17,800
305208,20,800
305208,19,800
305059,17,6
305059,16,6
305059,20,6
305060,17,800
305060,16,800
305060,20,800
305119,19,6
305119,21,6
305119,20,6
305120,19,800
305120,21,800
305120,20,800
305145,19,6
305145,21,6
305145,20,6
305146,19,800
305146,21,800
305146,20,800
305171,18,6
305171,16,6
305171,20,6
305172,18,800
305172,16,800
305172,20,800
305197,17,6
305197,20,6
305197,16,6
305198,17,800
305198,20,800
305198,16,800
305183,18,6
305183,16,6
305183,17,6
305184,18,800
305184,16,800
305184,17,800
305161,19,6
305161,21,6
305161,20,6
305162,19,800
305162,21,800
305162,20,800
305105,17,6
305105,16,6
305105,18,6
305106,17,800
305106,16,800
305106,18,800
305131,19,6
305131,21,6
305131,16,6
305132,19,800
305132,21,800
305132,16,800
305157,19,6
305157,21,6
305157,17,6
305158,19,800
305158,21,800
305158,17,800
305209,17,6
305209,20,6
305209,16,6
305210,17,800
305210,20,800
305210,16,800
305107,17,6
305107,16,6
305107,21,6
305108,17,800
305108,16,800
305108,21,800
305133,19,6
305133,21,6
305133,16,6
305134,19,800
305134,21,800
305134,16,800
305159,19,6
305159,21,6
305159,18,6
305160,19,800
305160,21,800
305160,18,800
305185,18,6
305185,16,6
305185,20,6
305186,18,800
305186,16,800
305186,20,800
305211,17,6
305211,20,6
305211,16,6
305212,17,800
305212,20,800
305212,16,800
305109,17,6
305109,16,6
305109,20,6
305110,17,800
305110,16,800
305110,20,800
305135,19,6
305135,21,6
305135,16,6
305136,19,800
305136,21,800
305136,16,800
305187,18,6
305187,16,6
305187,21,6
305188,18,800
305188,16,800
305188,21,800
305213,17,6
305213,20,6
305213,21,6
305214,17,800
305214,20,800
305214,21,800
305113,17,6
305113,16,6
305113,18,6
305114,17,800
305114,16,800
305114,18,800
305139,19,6
305139,21,6
305139,17,6
305140,19,800
305140,21,800
305140,17,800
305165,19,6
305165,21,6
305165,20,6
305166,19,800
305166,21,800
305166,20,800
305191,18,6
305191,16,6
305191,19,6
305192,18,800
305192,16,800
305192,19,800
305217,17,6
305217,20,6
305217,19,6
305218,17,800
305218,20,800
305218,19,800
305111,17,6
305111,16,6
305111,18,6
305112,17,800
305112,16,800
305112,18,800
305137,19,6
305137,21,6
305137,17,6
305138,19,800
305138,21,800
305138,17,800
305163,19,6
305163,21,6
305163,16,6
305164,19,800
305164,21,800
305164,16,800
305189,18,6
305189,16,6
305189,19,6
305190,18,800
305190,16,800
305190,19,800
305215,17,6
305215,20,6
305215,16,6
305216,17,800
305216,20,800
305216,16,800
235414,16,293
235414,17,293
235414,19,293
235640,16,293
235640,18,293
235640,19,293
235466,16,293
235466,17,293
235466,21,293
235909,18,293
235909,19,293
235909,21,293
235433,16,293
235433,17,293
235433,20,293
235654,16,293
235654,18,293
235654,20,293
235605,16,293
235605,17,293
235605,20,293
236498,19,293
236498,20,293
236498,21,293
236049,17,293
236049,19,293
236049,21,293
236155,17,293
236155,20,293
236155,21,293
235588,16,293
235588,17,293
235588,19,293
236483,18,293
236483,19,293
236483,21,293
235806,16,293
235806,17,293
235806,18,293
236427,19,293
236427,20,293
236427,21,293
235978,17,293
235978,19,293
235978,21,293
235756,16,293
235756,18,293
235756,20,293
236291,19,293
236291,20,293
236291,21,293
235452,16,293
235452,17,293
235452,18,293
236342,16,293
236342,19,293
236342,21,293
235671,16,293
235671,17,293
235671,18,293
236447,16,293
236447,19,293
236447,21,293
235996,18,293
235996,19,293
235996,21,293
236228,16,293
236228,17,293
236228,20,293
235501,16,293
235501,17,293
235501,20,293
235722,16,293
235722,18,293
235722,21,293
236464,17,293
236464,19,293
236464,21,293
236243,17,293
236243,19,293
236243,20,293
235738,16,293
235738,18,293
235738,19,293
236195,16,293
236195,17,293
236195,20,293
235415,16,316
235415,17,316
235415,19,316
236307,17,316
236307,19,316
236307,21,316
235641,16,316
235641,18,316
235641,19,316
235467,16,316
235467,17,316
235467,21,316
236358,18,316
236358,19,316
236358,21,316
235910,18,316
235910,19,316
235910,21,316
235688,16,316
235688,17,316
235688,18,316
236134,17,316
236134,18,316
236134,20,316
235434,16,316
235434,17,316
235434,20,316
236322,17,316
236322,19,316
236322,21,316
235655,16,316
235655,18,316
235655,20,316
235708,16,316
235708,18,316
235708,21,316
235807,16,316
235807,17,316
235807,18,316
236262,17,316
236262,20,316
236262,21,316
236428,19,316
236428,20,316
236428,21,316
236212,17,316
236212,19,316
236212,20,316
219133,16,316
219133,17,316
219133,20,316
236292,19,316
236292,20,316
236292,21,316
235623,16,316
235623,18,316
235623,20,316
235997,18,316
235997,19,316
235997,21,316
235773,16,316
235773,18,316
235773,20,316
236229,16,316
236229,17,316
236229,20,316
235502,16,316
235502,17,316
235502,20,316
236176,17,316
236176,20,316
236176,21,316
236465,17,316
236465,19,316
236465,21,316
236015,19,316
236015,20,316
236015,21,316
236412,17,316
236412,19,316
236412,21,316
235407,16,69
235407,17,69
235407,19,69
236303,17,69
236303,19,69
236303,21,69
236078,17,69
236078,19,69
236078,20,69
236354,18,69
236354,19,69
236354,21,69
235684,16,69
235684,17,69
235684,18,69
236127,17,69
236127,18,69
236127,20,69
235427,16,69
235427,17,69
235427,20,69
236318,17,69
236318,19,69
236318,21,69
236094,17,69
236094,19,69
236094,20,69
235601,16,69
235601,17,69
235601,20,69
235819,16,69
235819,18,69
235819,21,69
236271,17,69
236271,18,69
236271,20,69
235480,16,69
235480,17,69
235480,21,69
236370,19,69
236370,20,69
236370,21,69
235923,16,69
235923,19,69
235923,21,69
235702,16,69
235702,18,69
235702,21,69
236149,17,69
236149,20,69
236149,21,69
236478,18,69
236478,19,69
236478,21,69
235533,16,69
235533,17,69
235533,19,69
235750,16,69
235750,18,69
235750,20,69
219128,16,69
219128,17,69
219128,20,69
235618,16,69
235618,18,69
235618,20,69
236061,16,69
236061,17,69
236061,20,69
235889,17,69
235889,19,69
235889,21,69
235991,18,69
235991,19,69
235991,21,69
235498,16,69
235498,17,69
235498,20,69
236170,17,69
236170,20,69
236170,21,69
236460,17,69
236460,19,69
236460,21,69
235513,16,69
235513,17,69
235513,18,69
236406,17,69
236406,19,69
236406,21,69
235957,16,69
235957,19,69
235957,21,69
235408,16,91
235408,17,91
235408,19,91
236355,18,91
236355,19,91
236355,21,91
235685,16,91
235685,17,91
235685,18,91
236128,17,91
236128,18,91
236128,20,91
235428,16,91
235428,17,91
235428,20,91
236319,17,91
236319,19,91
236319,21,91
235869,16,91
235869,19,91
235869,21,91
235650,16,91
235650,18,91
235650,20,91
236095,17,91
236095,19,91
236095,20,91
236044,17,91
236044,19,91
236044,21,91
236371,19,91
236371,20,91
236371,21,91
236287,19,91
236287,20,91
236287,21,91
235619,16,91
235619,18,91
235619,20,91
235445,16,91
235445,17,91
235445,18,91
236338,16,91
236338,19,91
236338,21,91
235890,17,91
235890,19,91
235890,21,91
235550,16,91
235550,17,91
235550,21,91
236443,16,91
236443,19,91
236443,21,91
235768,16,91
235768,18,91
235768,20,91
235941,19,91
235941,20,91
235941,21,91
236407,17,91
236407,19,91
236407,21,91
235858,18,339
235858,19,339
235858,21,339
236359,18,339
236359,19,339
236359,21,339
235435,16,339
235435,17,339
235435,20,339
236323,17,339
236323,19,339
236323,21,339
236102,17,339
236102,19,339
236102,20,339
235825,16,339
235825,18,339
235825,21,339
235486,16,339
235486,17,339
235486,21,339
236375,19,339
236375,20,339
236375,21,339
236156,17,339
236156,20,339
236156,21,339
235589,16,339
235589,17,339
235589,19,339
236032,16,339
236032,19,339
236032,21,339
235808,16,339
235808,17,339
235808,18,339
236263,17,339
236263,20,339
236263,21,339
235537,16,339
235537,17,339
235537,19,339
235757,16,339
235757,18,339
235757,20,339
236213,17,339
236213,19,339
236213,20,339
219134,16,339
219134,17,339
219134,20,339
235842,19,339
235842,20,339
235842,21,339
236067,16,339
236067,17,339
236067,20,339
235893,17,339
235893,19,339
235893,21,339
235672,16,339
235672,17,339
235672,18,339
236448,16,339
236448,19,339
236448,21,339
235503,16,339
235503,17,339
235503,20,339
236393,16,339
236393,19,339
236393,21,339
235723,16,339
235723,18,339
235723,21,339
235570,16,339
235570,17,339
235570,18,339
235790,16,339
235790,18,339
235790,19,339
235519,16,339
235519,17,339
235519,18,339
236413,17,339
236413,19,339
236413,21,339
235961,16,339
235961,19,339
235961,21,339
236196,16,339
236196,17,339
236196,20,339
268287,20,376
268287,17,376
268287,18,376
268279,21,376
268279,17,376
268279,19,376
268275,16,376
268275,17,376
268275,19,376
268288,20,376
268288,19,376
268288,21,376
268274,16,376
268274,17,376
268274,19,376
268300,18,376
268300,16,376
268300,17,376
268286,21,376
268286,20,376
268286,19,376
268276,21,376
268276,20,376
268276,19,376
268278,16,376
268278,17,376
268278,19,376
268304,21,376
268304,17,376
268304,19,376
268291,20,376
268291,19,376
268291,21,376
268303,21,376
268303,17,376
268303,19,376
268277,16,376
268277,17,376
268277,18,376
235405,16,3
235405,17,3
235405,19,3
236300,17,3
236300,19,3
236300,21,3
235850,18,3
235850,19,3
235850,21,3
235632,16,3
235632,18,3
235632,19,3
236075,17,3
236075,19,3
236075,20,3
235458,16,3
235458,17,3
235458,21,3
236350,18,3
236350,19,3
236350,21,3
235902,18,3
235902,19,3
235902,21,3
235681,16,3
235681,17,3
235681,18,3
236125,17,3
236125,18,3
236125,20,3
235423,16,3
235423,17,3
235423,20,3
236315,17,3
236315,19,3
236315,21,3
235867,16,3
235867,19,3
235867,21,3
235647,16,3
235647,18,3
235647,20,3
236092,17,3
236092,19,3
236092,20,3
235597,16,3
235597,17,3
235597,20,3
236490,19,3
236490,20,3
236490,21,3
236041,17,3
236041,19,3
236041,21,3
235816,16,3
235816,18,3
235816,21,3
236269,17,3
236269,18,3
236269,20,3
235476,16,3
235476,17,3
235476,21,3
236367,19,3
236367,20,3
236367,21,3
235919,16,3
235919,19,3
235919,21,3
235697,16,3
235697,18,3
235697,21,3
236144,17,3
236144,20,3
236144,21,3
235580,16,3
235580,17,3
235580,19,3
236474,18,3
236474,19,3
236474,21,3
236024,16,3
236024,19,3
236024,21,3
235799,16,3
235799,17,3
235799,18,3
236253,17,3
236253,20,3
236253,21,3
235528,16,3
235528,17,3
235528,19,3
236421,19,3
236421,20,3
236421,21,3
235970,17,3
235970,19,3
235970,21,3
235747,16,3
235747,18,3
235747,20,3
236201,17,3
236201,19,3
236201,20,3
219124,16,3
219124,17,3
219124,20,3
236285,19,3
236285,20,3
236285,21,3
235834,19,3
235834,20,3
235834,21,3
235615,16,3
235615,18,3
235615,20,3
236058,16,3
236058,17,3
236058,20,3
235441,16,3
235441,17,3
235441,18,3
236332,16,3
236332,19,3
236332,21,3
235884,17,3
235884,19,3
235884,21,3
235664,16,3
235664,17,3
235664,18,3
236109,16,3
236109,17,3
236109,20,3
235545,16,3
235545,17,3
235545,21,3
236438,16,3
236438,19,3
236438,21,3
235988,18,3
235988,19,3
235988,21,3
235764,16,3
235764,18,3
235764,20,3
236219,16,3
236219,17,3
236219,20,3
235493,16,3
235493,17,3
235493,20,3
236385,16,3
236385,19,3
236385,21,3
235936,19,3
235936,20,3
235936,21,3
235714,16,3
235714,18,3
235714,21,3
236165,17,3
236165,20,3
236165,21,3
235563,16,3
235563,17,3
235563,18,3
236456,17,3
236456,19,3
236456,21,3
236006,19,3
236006,20,3
236006,21,3
235782,16,3
235782,18,3
235782,19,3
236236,17,3
236236,19,3
236236,20,3
235510,16,3
235510,17,3
235510,18,3
236403,17,3
236403,19,3
236403,21,3
235953,16,3
235953,19,3
235953,21,3
235730,16,3
235730,18,3
235730,19,3
236184,16,3
236184,17,3
236184,20,3
235855,18,203
235855,19,203
235855,21,203
235638,16,203
235638,18,203
235638,19,203
235465,16,203
235465,17,203
235465,21,203
235687,16,203
235687,17,203
235687,18,203
236131,17,203
236131,18,203
236131,20,203
235873,16,203
235873,19,203
235873,21,203
235652,16,203
235652,18,203
235652,20,203
236099,17,203
236099,19,203
236099,20,203
235604,16,203
235604,17,203
235604,20,203
236047,17,203
236047,19,203
236047,21,203
235822,16,203
235822,18,203
235822,21,203
235484,16,203
235484,17,203
235484,21,203
236372,19,203
236372,20,203
236372,21,203
235925,16,203
235925,19,203
235925,21,203
235705,16,203
235705,18,203
235705,21,203
235585,16,203
235585,17,203
235585,19,203
236480,18,203
236480,19,203
236480,21,203
236425,19,203
236425,20,203
236425,21,203
235975,17,203
235975,19,203
235975,21,203
236209,17,203
236209,19,203
236209,20,203
219131,16,203
219131,17,203
219131,20,203
236340,16,203
236340,19,203
236340,21,203
235668,16,203
235668,17,203
235668,18,203
236225,16,203
236225,17,203
236225,20,203
236392,16,203
236392,19,203
236392,21,203
235945,19,203
235945,20,203
235945,21,203
236463,17,203
236463,19,203
236463,21,203
236013,19,203
236013,20,203
236013,21,203
235787,16,203
235787,18,203
235787,19,203
235516,16,203
235516,17,203
235516,18,203
235959,16,203
235959,19,203
235959,21,203
235863,18,749
235863,19,749
235863,21,749
236087,17,749
236087,19,749
236087,20,749
235880,16,749
235880,19,749
235880,21,749
235489,16,749
235489,17,749
235489,21,749
236379,19,749
236379,20,749
236379,21,749
235812,16,749
235812,17,749
235812,18,749
235540,16,749
235540,17,749
235540,19,749
236432,19,749
236432,20,749
236432,21,749
219137,16,749
219137,17,749
219137,20,749
235627,16,749
235627,18,749
235627,20,749
236345,16,749
236345,19,749
236345,21,749
235677,16,749
235677,17,749
235677,18,749
235559,16,749
235559,17,749
235559,21,749
236003,18,749
236003,19,749
236003,21,749
236232,16,749
236232,17,749
236232,20,749
235505,16,749
235505,17,749
235505,20,749
236398,16,749
236398,19,749
236398,21,749
235950,19,749
235950,20,749
235950,21,749
236181,17,749
236181,20,749
236181,21,749
235574,16,749
235574,17,749
235574,18,749
236248,17,749
236248,19,749
236248,20,749
235963,16,749
235963,19,749
235963,21,749
235743,16,749
235743,18,749
235743,19,749
235420,16,1106
235420,17,1106
235420,19,1106
236089,17,1106
236089,19,1106
236089,20,1106
235473,16,1106
235473,17,1106
235473,21,1106
235916,18,1106
235916,19,1106
235916,21,1106
235694,16,1106
235694,17,1106
235694,18,1106
236140,17,1106
236140,18,1106
236140,20,1106
235438,16,1106
235438,17,1106
235438,20,1106
236329,17,1106
236329,19,1106
236329,21,1106
236054,17,1106
236054,19,1106
236054,21,1106
235830,16,1106
235830,18,1106
235830,21,1106
236382,19,1106
236382,20,1106
236382,21,1106
235711,16,1106
235711,18,1106
235711,21,1106
236161,17,1106
236161,20,1106
236161,21,1106
235594,16,1106
235594,17,1106
235594,19,1106
236435,19,1106
236435,20,1106
236435,21,1106
235629,16,1106
235629,18,1106
235629,20,1106
236073,16,1106
236073,17,1106
236073,20,1106
236347,16,1106
236347,19,1106
236347,21,1106
235898,17,1106
235898,19,1106
235898,21,1106
236121,16,1106
236121,17,1106
236121,20,1106
235779,16,1106
235779,18,1106
235779,20,1106
236233,16,1106
236233,17,1106
236233,20,1106
236399,16,1106
236399,19,1106
236399,21,1106
235726,16,1106
235726,18,1106
235726,21,1106
236182,17,1106
236182,20,1106
236182,21,1106
235796,16,1106
235796,18,1106
235796,19,1106
235524,16,1106
235524,17,1106
235524,18,1106
236418,17,1106
236418,19,1106
236418,21,1106
235966,16,1106
235966,19,1106
235966,21,1106
236308,17,361
236308,19,361
236308,21,361
235642,16,361
235642,18,361
235642,19,361
236083,17,361
236083,19,361
236083,20,361
236135,17,361
236135,18,361
236135,20,361
236324,17,361
236324,19,361
236324,21,361
235875,16,361
235875,19,361
235875,21,361
235656,16,361
235656,18,361
235656,20,361
236103,17,361
236103,19,361
236103,20,361
235606,16,361
235606,17,361
235606,20,361
