# Version: 18.08.58.00
id,attack_time,recharge_time,full_auto,burst,fling_shot,fast_attack,aimed_shot,brawl,sneak_attack,multi_m,multi_r
123890,215,230,3800,1300,1,0,0,0,0,,246
123891,210,226,3800,1300,1,0,0,0,0,,351
123892,210,226,3800,1300,1,0,0,0,0,,356
123893,160,130,3900,,1,0,0,0,0,,58
123894,157,130,3900,,1,0,0,0,0,,78
123895,157,130,3900,,1,0,0,0,0,,79
123896,154,130,3900,,1,0,0,0,0,,93
123897,154,130,3900,,1,0,0,0,0,,94
123898,148,130,3900,,1,0,0,0,0,,188
123899,147,130,3900,,1,0,0,0,0,,193
123900,142,130,3900,,1,0,0,0,0,,389
123901,142,130,3900,,1,0,0,0,0,,395
123902,133,130,3900,,1,0,0,0,0,,696
123903,133,130,3900,,1,0,0,0,0,,702
123904,180,160,,1600,1,0,1,0,0,,59
123905,172,159,,1600,1,0,1,0,0,,87
123906,172,159,,1600,1,0,1,0,0,,88
123907,155,156,,1600,1,0,1,0,0,,269
123908,155,156,,1600,1,0,1,0,0,,275
123909,115,130,3800,,1,0,0,0,0,,51
123910,114,129,3800,,1,0,0,0,0,,68
123911,113,129,3800,,1,0,0,0,0,,69
123912,112,128,3800,,1,0,0,0,0,,85
123913,112,128,3800,,1,0,0,0,0,,86
123914,111,127,3800,,1,0,0,0,0,,103
123915,110,127,3800,,1,0,0,0,0,,104
123916,109,126,3800,,1,0,0,0,0,,164
123917,109,126,3800,,1,0,0,0,0,,170
123918,108,125,3800,,1,0,0,0,0,,270
123919,107,125,3800,,1,0,0,0,0,,274
123920,106,124,3800,,1,0,0,0,0,,375
123921,106,124,3800,,1,0,0,0,0,,380
123922,105,123,3800,,1,0,0,0,0,,480
123923,104,123,3800,,1,0,0,0,0,,486
123924,103,122,3800,,1,0,0,0,0,,586
123925,103,122,3800,,1,0,0,0,0,,591
123926,100,120,3800,,1,0,0,0,0,,791
123927,100,120,3800,,1,0,0,0,0,,797
123928,250,250,,1900,1,0,0,0,0,,50
123929,245,240,,1900,1,0,0,0,0,,97
123930,245,240,,1900,1,0,0,0,0,,99
123931,233,215,,1900,1,0,0,0,0,,678
123932,233,215,,1900,1,0,0,0,0,,684
123933,129,151,,,1,0,1,0,0,,27
123934,126,150,,,1,0,1,0,0,,47
123935,126,150,,,1,0,1,0,0,,48
123936,125,149,,,1,0,1,0,0,,57
123937,124,149,,,1,0,1,0,0,,57
123938,120,148,,,1,0,1,0,0,,88
123939,120,148,,,1,0,1,0,0,,89
123940,112,144,,,1,0,1,0,0,,357
123941,112,144,,,1,0,1,0,0,,363
123942,129,151,4500,1500,0,0,0,0,0,,4
123943,129,151,4500,1500,0,0,0,0,0,,8
123944,129,151,4500,1500,0,0,0,0,0,,86
123945,129,151,4500,1500,0,0,0,0,0,,88
123946,129,151,4500,1500,0,0,0,0,0,,148
123947,129,151,4500,1500,0,0,0,0,0,,149
123948,129,151,4500,1500,0,0,0,0,0,,206
123949,129,151,4500,1500,0,0,0,0,0,,209
123950,129,151,4500,1500,0,0,0,0,0,,303
123951,129,151,4500,1500,0,0,0,0,0,,334
123952,129,151,4500,1500,0,0,0,0,0,,508
123953,129,151,4500,1500,0,0,0,0,0,,521
123954,129,151,4500,1500,0,0,0,0,0,,625
123955,129,151,4500,1500,0,0,0,0,0,,629
123956,129,151,4500,1500,0,0,0,0,0,,801
123957,129,151,4500,1500,0,0,0,0,0,,852
123958,129,151,4500,1500,0,0,0,0,0,,1128
123959,129,151,4500,1500,0,0,0,0,0,,1192
123960,129,151,4500,1500,0,0,0,0,0,,1200
123968,250,250,,,1,0,0,0,0,,23
123970,247,250,,,1,0,0,0,0,,50
123971,247,250,,,1,0,0,0,0,,51
123972,238,250,,,1,0,0,0,0,,349
123973,238,250,,,1,0,0,0,0,,354
123974,130,130,,,0,0,1,0,0,,
123975,129,130,,,0,0,1,0,0,,
123976,129,130,,,0,0,1,0,0,,
123977,115,130,,,0,0,1,0,0,,
123978,115,130,,,0,0,1,0,0,,
123979,135,155,,,0,0,1,0,0,,
123980,132,155,,,0,0,1,0,0,,
123981,131,154,,,0,0,1,0,0,,
123982,121,153,,,0,0,1,0,0,,
123983,121,153,,,0,0,1,0,0,,
123984,250,250,,,0,0,1,0,0,,
123985,250,250,,,0,0,1,0,0,,
123986,250,250,,,0,0,1,0,0,,
123987,250,250,,,0,0,1,0,0,,
123988,250,250,,,0,0,1,0,0,,
123989,250,250,,,0,0,1,0,0,,
123990,250,250,,,0,0,1,0,0,,
123991,250,250,,,0,0,1,0,0,,
123992,250,250,,,0,0,1,0,0,,
123993,250,250,,,0,0,1,0,0,,
123994,250,250,,,0,0,1,0,0,,
123995,250,250,,,0,0,1,0,0,,
123996,250,250,,,0,0,1,0,0,,
123997,250,250,,,0,0,1,0,0,,
123998,250,250,,,0,0,1,0,0,,
123999,250,250,,,0,0,1,0,0,,
124000,250,250,,,0,0,1,0,0,,
124001,250,250,,,0,0,1,0,0,,
124002,250,250,,,0,0,1,0,0,,
124003,250,250,,,0,0,1,0,0,,
124004,250,250,4000,1300,0,0,1,0,0,,
124005,250,250,4000,1300,0,0,1,0,0,,
124006,250,250,4000,1300,0,0,1,0,0,,
124007,250,250,4000,1300,0,0,1,0,0,,
124008,250,250,4000,1300,0,0,1,0,0,,
124009,250,250,4000,1300,0,0,1,0,0,,
124010,250,250,4000,1300,0,0,1,0,0,,
124011,250,250,4000,1300,0,0,1,0,0,,
124012,250,250,4000,1300,0,0,1,0,0,,
124013,250,250,4000,1300,0,0,1,0,0,,
124014,250,250,4000,1300,0,0,1,0,0,,
124015,250,250,4000,1300,0,0,1,0,0,,
124016,130,130,,,0,0,1,0,0,,
124017,130,130,,,0,0,1,0,0,,
124018,129,130,,,0,0,1,0,0,,
124019,123,125,,,0,0,1,0,0,,
124020,123,125,,,0,0,1,0,0,,
124021,116,121,,,0,0,1,0,0,,
124022,116,121,,,0,0,1,0,0,,
124023,115,120,,,0,0,1,0,0,,
124024,115,120,,,0,0,1,0,0,,
124025,250,250,5100,,0,0,1,0,0,,
124026,250,250,5100,,0,0,1,0,0,,
124027,250,250,5100,,0,0,1,0,0,,
124028,250,250,5100,,0,0,1,0,0,,
124029,250,250,5100,,0,0,1,0,0,,
124030,250,250,5100,,0,0,1,0,0,,
124031,250,250,5100,,0,0,1,0,0,,
124032,250,250,5100,,0,0,1,0,0,,
124033,250,250,5100,,0,0,1,0,0,,
124034,250,250,5100,,0,0,1,0,0,,
124035,250,250,5100,,0,0,1,0,0,,
124036,250,250,5100,,0,0,1,0,0,,
124037,250,250,5100,,0,0,1,0,0,,
124038,250,250,5100,,0,0,1,0,0,,
124039,250,250,5100,,0,0,1,0,0,,
124040,250,250,5100,,0,0,1,0,0,,
124041,250,250,5100,,0,0,1,0,0,,
124042,250,250,4300,1400,1,0,1,0,0,,
124043,250,250,4300,1400,1,0,1,0,0,,
124044,250,250,4300,1400,1,0,1,0,0,,
124045,250,250,4300,1400,1,0,1,0,0,,
124046,250,250,4300,1400,1,0,1,0,0,,
124047,250,250,4300,1400,1,0,1,0,0,,
124048,250,250,4300,1400,1,0,1,0,0,,
124049,250,250,4300,1400,1,0,1,0,0,,
124050,250,250,4300,1400,1,0,1,0,0,,
124051,250,250,4300,1400,1,0,1,0,0,,
124052,250,250,4300,1400,1,0,1,0,0,,
124064,250,250,4300,1400,1,0,1,0,0,,
124065,250,250,4300,1400,1,0,1,0,0,,
124066,250,250,4300,1400,1,0,1,0,0,,
124067,250,250,4300,1400,1,0,1,0,0,,
124068,250,250,4300,1400,1,0,1,0,0,,
124069,250,250,4300,1400,1,0,1,0,0,,
124070,250,250,,,0,0,0,0,0,,
124071,250,250,,,0,0,0,0,0,,
124072,250,250,,,0,0,0,0,0,,
124073,130,130,,,0,0,1,0,0,,
124074,126,130,,,0,0,1,0,0,,
124075,126,130,,,0,0,1,0,0,,
124076,124,130,,,0,0,1,0,0,,
124077,124,130,,,0,0,1,0,0,,
124078,120,130,,,0,0,1,0,0,,
124079,120,130,,,0,0,1,0,0,,
124080,117,130,,,0,0,1,0,0,,
124081,117,130,,,0,0,1,0,0,,
124082,114,130,,,0,0,1,0,0,,
124083,113,130,,,0,0,1,0,0,,
124084,111,130,,,0,0,1,0,0,,
124085,111,130,,,0,0,1,0,0,,
124086,108,130,,,0,0,1,0,0,,
124087,108,130,,,0,0,1,0,0,,
124088,104,130,,,0,0,1,0,0,,
124089,104,130,,,0,0,1,0,0,,
124090,100,130,,,0,0,1,0,0,,
124091,100,130,,,0,0,1,0,0,,
124092,130,150,,2300,0,0,1,0,0,,
124093,128,146,,2300,0,0,1,0,0,,
124094,128,146,,2300,0,0,1,0,0,,
124095,125,139,,2300,0,0,1,0,0,,
124096,125,139,,2300,0,0,1,0,0,,
124097,121,132,,2300,0,0,1,0,0,,
124098,121,132,,2300,0,0,1,0,0,,
124099,120,130,,2300,0,0,1,0,0,,
124100,120,130,,2300,0,0,1,0,0,,
124101,115,130,4600,,0,0,1,0,0,,
124102,112,130,4600,,0,0,1,0,0,,
124103,112,130,4600,,0,0,1,0,0,,
124104,102,130,4600,,0,0,1,0,0,,
124105,102,130,4600,,0,0,1,0,0,,
124106,130,130,,,1,0,1,0,0,,
124107,129,130,,,1,0,1,0,0,,
124108,129,130,,,1,0,1,0,0,,
124109,129,130,,,1,0,1,0,0,,
124110,129,130,,,1,0,1,0,0,,
124111,128,130,,,1,0,1,0,0,,
124112,128,130,,,1,0,1,0,0,,
124113,128,130,,,1,0,1,0,0,,
124114,128,130,,,1,0,1,0,0,,
124115,125,130,,,1,0,1,0,0,,
124116,125,130,,,1,0,1,0,0,,
124117,123,130,,,1,0,1,0,0,,
124118,123,130,,,1,0,1,0,0,,
124119,121,130,,,1,0,1,0,0,,
124120,121,130,,,1,0,1,0,0,,
124121,129,151,,2400,1,0,1,0,0,,
124122,126,151,,2400,1,0,1,0,0,,
124123,126,151,,2400,1,0,1,0,0,,
124124,123,151,,2400,1,0,1,0,0,,
124125,123,151,,2400,1,0,1,0,0,,
124126,120,151,,2400,1,0,1,0,0,,
124127,120,151,,2400,1,0,1,0,0,,
124128,117,151,,2400,1,0,1,0,0,,
124129,117,151,,2400,1,0,1,0,0,,
124130,115,151,,2400,1,0,1,0,0,,
124131,114,150,,2400,1,0,1,0,0,,
124132,112,150,,2400,1,0,1,0,0,,
124133,112,150,,2400,1,0,1,0,0,,
124134,100,150,,2400,1,0,1,0,0,,
124135,100,150,,2400,1,0,1,0,0,,
124136,130,130,,,0,0,1,0,0,,
124137,130,130,,,0,0,1,0,0,,
124138,130,130,,,0,0,1,0,0,,
124139,130,130,,,0,0,1,0,0,,
124140,130,130,,,0,0,1,0,0,,
124141,130,130,,,0,0,1,0,0,,
124142,130,130,,,0,0,1,0,0,,
124143,129,151,,,0,0,1,0,0,,
124144,126,151,,,0,0,1,0,0,,
124145,126,151,,,0,0,1,0,0,,
124146,126,151,,,0,0,1,0,0,,
124147,126,151,,,0,0,1,0,0,,
124148,125,151,,,0,0,1,0,0,,
124149,125,151,,,0,0,1,0,0,,
124150,124,151,,,0,0,1,0,0,,
124151,124,151,,,0,0,1,0,0,,
124152,124,151,,,0,0,1,0,0,,
124153,124,151,,,0,0,1,0,0,,
124154,123,151,,,0,0,1,0,0,,
124155,123,151,,,0,0,1,0,0,,
124156,122,151,,,0,0,1,0,0,,
124157,122,151,,,0,0,1,0,0,,
124158,121,151,,,0,0,1,0,0,,
124159,121,151,,,0,0,1,0,0,,
124160,101,150,,,0,0,1,0,0,,
124161,101,150,,,0,0,1,0,0,,
124162,135,155,,,0,0,1,0,0,,
124163,133,155,,,0,0,1,0,0,,
124164,133,155,,,0,0,1,0,0,,
124165,128,154,,,0,0,1,0,0,,
124166,128,154,,,0,0,1,0,0,,
124167,125,154,,,0,0,1,0,0,,
124168,124,153,,,0,0,1,0,0,,
124169,121,153,,,0,0,1,0,0,,
124170,121,153,,,0,0,1,0,0,,
124171,118,153,,,0,0,1,0,0,,
124172,117,152,,,0,0,1,0,0,,
124173,114,152,,,0,0,1,0,0,,
124174,114,152,,,0,0,1,0,0,,
124175,111,152,,,0,0,1,0,0,,
124176,110,151,,,0,0,1,0,0,,
124177,107,151,,,0,0,1,0,0,,
124178,107,151,,,0,0,1,0,0,,
124179,106,151,,,0,0,1,0,0,,
124180,106,151,,,0,0,1,0,0,,
124181,100,150,,,0,0,1,0,0,,
124182,100,150,,,0,0,1,0,0,,
124183,250,250,,,0,0,1,0,0,,
124184,250,250,,,0,0,1,0,0,,
124185,250,250,,,0,0,1,0,0,,
124186,250,250,,,0,0,1,0,0,,
124187,250,250,,,0,0,1,0,0,,
124188,250,250,,,0,0,1,0,0,,
124189,250,250,,,0,0,1,0,0,,
124190,250,250,,,0,0,1,0,0,,
124191,250,250,,,0,0,1,0,0,,
124192,250,250,,,0,0,1,0,0,,
124193,250,250,,,0,0,1,0,0,,
124194,250,250,,,0,0,1,0,0,,
124195,250,250,,,0,0,1,0,0,,
124196,250,250,,,0,0,1,0,0,,
124197,250,250,,,0,0,1,0,0,,
124198,130,130,,,0,0,1,0,0,,
124199,128,130,,,0,0,1,0,0,,
124200,128,130,,,0,0,1,0,0,,
124201,127,130,,,0,0,1,0,0,,
124202,127,130,,,0,0,1,0,0,,
124203,126,130,,,0,0,1,0,0,,
124204,126,130,,,0,0,1,0,0,,
124205,125,130,,,0,0,1,0,0,,
124206,124,130,,,0,0,1,0,0,,
124207,123,130,,,0,0,1,0,0,,
124208,123,130,,,0,0,1,0,0,,
124209,122,130,,,0,0,1,0,0,,
124210,122,130,,,0,0,1,0,0,,
124211,121,130,,,0,0,1,0,0,,
124212,121,130,,,0,0,1,0,0,,
124213,121,130,,,0,0,1,0,0,,
124214,121,130,,,0,0,1,0,0,,
124215,120,130,,,0,0,1,0,0,,
124216,120,130,,,0,0,1,0,0,,
124217,133,151,,,0,0,1,0,0,,
124218,132,150,,,0,0,1,0,0,,
124219,132,150,,,0,0,1,0,0,,
124220,126,144,,,0,0,1,0,0,,
124221,126,144,,,0,0,1,0,0,,
124222,122,140,,,0,0,1,0,0,,
124223,122,140,,,0,0,1,0,0,,
124224,118,137,,,0,0,1,0,0,,
124225,118,137,,,0,0,1,0,0,,
124226,109,129,,,0,0,1,0,0,,
124227,109,129,,,0,0,1,0,0,,
124228,100,120,,,0,0,1,0,0,,
124229,100,120,,,0,0,1,0,0,,
124230,250,250,,,0,0,0,0,0,,5
124231,249,250,,,0,0,0,0,0,,10
124232,248,250,,,0,0,0,0,0,,82
124233,247,250,,,0,0,0,0,0,,90
124234,247,250,,,0,0,0,0,0,,190
124235,244,250,,,0,0,0,0,0,,212
124236,243,250,,,0,0,0,0,0,,363
124237,240,250,,,0,0,0,0,0,,387
124238,240,250,,,0,0,0,0,0,,704
124239,230,250,,,0,0,0,0,0,,943
124240,230,250,,,0,0,0,0,0,,949
124241,250,250,,,1,0,0,0,0,,
124242,246,246,,,1,0,0,0,0,,
124243,246,246,,,1,0,0,0,0,,
124244,243,243,,,1,0,0,0,0,,
124245,243,243,,,1,0,0,0,0,,
124246,240,240,,,1,0,0,0,0,,
124247,240,240,,,1,0,0,0,0,,
124248,237,237,,,1,0,0,0,0,,
124249,237,237,,,1,0,0,0,0,,
124250,232,232,,,1,0,0,0,0,,
124251,232,232,,,1,0,0,0,0,,
124252,228,228,,,1,0,0,0,0,,
124253,228,228,,,1,0,0,0,0,,
124254,220,220,,,1,0,0,0,0,,
124255,220,220,,,1,0,0,0,0,,
124256,250,250,,,0,0,0,0,0,,
124257,250,250,,,0,0,0,0,0,,
124258,250,250,,,0,0,0,0,0,,
124259,243,250,,,0,0,0,0,0,,
124260,243,250,,,0,0,0,0,0,,
124261,232,250,,,0,0,0,0,0,,
124262,232,250,,,0,0,0,0,0,,
124263,250,250,,2200,0,0,0,0,0,,
124264,246,249,,2200,0,0,0,0,0,,
124265,246,249,,2200,0,0,0,0,0,,
124266,237,246,,2200,0,0,0,0,0,,
124267,237,246,,2200,0,0,0,0,0,,
124268,233,244,,2200,0,0,0,0,0,,
124269,233,244,,2200,0,0,0,0,0,,
124270,230,243,,2200,0,0,0,0,0,,
124271,230,243,,2200,0,0,0,0,0,,
124272,225,242,,2200,0,0,0,0,0,,
124273,225,242,,2200,0,0,0,0,0,,
124274,222,241,,2200,0,0,0,0,0,,
124275,222,241,,2200,0,0,0,0,0,,
124276,250,250,,,1,0,0,0,0,,
124277,246,250,,,1,0,0,0,0,,
124278,246,250,,,1,0,0,0,0,,
124279,234,250,,,1,0,0,0,0,,
124280,233,250,,,1,0,0,0,0,,
124281,219,250,,,1,0,0,0,0,,
124282,218,250,,,1,0,0,0,0,,
124283,213,250,,,1,0,0,0,0,,
124284,213,250,,,1,0,0,0,0,,
124285,130,150,,,0,0,0,0,0,,
124286,126,150,,,0,0,0,0,0,,
124287,126,150,,,0,0,0,0,0,,
124288,123,150,,,0,0,0,0,0,,
124289,123,150,,,0,0,0,0,0,,
124290,121,150,,,0,0,0,0,0,,
124291,121,150,,,0,0,0,0,0,,
124292,118,150,,,0,0,0,0,0,,
124293,118,150,,,0,0,0,0,0,,
124294,115,150,,,0,0,0,0,0,,
124295,115,150,,,0,0,0,0,0,,
124296,107,150,,,0,0,0,0,0,,
124297,107,150,,,0,0,0,0,0,,
124298,104,150,,,0,0,0,0,0,,
124299,104,150,,,0,0,0,0,0,,
124300,102,150,,,0,0,0,0,0,,
124301,102,150,,,0,0,0,0,0,,
124302,250,250,,,1,0,0,0,0,,17
124303,249,250,,,1,0,0,0,0,,29
124304,249,250,,,1,0,0,0,0,,29
124305,248,250,,,1,0,0,0,0,,52
124306,248,250,,,1,0,0,0,0,,53
124307,246,250,,,1,0,0,0,0,,133
124308,246,250,,,1,0,0,0,0,,137
124309,244,250,,,1,0,0,0,0,,368
124310,244,250,,,1,0,0,0,0,,374
124311,240,250,,,1,0,0,0,0,,733
124312,240,250,,,1,0,0,0,0,,739
124313,129,151,,,1,0,1,0,0,,
124314,124,151,,,1,0,1,0,0,,
124315,124,151,,,1,0,1,0,0,,
124316,122,151,,,1,0,1,0,0,,
124317,122,151,,,1,0,1,0,0,,
124318,121,151,,,1,0,1,0,0,,
124319,121,151,,,1,0,1,0,0,,
124320,118,151,,,1,0,1,0,0,,
124321,118,151,,,1,0,1,0,0,,
124322,109,150,,,1,0,1,0,0,,
124323,109,150,,,1,0,1,0,0,,
124324,104,150,,,1,0,1,0,0,,
124325,104,150,,,1,0,1,0,0,,
124326,100,150,,,1,0,1,0,0,,
124327,100,150,,,1,0,1,0,0,,
124328,130,130,,,0,0,1,0,0,,
124329,129,130,,,0,0,1,0,0,,
124330,129,130,,,0,0,1,0,0,,
124331,128,130,,,0,0,1,0,0,,
124332,128,130,,,0,0,1,0,0,,
124333,128,130,,,0,0,1,0,0,,
124334,128,130,,,0,0,1,0,0,,
124335,127,130,,,0,0,1,0,0,,
124336,127,130,,,0,0,1,0,0,,
124337,126,130,,,0,0,1,0,0,,
124338,126,130,,,0,0,1,0,0,,
124339,123,130,,,0,0,1,0,0,,
124340,123,130,,,0,0,1,0,0,,
124341,245,250,,,0,0,1,0,0,,
124342,245,249,,,0,0,1,0,0,,
124343,245,249,,,0,0,1,0,0,,
124344,245,248,,,0,0,1,0,0,,
124345,245,248,,,0,0,1,0,0,,
124346,245,246,,,0,0,1,0,0,,
124347,245,246,,,0,0,1,0,0,,
124348,129,170,,,0,0,1,0,0,,
124349,126,168,,,0,0,1,0,0,,
124350,126,168,,,0,0,1,0,0,,
124351,122,165,,,0,0,1,0,0,,
124352,122,165,,,0,0,1,0,0,,
124353,113,159,,,0,0,1,0,0,,
124354,112,159,,,0,0,1,0,0,,
124355,103,152,,,0,0,1,0,0,,
124356,103,152,,,0,0,1,0,0,,
124357,240,250,,,0,0,1,0,0,,
124358,237,250,,,0,0,1,0,0,,
124359,237,250,,,0,0,1,0,0,,
124360,227,250,,,0,0,1,0,0,,
124361,227,250,,,0,0,1,0,0,,
124362,218,250,,,0,0,1,0,0,,
124363,218,250,,,0,0,1,0,0,,
124364,250,250,,2500,0,0,1,0,0,,
124365,250,250,,2500,0,0,1,0,0,,
124366,250,250,,2500,0,0,1,0,0,,
124367,250,250,,2500,0,0,1,0,0,,
124368,250,250,,2500,0,0,1,0,0,,
124369,130,130,8000,2700,0,0,1,0,0,,
124370,130,130,8000,2700,0,0,1,0,0,,
124371,130,130,8000,2700,0,0,1,0,0,,
124372,140,130,6000,3000,0,0,1,0,0,,
124373,139,130,6000,3000,0,0,1,0,0,,
124374,139,130,6000,3000,0,0,1,0,0,,
124375,137,130,6000,3000,0,0,1,0,0,,
124376,137,130,6000,3000,0,0,1,0,0,,
124377,136,130,6000,3000,0,0,1,0,0,,
124378,136,130,6000,3000,0,0,1,0,0,,
124379,134,130,6000,3000,0,0,1,0,0,,
124380,134,130,6000,3000,0,0,1,0,0,,
124381,131,130,6000,3000,0,0,1,0,0,,
124382,131,130,6000,3000,0,0,1,0,0,,
124383,220,251,,2800,0,0,1,0,0,,
124384,204,251,,2800,0,0,1,0,0,,
124385,204,251,,2800,0,0,1,0,0,,
124386,135,151,8100,2700,0,0,1,0,0,,
124387,130,151,8100,2700,0,0,1,0,0,,
124388,130,151,8100,2700,0,0,1,0,0,,
124389,123,151,8100,2700,0,0,1,0,0,,
124390,123,151,8100,2700,0,0,1,0,0,,
124391,240,250,7800,2600,0,0,0,0,0,,
124392,234,250,7800,2600,0,0,0,0,0,,
124393,234,250,7800,2600,0,0,0,0,0,,
124394,228,250,7800,2600,0,0,0,0,0,,
124395,228,250,7800,2600,0,0,0,0,0,,
124396,222,250,7800,2600,0,0,0,0,0,,
124397,222,250,7800,2600,0,0,0,0,0,,
124398,206,250,7800,2600,0,0,0,0,0,,
124399,206,250,7800,2600,0,0,0,0,0,,
124400,100,100,6400,2100,1,0,1,0,0,,
124401,98,98,6400,2100,1,0,1,0,0,,
124402,98,98,6400,2100,1,0,1,0,0,,
124403,96,96,6400,2100,1,0,1,0,0,,
124404,96,96,6400,2100,1,0,1,0,0,,
124405,94,94,6400,2100,1,0,1,0,0,,
124406,94,94,6400,2100,1,0,1,0,0,,
124407,150,130,8200,,0,0,1,0,0,,
124408,150,129,8200,,0,0,1,0,0,,
124409,150,128,8200,,0,0,1,0,0,,
124410,150,127,8200,,0,0,1,0,0,,
124411,150,127,8200,,0,0,1,0,0,,
124412,150,121,8200,,0,0,1,0,0,,
124413,150,120,8200,,0,0,1,0,0,,
124414,150,119,8200,,0,0,1,0,0,,
124415,150,119,8200,,0,0,1,0,0,,
124416,150,111,8200,,0,0,1,0,0,,
124417,150,111,8200,,0,0,1,0,0,,
124418,150,103,8200,,0,0,1,0,0,,
124419,150,102,8200,,0,0,1,0,0,,
124420,251,251,5900,2000,0,0,0,0,0,,22
124421,248,250,5900,2000,0,0,0,0,0,,31
124422,248,250,5900,2000,0,0,0,0,0,,32
124423,246,250,5900,2000,0,0,0,0,0,,41
124424,246,250,5900,2000,0,0,0,0,0,,42
124425,241,249,5900,2000,0,0,0,0,0,,60
124426,240,249,5900,2000,0,0,0,0,0,,61
124427,236,248,5900,2000,0,0,0,0,0,,78
124428,235,248,5900,2000,0,0,0,0,0,,79
124429,213,243,5900,2000,0,0,0,0,0,,518
124430,212,243,5900,2000,0,0,0,0,0,,524
124431,132,154,,2700,0,0,1,0,0,,
124432,128,153,,2700,0,0,1,0,0,,
124433,128,153,,2700,0,0,1,0,0,,
124434,125,153,,2700,0,0,1,0,0,,
124435,125,153,,2700,0,0,1,0,0,,
124436,120,152,,2700,0,0,1,0,0,,
124437,120,152,,2700,0,0,1,0,0,,
124438,115,152,,2700,0,0,1,0,0,,
124439,115,152,,2700,0,0,1,0,0,,
124440,108,151,,2700,0,0,1,0,0,,
124441,108,151,,2700,0,0,1,0,0,,
124442,104,150,,2700,0,0,1,0,0,,
124443,104,150,,2700,0,0,1,0,0,,
124444,25,70,,1800,0,0,1,0,0,,
124445,25,70,,1800,0,0,1,0,0,,
124446,25,70,,1800,0,0,1,0,0,,
124447,25,70,,1800,0,0,1,0,0,,
124448,25,70,,1800,0,0,1,0,0,,
124449,25,70,,1800,0,0,1,0,0,,
124450,25,70,,1800,0,0,1,0,0,,
124451,25,70,,1800,0,0,1,0,0,,
124452,25,70,,1800,0,0,1,0,0,,
124453,244,250,7500,2500,0,0,0,0,0,,
124454,243,250,7500,2500,0,0,0,0,0,,
124455,243,250,7500,2500,0,0,0,0,0,,
124456,241,250,7500,2500,0,0,0,0,0,,
124457,241,250,7500,2500,0,0,0,0,0,,
124458,400,200,,1000,0,0,0,0,0,,
124459,400,200,,1000,0,0,0,0,0,,
124460,400,200,,1000,0,0,0,0,0,,
124461,400,200,,1000,0,0,0,0,0,,
124462,400,200,,1000,0,0,0,0,0,,
124463,400,200,,1000,0,0,0,0,0,,
124464,400,200,,1000,0,0,0,0,0,,
124465,129,151,8300,2800,0,0,0,0,0,,
124466,126,151,8300,2800,0,0,0,0,0,,
124467,126,151,8300,2800,0,0,0,0,0,,
124468,123,151,8300,2800,0,0,0,0,0,,
124469,123,151,8300,2800,0,0,0,0,0,,
124470,120,151,8300,2800,0,0,0,0,0,,
124471,120,151,8300,2800,0,0,0,0,0,,
124472,117,151,8300,2800,0,0,0,0,0,,
124473,117,151,8300,2800,0,0,0,0,0,,
124474,115,151,8300,2800,0,0,0,0,0,,
124475,114,150,8300,2800,0,0,0,0,0,,
124476,110,150,8300,2800,0,0,0,0,0,,
124477,110,150,8300,2800,0,0,0,0,0,,
124478,107,150,8300,2800,0,0,0,0,0,,
124479,107,150,8300,2800,0,0,0,0,0,,
124480,103,150,8300,2800,0,0,0,0,0,,
124481,103,150,8300,2800,0,0,0,0,0,,
124482,100,150,8300,2800,0,0,0,0,0,,
124483,100,150,8300,2800,0,0,0,0,0,,
124484,129,151,7300,2400,0,0,0,0,0,,
124485,115,151,7300,2400,0,0,0,0,0,,
124486,115,151,7300,2400,0,0,0,0,0,,
124487,141,130,6300,2100,1,0,0,0,0,,
124488,139,130,6300,2100,1,0,0,0,0,,
124489,139,130,6300,2100,1,0,0,0,0,,
124490,137,130,6300,2100,1,0,0,0,0,,
124491,137,130,6300,2100,1,0,0,0,0,,
124492,134,130,6300,2100,1,0,0,0,0,,
124493,134,130,6300,2100,1,0,0,0,0,,
124494,141,130,6500,2200,1,0,0,0,0,,
124495,139,130,6500,2200,1,0,0,0,0,,
124496,139,130,6500,2200,1,0,0,0,0,,
124497,138,130,6500,2200,1,0,0,0,0,,
124498,138,130,6500,2200,1,0,0,0,0,,
124499,137,130,6500,2200,1,0,0,0,0,,
124500,137,130,6500,2200,1,0,0,0,0,,
124501,134,130,6500,2200,1,0,0,0,0,,
124502,134,130,6500,2200,1,0,0,0,0,,
124503,249,250,7600,2500,0,0,0,0,0,,
124504,249,250,7600,2500,0,0,0,0,0,,
124505,249,250,7600,2500,0,0,0,0,0,,
124506,248,250,7600,2500,0,0,0,0,0,,
124507,248,250,7600,2500,0,0,0,0,0,,
124508,242,250,7600,2500,0,0,0,0,0,,
124509,241,250,7600,2500,0,0,0,0,0,,
124510,160,153,7800,2600,0,0,0,0,0,,
124511,154,153,7800,2600,0,0,0,0,0,,
124512,154,153,7800,2600,0,0,0,0,0,,
124513,148,153,7800,2600,0,0,0,0,0,,
124514,148,153,7800,2600,0,0,0,0,0,,
124515,142,153,7800,2600,0,0,0,0,0,,
124516,142,153,7800,2600,0,0,0,0,0,,
124517,136,153,7800,2600,0,0,0,0,0,,
124518,136,153,7800,2600,0,0,0,0,0,,
124519,130,153,7800,2600,0,0,0,0,0,,
124520,130,153,7800,2600,0,0,0,0,0,,
124521,124,153,7800,2600,0,0,0,0,0,,
